,timeframe,usecase,time_req,energy_req,dtime_idle,dtime_active,dtime_patience
382,A,welding,2018-03-09 10:15:00+01:00,3259.873864584137,0 days 00:34:10.420799412,0 days 08:08:58.864781256,0 days 01:00:00
383,A,boat_fishing,2018-03-09 20:15:00+01:00,3847.6860171166686,0 days 00:44:39.447480508,0 days 03:31:24.679177309,0 days 01:00:00
384,A,powertool,2018-03-10 10:30:00+01:00,1303.4393740250648,0 days 02:30:57.569493096,0 days 02:00:19.048840754,0 days 01:00:00
385,A,boat_fishing,2018-03-10 18:30:00+01:00,741.2706336549387,0 days 00:13:45.384888817,0 days 00:40:43.749341720,0 days 01:00:00
386,A,cooling_food,2018-03-10 08:15:00+01:00,1656.5845407792845,0 days 00:07:20.889239257,0 days 16:33:57.043468054,0 days 01:00:00
387,A,lighting_construction,2018-03-11 17:45:00+01:00,1193.4726751006533,0 days 06:09:28.672854562,0 days 02:50:29.765786578,0 days 01:00:00
388,A,cooling_food,2018-03-11 09:15:00+01:00,1899.0583279090276,0 days 00:48:13.345581484,0 days 18:59:26.099804724,0 days 01:00:00
389,A,household,2018-03-11 10:30:00+01:00,1336.0990376552909,0 days 15:03:09.767822137,5 days 13:36:35.653555904,0 days 01:00:00
390,A,cooling_medical,2018-03-11 07:30:00+01:00,1652.884783527508,0 days 00:25:18.049576353,1 days 09:03:27.704413980,0 days 01:00:00
391,A,evbs_fire,2018-03-12 11:45:00+01:00,712.0581699310056,0 days 00:51:42.643313042,0 days 00:38:50.372192500,0 days 01:00:00
392,A,evbs_fire,2018-03-12 13:00:00+01:00,315.6719037311362,0 days 00:13:12.824619945,0 days 00:17:13.108048573,0 days 01:00:00
393,A,lighting_search,2018-03-12 19:00:00+01:00,1946.634711072561,0 days 00:51:34.789074753,0 days 23:10:27.201903110,0 days 01:00:00
394,A,ceremony,2018-03-13 16:45:00+01:00,2825.057786877962,0 days 05:15:08.590220974,0 days 01:24:45.104016380,0 days 01:00:00
395,A,cooling_medical,2018-03-13 08:45:00+01:00,2037.9756117911425,0 days 00:20:02.381904805,1 days 16:45:34.244048962,0 days 01:00:00
396,A,cooling_food,2018-03-13 09:30:00+01:00,2145.158872413905,0 days 01:13:58.993738492,0 days 21:27:05.719406900,0 days 01:00:00
397,A,lighting_search,2018-03-14 21:15:00+01:00,2315.9434241475856,0 days 01:02:25.090142575,1 days 03:34:14.718177753,0 days 01:00:00
398,A,evbs_water,2018-03-14 08:45:00+01:00,564.5370235548062,0 days 00:51:38.070624240,0 days 05:07:55.757134520,0 days 01:00:00
399,A,milling,2018-03-14 06:00:00+01:00,3992.9648831164227,0 days 00:13:33.047776578,0 days 05:19:26.231438960,0 days 01:00:00
400,A,cooling_medical,2018-03-14 07:45:00+01:00,2000.8857000990572,0 days 00:12:43.587571593,1 days 16:01:03.770407131,0 days 01:00:00
401,A,cooling_medical,2018-03-14 08:15:00+01:00,2723.751750031606,0 days 00:10:53.818638769,2 days 06:28:30.126002275,0 days 01:00:00
402,A,evbs_fire,2018-03-15 10:45:00+01:00,407.36370088112926,0 days 00:05:52.447193804,0 days 00:22:13.190293794,0 days 01:00:00
403,A,ceremony,2018-03-15 19:00:00+01:00,2239.5363702703753,0 days 06:00:18.588158971,0 days 01:07:11.165466486,0 days 01:00:00
404,A,welding,2018-03-15 08:15:00+01:00,2459.8094108987134,0 days 00:16:20.925723349,0 days 06:08:58.284698089,0 days 01:00:00
405,A,boat_fishing,2018-03-15 16:30:00+01:00,1752.5206263485156,0 days 00:30:57.230074350,0 days 01:36:17.540526423,0 days 01:00:00
406,A,milling,2018-03-16 08:00:00+01:00,5034.080204019387,0 days 00:08:01.920420758,0 days 06:42:43.584979294,0 days 01:00:00
407,A,evbs_fire,2018-03-16 11:30:00+01:00,845.5527470714399,0 days 00:41:14.164058097,0 days 00:46:07.263535868,0 days 01:00:00
408,A,cooling_medical,2018-03-16 08:00:00+01:00,2919.8526682445276,0 days 00:10:27.982829672,2 days 10:23:49.392113607,0 days 01:00:00
409,A,milling,2018-03-16 08:45:00+01:00,5284.339967947602,0 days 00:32:54.740659923,0 days 07:02:44.831846148,0 days 01:00:00
410,A,cooling_food,2018-03-17 08:30:00+01:00,3235.9876212957365,0 days 00:16:57.909894816,1 days 08:21:35.554366645,0 days 01:00:00
411,A,lighting_construction,2018-03-17 17:45:00+01:00,1441.301873431572,0 days 06:13:31.681390339,0 days 03:25:54.016057984,0 days 01:00:00
412,A,lighting_construction,2018-03-17 18:00:00+01:00,1372.6073224849974,0 days 07:27:54.086181411,0 days 03:16:05.205621298,0 days 01:00:00
413,A,cooling_food,2018-03-17 06:15:00+01:00,1396.2155106208434,0 days 00:20:10.273161728,0 days 13:57:43.758382348,0 days 01:00:00
414,A,lighting_construction,2018-03-18 19:15:00+01:00,2732.1923797576974,0 days 06:17:01.374782323,0 days 06:30:18.791826494,0 days 01:00:00
415,A,evbs_water,2018-03-18 08:45:00+01:00,658.6719809776206,0 days 00:10:53.497538220,0 days 05:59:16.537559269,0 days 01:00:00
416,A,welding,2018-03-18 08:45:00+01:00,1668.289002617862,0 days 00:48:23.692473889,0 days 04:10:14.601023562,0 days 01:00:00
417,A,cooling_medical,2018-03-18 08:00:00+01:00,2608.798497105606,0 days 00:19:04.387874131,2 days 04:10:33.491791603,0 days 01:00:00
418,A,ceremony,2018-03-18 17:15:00+01:00,3436.5442280915863,0 days 05:22:14.218900852,0 days 01:43:05.779610565,0 days 01:00:00
419,A,milling,2018-03-18 06:00:00+01:00,6067.756033380614,0 days 00:06:26.718720447,0 days 08:05:25.228960227,0 days 01:00:00
420,A,milling,2018-03-19 08:15:00+01:00,4426.609191759107,0 days 00:07:29.539517397,0 days 05:54:07.724120443,0 days 01:00:00
421,A,lighting_search,2018-03-19 20:45:00+01:00,2867.4289639380404,0 days 00:41:47.195166069,1 days 10:08:09.812740200,0 days 01:00:00
422,A,boat_fishing,2018-03-19 18:00:00+01:00,4051.7378469769405,0 days 00:11:52.038752593,0 days 03:42:37.377517507,0 days 01:00:00
423,A,welding,2018-03-19 07:45:00+01:00,3260.227867845651,0 days 00:27:41.311224198,0 days 08:09:02.050810610,0 days 01:00:00
424,A,welding,2018-03-19 09:30:00+01:00,2037.8605744697938,0 days 00:30:06.890302036,0 days 05:05:40.745170226,0 days 01:00:00
425,A,household,2018-03-19 14:00:00+01:00,1816.605721652348,0 days 13:33:35.785852585,7 days 13:39:38.059794846,0 days 01:00:00
426,A,powertool,2018-03-20 09:15:00+01:00,1225.9737375522805,0 days 02:36:08.632100383,0 days 01:53:10.008392596,0 days 01:00:00
427,A,cooling_medical,2018-03-20 08:00:00+01:00,1707.2436259980677,0 days 01:07:29.478109116,1 days 10:08:41.541071859,0 days 01:00:00
428,A,milling,2018-03-20 06:45:00+01:00,4512.359019436701,0 days 00:13:12.143980826,0 days 06:00:59.323293295,0 days 01:00:00
429,A,household,2018-03-20 11:15:00+01:00,1118.5238005095093,0 days 18:25:33.302056810,4 days 15:51:08.568183423,0 days 01:00:00
430,A,cooling_medical,2018-03-20 07:15:00+01:00,1864.3558697568512,0 days 00:58:19.162519057,1 days 13:17:13.622622493,0 days 01:00:00
431,A,lighting_search,2018-03-20 18:00:00+01:00,1528.261002590777,0 days 01:10:58.290061454,0 days 18:11:36.900111033,0 days 01:00:00
432,A,welding,2018-03-20 07:15:00+01:00,1886.0014300202868,0 days 00:33:56.586833434,0 days 04:42:54.012870183,0 days 01:00:00
433,A,evbs_fire,2018-03-21 12:00:00+01:00,314.74756934770585,0 days 00:25:25.276283446,0 days 00:17:10.082954227,0 days 01:00:00
434,A,cooling_food,2018-03-21 09:30:00+01:00,2608.26423602748,0 days 03:21:15.624578779,1 days 02:04:57.512496990,0 days 01:00:00
435,A,evbs_fire,2018-03-21 13:00:00+01:00,385.79729629452424,0 days 00:07:56.217850791,0 days 00:21:02.609333326,0 days 01:00:00
436,A,cooling_medical,2018-03-22 07:45:00+01:00,1974.9606514803484,0 days 00:05:41.000861310,1 days 15:29:57.166906585,0 days 01:00:00
437,A,milling,2018-03-22 07:15:00+01:00,6065.03439029927,0 days 00:21:19.423664618,0 days 08:05:12.165073436,0 days 01:00:00
438,A,household,2018-03-22 14:30:00+01:00,1243.1368273044495,0 days 09:58:51.124137844,5 days 04:18:49.257829602,0 days 01:00:00
439,A,powertool,2018-03-22 09:15:00+01:00,510.16841149165106,0 days 02:06:02.421250383,0 days 00:47:05.548125184,0 days 01:00:00
440,A,cooling_food,2018-03-23 07:30:00+01:00,1590.2038435549302,0 days 00:25:36.760337702,0 days 15:54:07.338367976,0 days 01:00:00
441,A,evbs_fire,2018-03-23 12:45:00+01:00,95.31206210268948,0 days 00:11:03.330891117,0 days 00:05:11.930385062,0 days 01:00:00
442,A,boat_fishing,2018-03-23 19:30:00+01:00,2865.847491422199,0 days 00:19:23.460972466,0 days 02:37:27.848872819,0 days 01:00:00
443,A,welding,2018-03-23 10:15:00+01:00,2772.775067229195,0 days 00:28:51.601755270,0 days 06:55:54.975605062,0 days 01:00:00
444,A,cooling_medical,2018-03-23 07:30:00+01:00,1618.2541438143553,0 days 00:08:00.819130318,1 days 08:21:54.298354633,0 days 01:00:00
445,A,milling,2018-03-24 08:45:00+01:00,5342.719007682218,0 days 00:10:41.650140018,0 days 07:07:25.051236873,0 days 01:00:00
446,A,boat_fishing,2018-03-24 18:30:00+01:00,4364.828770130007,0 days 00:15:05.720762512,0 days 03:59:49.545396031,0 days 01:00:00
447,A,cooling_food,2018-03-24 07:15:00+01:00,1721.1660186273762,0 days 00:10:55.057026226,0 days 17:12:41.976670586,0 days 01:00:00
448,A,cooling_food,2018-03-25 07:30:00+02:00,1454.9978262309587,0 days 00:19:49.013720454,0 days 14:32:59.921744316,0 days 01:00:00
449,A,lighting_search,2018-03-25 19:00:00+02:00,2176.8612483860893,0 days 00:34:31.783335852,1 days 01:54:54.053502260,0 days 01:00:00
450,A,welding,2018-03-25 11:15:00+02:00,2798.5929255429264,0 days 00:17:01.196725225,0 days 06:59:47.336329885,0 days 01:00:00
451,A,lighting_search,2018-03-25 21:15:00+02:00,1944.8931536585562,0 days 01:25:09.234851998,0 days 23:09:12.563728225,0 days 01:00:00
452,A,cooling_medical,2018-03-25 10:45:00+02:00,2731.133265268299,0 days 00:34:23.562168384,2 days 06:37:21.595099317,0 days 01:00:00
453,A,boat_fishing,2018-03-25 18:15:00+02:00,5522.827410408818,0 days 00:38:41.092643317,0 days 05:03:27.123331017,0 days 01:00:00
454,A,cooling_food,2018-03-25 07:00:00+02:00,1660.0341250592267,0 days 00:57:16.696454914,0 days 16:36:01.228502131,0 days 01:00:00
455,A,cooling_food,2018-03-25 07:15:00+02:00,1562.1128505333115,0 days 00:11:02.721552183,0 days 15:37:16.062619198,0 days 01:00:00
456,A,welding,2018-03-25 08:30:00+02:00,2506.347383792641,0 days 00:38:35.810518650,0 days 06:15:57.126454135,0 days 01:00:00
457,A,boat_fishing,2018-03-26 16:00:00+02:00,2219.4753825287858,0 days 00:22:33.909445786,0 days 02:01:56.951810533,0 days 01:00:00
458,A,cooling_food,2018-03-26 07:15:00+02:00,1712.48202260322,0 days 01:51:16.114654810,0 days 17:07:29.352813715,0 days 01:00:00
459,A,lighting_search,2018-03-26 18:45:00+02:00,2252.3308950049254,0 days 01:34:35.378778201,1 days 02:48:48.466928782,0 days 01:00:00
460,A,cooling_food,2018-03-26 07:15:00+02:00,1976.6681041693146,0 days 00:18:40.268310577,0 days 19:46:00.051750094,0 days 01:00:00
461,A,evbs_fire,2018-03-26 10:30:00+02:00,728.0075279722699,0 days 00:33:29.325520447,0 days 00:39:42.570091544,0 days 01:00:00
462,A,evbs_fire,2018-03-27 10:30:00+02:00,1330.157538660053,0 days 00:03:56.565228438,0 days 01:12:33.242853798,0 days 01:00:00
463,A,household,2018-03-27 12:00:00+02:00,1144.3960655503986,0 days 06:47:56.259335796,4 days 18:26:22.583598144,0 days 01:00:00
464,A,powertool,2018-03-27 08:00:00+02:00,2068.353116280393,0 days 01:40:44.875230164,0 days 03:10:55.494182474,0 days 01:00:00
465,A,milling,2018-03-27 08:45:00+02:00,4430.52439538266,0 days 00:28:12.168511633,0 days 05:54:26.517097836,0 days 01:00:00
466,A,evbs_fire,2018-03-27 12:15:00+02:00,115.6756155859159,0 days 00:34:17.458308840,0 days 00:06:18.574741918,0 days 01:00:00
467,A,cooling_food,2018-03-27 08:00:00+02:00,2467.3745460561054,0 days 02:42:42.165143334,1 days 00:40:25.483658019,0 days 01:00:00
468,A,welding,2018-03-27 07:30:00+02:00,2290.682224683672,0 days 00:11:33.332501871,0 days 05:43:36.140022152,0 days 01:00:00
469,A,household,2018-03-28 12:45:00+02:00,2438.819185753695,2 days 04:52:06.593085800,10 days 03:52:54.906871328,0 days 01:00:00
470,A,household,2018-03-28 12:00:00+02:00,1244.2947649483583,0 days 21:45:33.999491145,5 days 04:25:46.115381409,0 days 01:00:00
471,A,boat_fishing,2018-03-28 18:45:00+02:00,615.2056197562589,0 days 00:15:38.658071343,0 days 00:33:48.150394801,0 days 01:00:00
472,A,welding,2018-03-28 07:15:00+02:00,3135.6789439027702,0 days 00:19:51.768546657,0 days 07:50:21.110495125,0 days 01:00:00
473,A,household,2018-03-29 12:30:00+02:00,1461.0518846459454,0 days 22:34:07.836395930,6 days 02:06:18.678472542,0 days 01:00:00
474,A,boat_fishing,2018-03-29 18:45:00+02:00,464.46538226690006,0 days 00:33:43.406626240,0 days 00:25:31.204556925,0 days 01:00:00
475,A,powertool,2018-03-29 09:30:00+02:00,371.7541809880225,0 days 01:28:21.398748531,0 days 00:34:18.946233163,0 days 01:00:00
476,A,powertool,2018-03-30 08:15:00+02:00,780.1542651002062,0 days 01:45:07.263996418,0 days 01:12:00.854391322,0 days 01:00:00
477,A,powertool,2018-03-30 07:15:00+02:00,538.2571226072629,0 days 02:13:13.279842937,0 days 00:49:41.116371362,0 days 01:00:00
478,A,lighting_construction,2018-03-31 17:15:00+02:00,2782.0347088637614,0 days 07:44:44.675674659,0 days 06:37:26.011790259,0 days 01:00:00
479,A,evbs_fire,2018-03-31 11:15:00+02:00,306.40728975272884,0 days 00:18:33.023101114,0 days 00:16:42.787493734,0 days 01:00:00
480,A,cooling_medical,2018-03-31 08:00:00+02:00,1948.6979180015041,0 days 00:10:02.903628669,1 days 14:58:26.250096108,0 days 01:00:00
481,A,boat_fishing,2018-03-31 17:45:00+02:00,4358.577712778157,0 days 00:07:22.798576538,0 days 03:59:28.937514652,0 days 01:00:00
482,A,evbs_water,2018-03-31 07:45:00+02:00,588.9685424643657,0 days 00:17:24.470672049,0 days 05:21:15.334117016,0 days 01:00:00
483,A,milling,2018-03-31 10:00:00+02:00,2864.7850278233946,0 days 00:25:26.520990286,0 days 03:49:10.968133551,0 days 01:00:00
484,A,evbs_water,2018-03-31 08:45:00+02:00,776.3365592532259,0 days 00:18:07.346918044,0 days 07:03:27.378302832,0 days 01:00:00
485,A,milling,2018-04-01 07:15:00+02:00,5840.479120780123,0 days 00:37:32.353442810,0 days 07:47:14.299779742,0 days 01:00:00
486,A,welding,2018-04-01 10:15:00+02:00,3063.191223321914,0 days 00:09:35.906551966,0 days 07:39:28.721009898,0 days 01:00:00
487,A,evbs_water,2018-04-01 09:00:00+02:00,489.7831266978275,0 days 00:23:10.324310280,0 days 04:27:09.265964655,0 days 01:00:00
488,A,lighting_construction,2018-04-02 18:45:00+02:00,2277.0099018309156,0 days 05:44:13.623998791,0 days 05:25:17.227729977,0 days 01:00:00
489,A,boat_fishing,2018-04-02 17:45:00+02:00,1778.2796071167113,0 days 00:06:41.479741605,0 days 01:37:42.460243240,0 days 01:00:00
490,A,welding,2018-04-02 09:45:00+02:00,2198.5335074293057,0 days 01:31:32.038011580,0 days 05:29:46.801566862,0 days 01:00:00
491,A,milling,2018-04-02 08:30:00+02:00,5483.832949215563,0 days 01:35:35.619347155,0 days 07:18:42.398156235,0 days 01:00:00
492,A,cooling_food,2018-04-02 08:45:00+02:00,1512.3248347875972,0 days 00:27:51.751741316,0 days 15:07:23.694052353,0 days 01:00:00
493,A,milling,2018-04-02 08:45:00+02:00,5874.467756860776,0 days 00:11:42.179050683,0 days 07:49:57.445232930,0 days 01:00:00
494,A,milling,2018-04-03 08:15:00+02:00,6007.956577995108,0 days 01:07:44.468470149,0 days 08:00:38.191574376,0 days 01:00:00
495,A,milling,2018-04-03 07:00:00+02:00,4103.973893718918,0 days 00:03:16.547479668,0 days 05:28:19.074689850,0 days 01:00:00
496,A,cooling_food,2018-04-03 06:30:00+02:00,1545.1136214941514,0 days 03:14:18.903977181,0 days 15:27:04.090373791,0 days 01:00:00
497,A,ceremony,2018-04-03 17:15:00+02:00,3768.2710728954985,0 days 05:39:19.420731068,0 days 01:53:02.887931212,0 days 01:00:00
498,A,evbs_water,2018-04-04 09:15:00+02:00,394.89196644504295,0 days 00:23:07.374411600,0 days 03:35:23.737083655,0 days 01:00:00
499,A,cooling_food,2018-04-04 08:00:00+02:00,1862.1427232340352,0 days 00:47:30.832630242,0 days 18:37:17.138036424,0 days 01:00:00
500,A,boat_fishing,2018-04-04 16:30:00+02:00,653.0847825623151,0 days 00:28:00.041941927,0 days 00:35:53.026755698,0 days 01:00:00
501,A,household,2018-04-05 13:15:00+02:00,1372.562378852898,0 days 16:22:45.342698048,5 days 17:15:22.456387044,0 days 01:00:00
502,A,powertool,2018-04-05 09:15:00+02:00,1187.9576685330294,0 days 02:31:46.813771538,0 days 01:49:39.457856492,0 days 01:00:00
503,A,lighting_construction,2018-04-05 16:30:00+02:00,947.5562570761136,0 days 05:15:39.094007810,0 days 02:15:21.910774939,0 days 01:00:00
504,A,boat_fishing,2018-04-05 19:15:00+02:00,2687.323872972616,0 days 00:06:04.535983634,0 days 02:27:39.309471338,0 days 01:00:00
505,A,cooling_food,2018-04-05 06:45:00+02:00,1529.0976317932216,0 days 00:13:30.306807717,0 days 15:17:27.514744555,0 days 01:00:00
506,A,lighting_search,2018-04-05 19:45:00+02:00,2089.1562777365684,0 days 00:43:50.625997824,1 days 00:52:15.269045851,0 days 01:00:00
507,A,powertool,2018-04-05 11:15:00+02:00,831.5111245994601,0 days 02:13:23.827751342,0 days 01:16:45.292382396,0 days 01:00:00
508,A,ceremony,2018-04-05 20:30:00+02:00,1412.5665220552294,0 days 10:07:23.128083019,0 days 00:42:22.619739700,0 days 01:00:00
509,A,powertool,2018-04-06 10:00:00+02:00,542.2555882012487,0 days 02:05:20.247461487,0 days 00:50:03.261719266,0 days 01:00:00
510,A,milling,2018-04-06 09:00:00+02:00,5817.560116855565,0 days 00:05:33.569632474,0 days 07:45:24.288560906,0 days 01:00:00
511,A,household,2018-04-06 13:00:00+02:00,1096.1166880944415,0 days 15:35:08.930456754,4 days 13:36:42.007713998,0 days 01:00:00
512,A,milling,2018-04-06 07:00:00+02:00,4498.413072010786,0 days 00:21:03.483651553,0 days 05:59:52.382745650,0 days 01:00:00
513,A,cooling_medical,2018-04-06 09:00:00+02:00,1674.4052934040842,0 days 00:02:14.704849089,1 days 09:29:17.181125095,0 days 01:00:00
514,A,cooling_medical,2018-04-07 08:45:00+02:00,1442.9754959237011,0 days 00:29:08.998685354,1 days 04:51:34.235706506,0 days 01:00:00
515,A,milling,2018-04-07 08:30:00+02:00,6370.426118338256,0 days 00:21:17.555374159,0 days 08:29:38.045368024,0 days 01:00:00
516,A,welding,2018-04-07 10:00:00+02:00,2395.6273036472153,0 days 00:09:18.685840777,0 days 05:59:20.645732824,0 days 01:00:00
517,A,milling,2018-04-07 07:15:00+02:00,5231.923407360841,0 days 00:15:23.440926448,0 days 06:58:33.232355331,0 days 01:00:00
518,A,lighting_search,2018-04-07 18:15:00+02:00,2177.5085009929185,0 days 00:41:17.471426197,1 days 01:55:21.792899697,0 days 01:00:00
519,A,powertool,2018-04-07 08:45:00+02:00,1609.8185016263549,0 days 02:34:59.161683072,0 days 02:28:35.917855161,0 days 01:00:00
520,A,evbs_water,2018-04-07 07:00:00+02:00,493.0428703890921,0 days 00:20:35.212541049,0 days 04:28:55.948485460,0 days 01:00:00
521,A,lighting_construction,2018-04-08 19:15:00+02:00,2154.9956974988904,0 days 05:20:34.434555619,0 days 05:07:51.391692847,0 days 01:00:00
522,A,powertool,2018-04-08 08:45:00+02:00,1250.829083922583,0 days 01:44:03.074151012,0 days 01:55:27.668772494,0 days 01:00:00
523,A,lighting_search,2018-04-08 19:45:00+02:00,2147.200722523203,0 days 00:48:07.259503662,1 days 01:33:42.888108135,0 days 01:00:00
524,A,milling,2018-04-09 09:15:00+02:00,5255.890837255595,0 days 00:11:23.877556857,0 days 07:00:28.276018826,0 days 01:00:00
525,A,household,2018-04-09 12:45:00+02:00,1827.554818994704,0 days 14:48:25.046915544,7 days 14:45:19.734838092,0 days 01:00:00
526,A,boat_fishing,2018-04-09 18:30:00+02:00,2408.909300021709,0 days 00:14:35.229304402,0 days 02:12:21.459230841,0 days 01:00:00
527,A,household,2018-04-09 10:30:00+02:00,2400.4934868855753,0 days 23:12:28.009155740,10 days 00:02:57.655278808,0 days 01:00:00
528,A,boat_fishing,2018-04-09 17:30:00+02:00,847.9347504008625,0 days 00:22:39.420317953,0 days 00:46:35.389287037,0 days 01:00:00
529,A,powertool,2018-04-09 09:15:00+02:00,1188.803587580876,0 days 01:46:00.208357384,0 days 01:49:44.142946600,0 days 01:00:00
530,A,cooling_food,2018-04-10 07:00:00+02:00,2462.6047543499235,0 days 00:22:24.893109555,1 days 00:37:33.771156596,0 days 01:00:00
531,A,boat_fishing,2018-04-10 19:15:00+02:00,3568.545475984414,0 days 00:22:43.236333487,0 days 03:16:04.435635115,0 days 01:00:00
532,A,evbs_water,2018-04-10 06:45:00+02:00,595.8550714412792,0 days 00:06:34.346560734,0 days 05:25:00.711428988,0 days 01:00:00
533,A,lighting_search,2018-04-11 19:30:00+02:00,2035.5445113693108,0 days 01:02:35.579764136,1 days 00:13:57.621915829,0 days 01:00:00
534,A,evbs_water,2018-04-11 08:45:00+02:00,433.5390270907496,0 days 00:49:11.673014070,0 days 03:56:28.549977514,0 days 01:00:00
535,A,ceremony,2018-04-11 18:15:00+02:00,2226.3077267746744,0 days 07:33:52.170240412,0 days 01:06:47.353908193,0 days 01:00:00
536,A,household,2018-04-11 14:00:00+02:00,1502.2906038837184,1 days 02:09:37.271002698,6 days 06:13:44.617398139,0 days 01:00:00
537,A,milling,2018-04-11 06:30:00+02:00,4099.967372804584,0 days 00:10:52.194425052,0 days 05:27:59.843389460,0 days 01:00:00
538,A,boat_fishing,2018-04-12 18:00:00+02:00,2966.0171914935718,0 days 00:34:55.133069055,0 days 02:42:58.078653274,0 days 01:00:00
539,A,evbs_water,2018-04-12 06:00:00+02:00,209.77669424459992,0 days 00:06:58.713289088,0 days 01:54:25.419084368,0 days 01:00:00
540,A,cooling_food,2018-04-12 06:15:00+02:00,1992.6041619896191,0 days 00:10:37.175561119,0 days 19:55:33.749831625,0 days 01:00:00
541,A,cooling_food,2018-04-12 08:45:00+02:00,1745.5997527218683,0 days 00:16:48.802591383,0 days 17:27:21.591097988,0 days 01:00:00
542,A,welding,2018-04-12 08:45:00+02:00,2769.508315616032,0 days 00:09:13.139143743,0 days 06:55:25.574840544,0 days 01:00:00
543,A,cooling_food,2018-04-13 08:00:00+02:00,1548.0002825461422,0 days 00:33:31.261368373,0 days 15:28:48.010171659,0 days 01:00:00
544,A,milling,2018-04-13 08:15:00+02:00,6832.982377740107,0 days 00:15:46.539197974,0 days 09:06:38.315413152,0 days 01:00:00
545,A,lighting_search,2018-04-13 20:30:00+02:00,1451.8430487781823,0 days 01:10:56.485624666,0 days 17:17:01.844947636,0 days 01:00:00
546,A,milling,2018-04-13 07:15:00+02:00,6984.689396290563,0 days 00:49:28.849102179,0 days 09:18:46.509102194,0 days 01:00:00
547,A,household,2018-04-14 12:30:00+02:00,2315.318752288921,0 days 16:14:01.895960050,9 days 15:31:54.750824011,0 days 01:00:00
548,A,boat_fishing,2018-04-14 17:30:00+02:00,906.7981633740773,0 days 00:08:53.397446312,0 days 00:49:49.444494639,0 days 01:00:00
549,A,evbs_fire,2018-04-14 10:45:00+02:00,289.46402804415453,0 days 00:07:44.004595044,0 days 00:15:47.336819054,0 days 01:00:00
550,A,welding,2018-04-14 09:30:00+02:00,2251.6613478054596,0 days 00:17:30.527228562,0 days 05:37:44.952130250,0 days 01:00:00
551,A,boat_fishing,2018-04-14 16:00:00+02:00,1287.325929708653,0 days 00:17:22.791521292,0 days 01:10:43.931636403,0 days 01:00:00
552,A,lighting_construction,2018-04-15 19:00:00+02:00,1388.3071777458756,0 days 05:59:10.227142006,0 days 03:18:19.775809249,0 days 01:00:00
553,A,boat_fishing,2018-04-15 17:45:00+02:00,3382.0109629690614,0 days 00:16:33.573594064,0 days 03:05:49.486691108,0 days 01:00:00
554,A,cooling_food,2018-04-15 08:00:00+02:00,1685.954746291015,0 days 00:01:00.934706974,0 days 16:51:34.370866476,0 days 01:00:00
555,A,welding,2018-04-15 08:00:00+02:00,2289.5423395788384,0 days 00:09:46.623468567,0 days 05:43:25.881056209,0 days 01:00:00
556,A,household,2018-04-15 12:30:00+02:00,1095.4225065046521,1 days 13:42:08.020215399,4 days 13:32:32.102341674,0 days 01:00:00
557,A,milling,2018-04-15 08:30:00+02:00,3513.0264631029927,0 days 00:22:51.899678760,0 days 04:41:02.527022893,0 days 01:00:00
558,A,cooling_food,2018-04-16 07:00:00+02:00,1949.1747500862505,0 days 01:09:44.255515921,0 days 19:29:30.291003106,0 days 01:00:00
559,A,cooling_food,2018-04-16 07:00:00+02:00,1378.1303715029203,0 days 00:14:54.817998367,0 days 13:46:52.693374104,0 days 01:00:00
560,A,cooling_food,2018-04-16 07:45:00+02:00,2009.9403979745966,0 days 00:53:02.030296009,0 days 20:05:57.854327085,0 days 01:00:00
561,A,household,2018-04-16 11:45:00+02:00,1452.8741691175871,1 days 13:06:23.221945346,6 days 01:17:14.700882332,0 days 01:00:00
562,A,milling,2018-04-16 07:00:00+02:00,5127.593400583302,0 days 00:35:49.542824853,0 days 06:50:12.448322800,0 days 01:00:00
563,A,cooling_food,2018-04-16 08:30:00+02:00,2117.9298173288253,0 days 00:20:37.437494924,0 days 21:10:45.473423836,0 days 01:00:00
564,A,cooling_medical,2018-04-16 07:45:00+02:00,1328.720090678507,0 days 00:59:20.969749676,1 days 02:34:27.846528852,0 days 01:00:00
565,A,welding,2018-04-16 07:45:00+02:00,1826.0445872356674,0 days 00:04:36.205429677,0 days 04:33:54.401285120,0 days 01:00:00
566,A,milling,2018-04-16 08:15:00+02:00,5340.608001606244,0 days 00:10:20.659836504,0 days 07:07:14.918407708,0 days 01:00:00
567,A,household,2018-04-17 12:15:00+02:00,1356.6512179652,0 days 17:59:46.580880847,5 days 15:39:54.438467472,0 days 01:00:00
568,A,lighting_construction,2018-04-17 18:45:00+02:00,1543.4959181563497,0 days 05:10:00.221145474,0 days 03:40:29.965012770,0 days 01:00:00
569,A,milling,2018-04-18 10:00:00+02:00,4644.559756828118,0 days 00:27:49.548059758,0 days 06:11:33.886832773,0 days 01:00:00
570,A,boat_fishing,2018-04-18 17:45:00+02:00,2609.774184998295,0 days 00:08:23.256190604,0 days 02:23:23.651159334,0 days 01:00:00
571,A,milling,2018-04-18 06:45:00+02:00,4463.404224452357,0 days 00:41:51.168326593,0 days 05:57:04.340277370,0 days 01:00:00
572,A,ceremony,2018-04-18 17:45:00+02:00,2216.0901755536865,0 days 06:02:37.373556346,0 days 01:06:28.962315997,0 days 01:00:00
573,A,lighting_construction,2018-04-18 18:15:00+02:00,1578.3022341088995,0 days 05:51:33.547676828,0 days 03:45:28.304863790,0 days 01:00:00
