,time_req,step_req,time_dep,step_dep,time_active,time_idle,time_rental,steps_rental,time_return,step_return,time_recharge,time_blocked,steps_blocked,time_reavail,step_reavail,energy_avail,energy_req,soc_return,primary_commodity,secondary_commodity,process_obj,status,usecase_idx,usecase_name,num_resources,energy_req_pc
149,2018-01-23 08:15:00+01:00,2145,,,0 days 01:08:57.344735904,0 days 00:56:27.858445072,0 days 02:05:25.203180976,9,,,0 days 00:19:21.359925868,0 days 00:19:21.359925868,2,,,3000.0,459.7049706561217,0.8467650097812928,,,<commodity_des.RentalProcess object at 0x285f46f10>,failure - primary,9,welding,1,459.7049706561217
150,2018-01-23 09:00:00+01:00,2148,,,0 days 06:39:03.815411101,0 days 01:25:03.238155454,0 days 08:04:07.053566555,33,,,0 days 01:52:01.070992588,0 days 01:52:01.070992588,8,,,3000.0,2660.423934566903,0.11319202181103238,,,<commodity_des.RentalProcess object at 0x285f47690>,failure - primary,9,welding,1,2660.423934566903
151,2018-01-23 14:15:00+01:00,2169,,,5 days 19:05:19.341407490,0 days 01:11:00.752691843,5 days 20:16:20.094099333,562,,,0 days 00:58:33.819939703,0 days 00:58:33.819939703,4,,,3000.0,1390.8870594652492,0.5363709801782502,,,<commodity_des.RentalProcess object at 0x285f47a50>,failure - primary,11,household,1,1390.8870594652492
152,2018-01-23 17:15:00+01:00,2181,2018-01-23 17:15:00+01:00,2181,0 days 11:44:10.838382129,0 days 02:09:44.163570452,0 days 13:53:55.001952581,56,2018-01-24 07:15:00+01:00,2237,0 days 01:43:46.439340524,0 days 01:43:46.439340524,7,2018-01-24 09:00:00+01:00,2244,6000.0,4929.26447791496,0.17845592034750674,"['brs8', 'brs6']",,<commodity_des.RentalProcess object at 0x285f472d0>,sucess,0,lighting_construction,2,2464.63223895748
153,2018-01-24 08:45:00+01:00,2243,2018-01-24 08:45:00+01:00,2243,0 days 05:43:25.899389778,0 days 02:51:57.931458649,0 days 08:35:23.830848427,35,2018-01-24 17:30:00+01:00,2278,0 days 01:51:27.879626505,0 days 01:51:27.879626505,8,2018-01-24 19:30:00+01:00,2286,12000.0,10589.142741969797,0.11757143816918349,"['brs3', 'brs9', 'brs1', 'brs5']",,<commodity_des.RentalProcess object at 0x285f545d0>,sucess,7,cocoa,4,2647.2856854924494
154,2018-01-24 11:45:00+01:00,2255,2018-01-24 11:45:00+01:00,2255,11 days 05:30:51.080269608,0 days 01:18:14.636671030,11 days 06:49:05.716940638,1084,2018-02-04 18:45:00+01:00,3339,0 days 01:53:28.779510663,0 days 01:53:28.779510663,8,2018-02-04 20:45:00+01:00,3347,3000.0,2695.141889637803,0.10161937012073231,['brs6'],,<commodity_des.RentalProcess object at 0x285f54210>,sucess,11,household,1,2695.141889637803
155,2018-01-24 12:15:00+01:00,2257,2018-01-24 12:15:00+01:00,2257,9 days 15:58:39.725517079,0 days 00:53:31.850702354,9 days 16:52:11.576219433,932,2018-02-03 05:15:00+01:00,3189,0 days 01:37:40.489301874,0 days 01:37:40.489301874,7,2018-02-03 07:00:00+01:00,3196,3000.0,2319.7770153252163,0.22674099489159466,['brs8'],,<commodity_des.RentalProcess object at 0x285f47e10>,sucess,11,household,1,2319.7770153252163
156,2018-01-24 12:45:00+01:00,2259,,,10 days 20:43:07.030330266,0 days 00:55:42.897189428,10 days 21:38:49.927519694,1047,,,0 days 01:49:46.575651439,0 days 01:49:46.575651439,8,,,3000.0,2607.1861953618495,0.13093793487938343,,,<commodity_des.RentalProcess object at 0x285f54d50>,failure - primary,11,household,1,2607.1861953618495
157,2018-01-24 13:30:00+01:00,2262,,,10 days 08:57:24.302826554,0 days 01:59:55.203344797,10 days 10:57:19.506171351,1004,,,0 days 01:44:49.433704047,0 days 01:44:49.433704047,7,,,3000.0,2489.5675078515437,0.17014416404948543,,,<commodity_des.RentalProcess object at 0x285f55110>,failure - primary,11,household,1,2489.5675078515437
158,2018-01-24 17:30:00+01:00,2278,,,0 days 11:42:23.187847370,0 days 01:36:38.169889128,0 days 13:19:01.357736498,54,,,0 days 01:43:30.575051191,0 days 01:43:30.575051191,7,,,6000.0,4916.705248860032,0.18054912518999472,,,<commodity_des.RentalProcess object at 0x285f54990>,failure - primary,0,lighting_construction,2,2458.352624430016
159,2018-01-25 07:45:00+01:00,2335,2018-01-25 07:45:00+01:00,2335,0 days 06:25:29.968319276,0 days 01:04:51.385343667,0 days 07:30:21.353662943,31,2018-01-25 15:30:00+01:00,2366,0 days 01:48:12.622686112,0 days 01:48:12.622686112,8,2018-01-25 17:30:00+01:00,2374,3000.0,2569.9964799194845,0.14333450669350514,['brs7'],,<commodity_des.RentalProcess object at 0x285f563d0>,sucess,9,welding,1,2569.9964799194845
160,2018-01-25 08:30:00+01:00,2338,2018-01-25 08:30:00+01:00,2338,1 days 00:20:25.493232944,0 days 01:55:23.722278290,1 days 02:15:49.215511234,106,2018-01-26 11:00:00+01:00,2444,0 days 01:17:53.359639090,0 days 01:17:53.359639090,6,2018-01-26 12:30:00+01:00,2450,3000.0,1849.8715238066088,0.38337615873113035,['brs5'],,<commodity_des.RentalProcess object at 0x285f554d0>,sucess,2,cooling_medical,1,1849.8715238066088
161,2018-01-25 09:45:00+01:00,2343,2018-01-25 09:45:00+01:00,2343,0 days 06:28:21.056174180,0 days 01:30:13.450030689,0 days 07:58:34.506204869,32,2018-01-25 17:45:00+01:00,2375,0 days 01:49:00.647347137,0 days 01:49:00.647347137,8,2018-01-25 19:45:00+01:00,2383,3000.0,2589.0062415754296,0.1369979194748568,['brs1'],,<commodity_des.RentalProcess object at 0x285f55c50>,sucess,9,welding,1,2589.0062415754296
162,2018-01-25 12:00:00+01:00,2352,2018-01-25 12:00:00+01:00,2352,11 days 04:33:58.723904660,0 days 01:31:05.177070919,11 days 06:05:03.900975579,1081,2018-02-05 18:15:00+01:00,3433,0 days 01:53:04.833150208,0 days 01:53:04.833150208,8,2018-02-05 20:15:00+01:00,3441,3000.0,2685.663121957391,0.1047789593475364,['brs9'],,<commodity_des.RentalProcess object at 0x285f56790>,sucess,11,household,1,2685.663121957391
163,2018-01-25 17:00:00+01:00,2372,,,0 days 10:02:56.159248574,0 days 01:33:12.636544165,0 days 11:36:08.795792739,47,,,0 days 01:28:51.223468209,0 days 01:28:51.223468209,6,,,6000.0,4220.551912333836,0.29657468127769393,,,<commodity_des.RentalProcess object at 0x285f55890>,failure - primary,0,lighting_construction,2,2110.275956166918
164,2018-01-25 18:15:00+01:00,2377,,,0 days 07:15:37.569769866,0 days 01:28:50.389669311,0 days 08:44:27.959439177,35,,,0 days 01:41:54.051408157,0 days 01:41:54.051408157,7,,,18000.0,14520.872094369293,0.19328488364615032,,,<commodity_des.RentalProcess object at 0x285f56010>,failure - primary,10,ceremony,6,2420.145349061549
165,2018-01-26 07:30:00+01:00,2430,2018-01-26 07:30:00+01:00,2430,1 days 11:31:34.736842106,0 days 01:42:32.556365823,1 days 13:14:07.293207929,149,2018-01-27 20:45:00+01:00,2579,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-01-27 22:45:00+01:00,2587,3000.0,2700.0,0.1,['brs1'],,<commodity_des.RentalProcess object at 0x285f56f10>,sucess,2,cooling_medical,1,2700.0
166,2018-01-26 07:45:00+01:00,2431,,,0 days 10:48:00,0 days 01:31:03.791735623,0 days 12:19:03.791735623,50,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,9000.0,8100.0,0.1,,,<commodity_des.RentalProcess object at 0x285f57a50>,failure - primary,6,milling,3,2700.0
167,2018-01-26 08:15:00+01:00,2433,2018-01-26 08:15:00+01:00,2433,0 days 04:09:13.846153845,0 days 00:52:25.876099740,0 days 05:01:39.722253585,21,2018-01-26 13:30:00+01:00,2454,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-01-26 15:30:00+01:00,2462,3000.0,2700.0,0.1,['brs7'],,<commodity_des.RentalProcess object at 0x285f572d0>,sucess,8,powertool,1,2700.0
168,2018-01-26 10:00:00+01:00,2440,2018-01-26 10:00:00+01:00,2440,0 days 03:46:18.048003193,0 days 01:19:46.150402771,0 days 05:06:04.198405964,21,2018-01-26 15:15:00+01:00,2461,0 days 01:43:13.495580403,0 days 01:43:13.495580403,7,2018-01-26 17:00:00+01:00,2468,3000.0,2451.5920005764447,0.18280266647451848,['brs3'],,<commodity_des.RentalProcess object at 0x285f57690>,sucess,8,powertool,1,2451.5920005764447
169,2018-01-26 11:45:00+01:00,2447,,,11 days 06:00:00,0 days 01:59:40.717903837,11 days 07:59:40.717903837,1088,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f57e10>,failure - primary,11,household,1,2700.0
170,2018-01-26 19:45:00+01:00,2479,,,0 days 09:00:07.741130040,0 days 01:07:55.283268107,0 days 10:08:03.024398147,41,,,0 days 01:43:28.640932280,0 days 01:43:28.640932280,7,,,12000.0,9830.348142779141,0.1808043214350715,,,<commodity_des.RentalProcess object at 0x285f56b50>,failure - primary,12,boat_fishing,4,2457.5870356947853
171,2018-01-26 21:00:00+01:00,2484,2018-01-26 21:00:00+01:00,2484,0 days 04:04:43.712748051,0 days 00:49:07.718483467,0 days 04:53:51.431231518,20,2018-01-27 02:00:00+01:00,2504,0 days 02:26:22.124849312,0 days 02:26:22.124849312,10,2018-01-27 04:30:00+01:00,2514,30600.0,5098.511370851851,0.15024810485802487,"['brs7', 'brs3']",['bev3'],<commodity_des.RentalProcess object at 0x2854e1d90>,sucess,-1,rex_bev,2,2549.2556854259255
172,2018-01-27 06:00:00+01:00,2520,2018-01-27 06:00:00+01:00,2520,0 days 10:48:00,0 days 01:40:32.053210010,0 days 12:28:32.053210010,50,2018-01-27 18:30:00+01:00,2570,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-01-27 20:30:00+01:00,2578,9000.0,8100.0,0.1,"['brs5', 'brs7', 'brs3']",,<commodity_des.RentalProcess object at 0x285f585d0>,sucess,6,milling,3,2700.0
173,2018-01-27 08:00:00+01:00,2528,,,0 days 06:45:00,0 days 01:35:44.392829233,0 days 08:20:44.392829233,34,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f58990>,failure - primary,9,welding,1,2700.0
174,2018-01-27 09:15:00+01:00,2533,,,0 days 06:30:27.940428190,0 days 01:53:37.562724430,0 days 08:24:05.503152620,34,,,0 days 01:49:36.263979843,0 days 01:49:36.263979843,8,,,3000.0,2603.1044920211184,0.13229850265962714,,,<commodity_des.RentalProcess object at 0x285f58210>,failure - primary,9,welding,1,2603.1044920211184
175,2018-01-27 09:15:00+01:00,2533,,,1 days 10:39:42.738189397,0 days 00:58:41.072821154,1 days 11:38:23.811010551,143,,,0 days 01:49:27.512536285,0 days 01:49:27.512536285,8,,,3000.0,2599.640378945811,0.13345320701806304,,,<commodity_des.RentalProcess object at 0x285f59110>,failure - primary,3,cooling_food,1,2599.640378945811
176,2018-01-27 09:15:00+01:00,2533,,,0 days 06:45:00,0 days 01:44:32.435302621,0 days 08:29:32.435302621,34,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f59890>,failure - primary,9,welding,1,2700.0
177,2018-01-27 18:45:00+01:00,2571,,,0 days 12:45:14.103322146,0 days 01:44:53.166301033,0 days 14:30:07.269623179,59,,,0 days 01:52:46.288910632,0 days 01:52:46.288910632,8,,,6000.0,5356.645387583681,0.10722576873605315,,,<commodity_des.RentalProcess object at 0x285f594d0>,failure - primary,0,lighting_construction,2,2678.3226937918407
178,2018-01-27 20:00:00+01:00,2576,,,1 days 07:46:58.095681315,0 days 01:28:06.010608075,1 days 09:15:04.106289390,134,,,0 days 01:52:24.645640162,0 days 01:52:24.645640162,8,,,3000.0,2669.755565897359,0.1100814780342138,,,<commodity_des.RentalProcess object at 0x285f58d50>,failure - primary,1,lighting_search,1,2669.755565897359
179,2018-01-28 07:00:00+01:00,2620,2018-01-28 07:00:00+01:00,2620,0 days 08:39:48.723655741,0 days 01:51:34.574361627,0 days 10:31:23.298017368,43,2018-01-28 17:45:00+01:00,2663,0 days 01:31:11.705904515,0 days 01:31:11.705904515,7,2018-01-28 19:30:00+01:00,2670,9000.0,6497.650761613077,0.27803880426521377,"['brs3', 'brs1', 'brs2']",,<commodity_des.RentalProcess object at 0x285f5ab50>,sucess,6,milling,3,2165.8835872043587
180,2018-01-28 07:30:00+01:00,2622,2018-01-28 07:30:00+01:00,2622,0 days 03:52:33.311148398,0 days 01:44:50.629593912,0 days 05:37:23.940742310,23,2018-01-28 13:15:00+01:00,2645,0 days 02:19:05.281787319,0 days 02:19:05.281787319,10,2018-01-28 15:45:00+01:00,2655,30600.0,4844.899704305425,0.1925167159490958,"['brs5', 'brs7']",['bev3'],<commodity_des.RentalProcess object at 0x2854e99d0>,sucess,-1,rex_bev,2,2422.4498521527125
181,2018-01-28 08:30:00+01:00,2626,,,0 days 06:32:18.697055143,0 days 01:52:53.313196206,0 days 08:25:12.010251349,34,,,0 days 01:50:07.353559338,0 days 01:50:07.353559338,8,,,3000.0,2615.4107839047224,0.1281964053650926,,,<commodity_des.RentalProcess object at 0x285f5af10>,failure - primary,9,welding,1,2615.4107839047224
182,2018-01-28 09:30:00+01:00,2630,,,1 days 12:00:00,0 days 00:57:28.479645003,1 days 12:57:28.479645003,148,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f59c50>,failure - primary,3,cooling_food,1,2700.0
183,2018-01-28 11:30:00+01:00,2638,,,11 days 05:10:49.794226957,0 days 01:11:38.043909762,11 days 06:22:27.838136719,1082,,,0 days 01:53:20.349433172,0 days 01:53:20.349433172,8,,,3000.0,2691.8049839637747,0.10273167201207516,,,<commodity_des.RentalProcess object at 0x285f5a790>,failure - primary,11,household,1,2691.8049839637747
184,2018-01-28 17:15:00+01:00,2661,2018-01-28 17:15:00+01:00,2661,0 days 12:25:44.706659246,0 days 00:57:46.215897271,0 days 13:23:30.922556517,54,2018-01-29 06:45:00+01:00,2715,0 days 01:49:53.956770837,0 days 01:49:53.956770837,8,2018-01-29 08:45:00+01:00,2723,6000.0,5220.215776912068,0.1299640371813221,"['brs5', 'brs7']",,<commodity_des.RentalProcess object at 0x285f5a010>,sucess,0,lighting_construction,2,2610.107888456034
185,2018-01-28 18:00:00+01:00,2664,,,0 days 12:45:41.048610742,0 days 02:28:05.216803622,0 days 15:13:46.265414364,61,,,0 days 01:52:50.259795268,0 days 01:52:50.259795268,8,,,6000.0,5359.789004586778,0.10670183256887035,,,<commodity_des.RentalProcess object at 0x285f5a3d0>,failure - primary,0,lighting_construction,2,2679.894502293389
186,2018-01-29 07:45:00+01:00,2719,2018-01-29 07:45:00+01:00,2719,0 days 10:48:00,0 days 01:16:41.265263326,0 days 12:04:41.265263326,49,2018-01-29 20:00:00+01:00,2768,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-01-29 22:00:00+01:00,2776,9000.0,8100.0,0.1,"['brs3', 'brs1', 'brs2']",,<commodity_des.RentalProcess object at 0x285f5b2d0>,sucess,6,milling,3,2700.0
187,2018-01-29 08:15:00+01:00,2721,,,0 days 04:09:13.846153845,0 days 01:50:04.545192865,0 days 05:59:18.391346710,24,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f60210>,failure - primary,8,powertool,1,2700.0
188,2018-01-29 11:00:00+01:00,2732,2018-01-29 11:00:00+01:00,2732,0 days 06:45:00,0 days 01:07:12.950001793,0 days 07:52:12.950001793,32,2018-01-29 19:00:00+01:00,2764,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-01-29 21:00:00+01:00,2772,3000.0,2700.0,0.1,['brs7'],,<commodity_des.RentalProcess object at 0x285f5be10>,sucess,9,welding,1,2700.0
189,2018-01-29 13:00:00+01:00,2740,2018-01-29 13:00:00+01:00,2740,11 days 06:00:00,0 days 01:32:19.001476237,11 days 07:32:19.001476237,1087,2018-02-09 20:45:00+01:00,3827,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-02-09 22:45:00+01:00,3835,3000.0,2700.0,0.1,['brs5'],,<commodity_des.RentalProcess object at 0x285f5ba50>,sucess,11,household,1,2700.0
190,2018-01-29 14:30:00+01:00,2746,,,9 days 08:38:03.513205982,0 days 01:39:49.465790611,9 days 10:17:52.978996593,906,,,0 days 01:34:34.972022499,0 days 01:34:34.972022499,7,,,3000.0,2246.343092238842,0.25121896925371934,,,<commodity_des.RentalProcess object at 0x285f5b690>,failure - primary,11,household,1,2246.343092238842
191,2018-01-30 07:00:00+01:00,2812,2018-01-30 07:00:00+01:00,2812,0 days 04:32:14.373988573,0 days 01:41:21.286829652,0 days 06:13:35.660818225,25,2018-01-30 13:15:00+01:00,2837,0 days 02:19:33.739228592,0 days 02:19:33.739228592,10,2018-01-30 15:45:00+01:00,2847,35700.0,9722.8416598641,0.189763195011325,"['brs7', 'brs3', 'brs1', 'brs2']",['bev2'],<commodity_des.RentalProcess object at 0x2854f37d0>,sucess,-1,rex_bev,4,2430.710414966025
192,2018-01-30 07:45:00+01:00,2815,,,1 days 09:09:12.141597042,0 days 01:31:19.882115068,1 days 10:40:32.023712110,139,,,0 days 01:46:05.447551843,0 days 01:46:05.447551843,8,,,3000.0,2519.656322604229,0.16011455913192377,,,<commodity_des.RentalProcess object at 0x285f605d0>,failure - primary,2,cooling_medical,1,2519.656322604229
193,2018-01-30 08:15:00+01:00,2817,,,1 days 00:32:43.636363638,0 days 01:18:46.639959480,1 days 01:51:30.276323118,104,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f61890>,failure - primary,4,evbs_water,1,2700.0
194,2018-01-30 08:45:00+01:00,2819,,,0 days 05:50:16.216216216,0 days 01:29:20.525987472,0 days 07:19:36.742203688,30,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,12000.0,10800.0,0.1,,,<commodity_des.RentalProcess object at 0x285f60990>,failure - primary,7,cocoa,4,2700.0
195,2018-01-30 09:00:00+01:00,2820,,,0 days 06:36:28.108907686,0 days 00:51:20.604439378,0 days 07:27:48.713347064,30,,,0 days 01:51:17.363903911,0 days 01:51:17.363903911,8,,,3000.0,2643.123211965199,0.11895892934493353,,,<commodity_des.RentalProcess object at 0x285f60d50>,failure - primary,9,welding,1,2643.123211965199
196,2018-01-30 10:45:00+01:00,2827,,,10 days 17:47:15.587262006,0 days 02:13:58.222321453,10 days 20:01:13.809583459,1041,,,0 days 01:48:32.530436928,0 days 01:48:32.530436928,8,,,3000.0,2577.876631283346,0.14070778957221797,,,<commodity_des.RentalProcess object at 0x285f614d0>,failure - primary,11,household,1,2577.876631283346
197,2018-01-30 19:45:00+01:00,2863,,,0 days 00:00:00,0 days 02:15:58.674011569,0 days 02:15:58.674011569,10,,,0 days 00:00:00,0 days 00:00:00,0,,,18000.0,0.0,1.0,,,<commodity_des.RentalProcess object at 0x285f61110>,failure - primary,10,ceremony,6,0.0
198,2018-01-31 07:45:00+01:00,2911,2018-01-31 07:45:00+01:00,2911,1 days 10:16:12.067190428,0 days 01:40:55.584164107,1 days 11:57:07.651354535,144,2018-02-01 19:45:00+01:00,3055,0 days 01:48:13.266694234,0 days 01:48:13.266694234,8,2018-02-01 21:45:00+01:00,3063,3000.0,2570.251399800591,0.14324953339980293,['brs2'],,<commodity_des.RentalProcess object at 0x285f62f10>,sucess,3,cooling_food,1,2570.251399800591
199,2018-01-31 10:00:00+01:00,2920,2018-01-31 10:00:00+01:00,2920,10 days 22:57:40.360338543,0 days 01:21:08.605670817,11 days 00:18:48.966009360,1058,2018-02-11 10:30:00+01:00,3978,0 days 01:50:43.230598868,0 days 01:50:43.230598868,8,2018-02-11 12:30:00+01:00,3986,3000.0,2629.6121120515145,0.12346262931616175,['brs1'],,<commodity_des.RentalProcess object at 0x285f62010>,sucess,11,household,1,2629.6121120515145
200,2018-01-31 11:15:00+01:00,2925,2018-01-31 11:15:00+01:00,2925,11 days 06:00:00,0 days 01:00:09.360233082,11 days 07:00:09.360233082,1085,2018-02-11 18:30:00+01:00,4010,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-02-11 20:30:00+01:00,4018,3000.0,2700.0,0.1,['brs3'],,<commodity_des.RentalProcess object at 0x285f62790>,sucess,11,household,1,2700.0
201,2018-01-31 12:15:00+01:00,2929,2018-01-31 12:15:00+01:00,2929,11 days 06:00:00,0 days 01:36:07.231653460,11 days 07:36:07.231653460,1087,2018-02-11 20:00:00+01:00,4016,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-02-11 22:00:00+01:00,4024,3000.0,2700.0,0.1,['brs7'],,<commodity_des.RentalProcess object at 0x285f61c50>,sucess,11,household,1,2700.0
202,2018-01-31 15:30:00+01:00,2942,,,0 days 09:39:15.147115142,0 days 01:31:34.845739975,0 days 11:10:49.992855117,45,,,0 days 01:25:21.811153810,0 days 01:25:21.811153810,6,,,6000.0,4054.7671634333,0.32420547276111666,,,<commodity_des.RentalProcess object at 0x285f623d0>,failure - primary,0,lighting_construction,2,2027.38358171665
203,2018-01-31 17:00:00+01:00,2948,2018-01-31 17:00:00+01:00,2948,0 days 03:27:17.151335366,0 days 01:59:53.564968438,0 days 05:27:10.716303804,22,2018-01-31 22:30:00+01:00,2970,0 days 02:15:14.713789932,0 days 02:15:14.713789932,10,2018-02-01 01:00:00+01:00,2980,28050.0,2355.5210862437357,0.2148263045854215,['brs0'],['bev3'],<commodity_des.RentalProcess object at 0x2854f3b90>,sucess,-1,rex_bev,1,2355.5210862437357
204,2018-01-31 18:00:00+01:00,2952,,,0 days 08:50:44.462797580,0 days 00:42:29.206774850,0 days 09:33:13.669572430,39,,,0 days 01:41:40.728662275,0 days 01:41:40.728662275,7,,,12000.0,9659.48704859989,0.19504274595000906,,,<commodity_des.RentalProcess object at 0x285f62b50>,failure - primary,12,boat_fishing,4,2414.8717621499727
205,2018-02-01 08:15:00+01:00,3009,,,0 days 10:47:16.910425726,0 days 00:45:49.556959488,0 days 11:33:06.467385214,47,,,0 days 01:53:33.493057144,0 days 01:53:33.493057144,8,,,9000.0,8091.023005359989,0.10099744384889003,,,<commodity_des.RentalProcess object at 0x285f685d0>,failure - primary,6,milling,3,2697.0076684533296
206,2018-02-01 09:15:00+01:00,3013,2018-02-01 09:15:00+01:00,3013,0 days 05:56:05.544064334,0 days 01:32:30.340356561,0 days 07:28:35.884420895,30,2018-02-01 16:45:00+01:00,3043,0 days 01:39:57.345702271,0 days 01:39:57.345702271,7,2018-02-01 18:30:00+01:00,3050,3000.0,2373.949340481706,0.20868355317276463,['brs0'],,<commodity_des.RentalProcess object at 0x285f63690>,sucess,9,welding,1,2373.949340481706
207,2018-02-01 09:15:00+01:00,3013,2018-02-01 09:15:00+01:00,3013,0 days 06:45:00,0 days 00:41:43.909605664,0 days 07:26:43.909605664,30,2018-02-01 16:45:00+01:00,3043,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-02-01 18:45:00+01:00,3051,3000.0,2700.0,0.1,['brs4'],,<commodity_des.RentalProcess object at 0x285f63e10>,sucess,9,welding,1,2700.0
208,2018-02-01 10:45:00+01:00,3019,,,0 days 04:09:13.846153845,0 days 01:16:06.157724361,0 days 05:25:20.003878206,22,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,3000.0,2700.0,0.1,,,<commodity_des.RentalProcess object at 0x285f68210>,failure - primary,8,powertool,1,2700.0
209,2018-02-01 18:30:00+01:00,3050,,,0 days 12:51:25.714285714,0 days 00:47:04.929402429,0 days 13:38:30.643688143,55,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,6000.0,5400.0,0.1,,,<commodity_des.RentalProcess object at 0x285f63a50>,failure - primary,0,lighting_construction,2,2700.0
210,2018-02-01 19:00:00+01:00,3052,,,0 days 09:33:44.042713945,0 days 00:58:47.399744366,0 days 10:32:31.442458311,43,,,0 days 01:49:54.921867304,0 days 01:49:54.921867304,8,,,12000.0,10441.959623230076,0.12983669806416034,,,<commodity_des.RentalProcess object at 0x285f632d0>,failure - primary,12,boat_fishing,4,2610.489905807519
211,2018-02-02 06:15:00+01:00,3097,2018-02-02 06:15:00+01:00,3097,0 days 03:49:59.383699939,0 days 01:10:16.882707597,0 days 05:00:16.266407536,21,2018-02-02 11:30:00+01:00,3118,0 days 02:17:33.219916231,0 days 02:17:33.219916231,10,2018-02-02 14:00:00+01:00,3128,30600.0,4791.452673589925,0.20142455440167917,"['brs4', 'brs2']",['bev2'],<commodity_des.RentalProcess object at 0x285506150>,sucess,-1,rex_bev,2,2395.7263367949627
212,2018-02-02 08:30:00+01:00,3106,2018-02-02 08:30:00+01:00,3106,1 days 11:31:34.736842106,0 days 01:34:33.774240482,1 days 13:06:08.511082588,149,2018-02-03 21:45:00+01:00,3255,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,2018-02-03 23:45:00+01:00,3263,3000.0,2700.0,0.1,['brs0'],,<commodity_des.RentalProcess object at 0x285f694d0>,sucess,2,cooling_medical,1,2700.0
213,2018-02-02 09:45:00+01:00,3111,,,0 days 03:57:07.557474628,0 days 01:11:29.889843482,0 days 05:08:37.447318110,21,,,0 days 01:06:33.700343756,0 days 01:06:33.700343756,5,,,3000.0,1580.8397194031127,0.4730534268656291,,,<commodity_des.RentalProcess object at 0x285f68d50>,failure - primary,9,welding,1,1580.8397194031127
214,2018-02-02 16:30:00+01:00,3138,,,0 days 08:06:00,0 days 01:13:05.756215897,0 days 09:19:05.756215897,38,,,0 days 01:53:41.052631578,0 days 01:53:41.052631578,8,,,18000.0,16200.0,0.1,,,<commodity_des.RentalProcess object at 0x285f68990>,failure - primary,10,ceremony,6,2700.0
215,2018-02-02 19:15:00+01:00,3149,2018-02-02 19:15:00+01:00,3149,0 days 12:51:22.897439906,0 days 01:21:57.756175009,0 days 14:13:20.653614915,57,2018-02-03 09:30:00+01:00,3206,0 days 01:53:40.637517460,0 days 01:53:40.637517460,8,2018-02-03 11:30:00+01:00,3214,6000.0,5399.671367989064,0.10005477200182268,"['brs4', 'brs2']",,<commodity_des.RentalProcess object at 0x285f69110>,sucess,0,lighting_construction,2,2699.835683994532
216,2018-02-03 07:30:00+01:00,3198,2018-02-03 07:30:00+01:00,3198,1 days 04:00:42.920033241,0 days 01:29:53.956937882,1 days 05:30:36.876971123,119,2018-02-04 13:15:00+01:00,3317,0 days 01:29:38.289068440,0 days 01:29:38.289068440,6,2018-02-04 14:45:00+01:00,3323,3000.0,2128.906089590669,0.2903646368031103,['brs8'],,<commodity_des.RentalProcess object at 0x285f6a790>,sucess,2,cooling_medical,1,2128.906089590669
217,2018-02-03 08:30:00+01:00,3202,,,1 days 05:56:16.281366003,0 days 01:11:39.192935960,1 days 07:07:55.474301963,125,,,0 days 01:34:32.435861368,0 days 01:34:32.435861368,7,,,3000.0,2245.339195125059,0.2515536016249803,,,<commodity_des.RentalProcess object at 0x285f6a010>,failure - primary,3,cooling_food,1,2245.339195125059
218,2018-02-03 08:30:00+01:00,3202,,,1 days 07:51:26.073077162,0 days 00:54:00.271862272,1 days 08:45:26.344939434,132,,,0 days 01:40:36.109109323,0 days 01:40:36.109109323,7,,,3000.0,2389.2931891075855,0.20356893696413825,,,<commodity_des.RentalProcess object at 0x285f69890>,failure - primary,3,cooling_food,1,2389.2931891075855
