,usecase,timeframe,time_req,distance,consumption,speed,subfleets,dtime_active,energy_req,dtime_idle,dtime_patience
144,taxi,weekday,2018-01-12 14:00:00+01:00,5.228318394124869,250,28,"['bev', 'icev']",0 days 00:11:12.212364958,1307.0795985312175,0 days 00:35:53.877859530,0 days 01:00:00
145,taxi,weekday,2018-01-12 15:00:00+01:00,3.5732966893758973,250,28,"['bev', 'icev']",0 days 00:07:39.423860061,893.3241723439743,0 days 00:34:01.616112206,0 days 01:00:00
146,goods,weekend,2018-01-13 05:00:00+01:00,10.431525959409072,300,22,"['bev', 'icev']",0 days 00:28:26.976975175,3129.4577878227215,0 days 00:30:28.604493381,0 days 01:00:00
147,taxi,weekend,2018-01-13 07:45:00+01:00,11.93550550658137,300,28,"['bev', 'icev']",0 days 00:25:34.564993701,3580.651651974411,0 days 00:39:24.557748202,0 days 01:00:00
148,taxi,weekend,2018-01-13 08:30:00+01:00,4.292023016194307,300,28,"['bev', 'icev']",0 days 00:09:11.831530654,1287.606904858292,0 days 00:33:56.605050356,0 days 01:00:00
149,taxi,weekend,2018-01-13 08:45:00+01:00,8.121072066620766,300,28,"['bev', 'icev']",0 days 00:17:24.137837138,2436.3216199862295,0 days 00:35:00.833325615,0 days 01:00:00
150,taxi,weekend,2018-01-13 11:45:00+01:00,5.072681254115749,300,28,"['bev', 'icev']",0 days 00:10:52.201875529,1521.8043762347247,0 days 00:30:39.903038622,0 days 01:00:00
151,taxi,weekend,2018-01-13 11:45:00+01:00,8.33249477220686,300,28,"['bev', 'icev']",0 days 00:17:51.320756425,2499.748431662058,0 days 01:50:41.871846624,0 days 01:00:00
152,taxi,weekend,2018-01-13 12:00:00+01:00,6.331173092143619,300,28,"['bev', 'icev']",0 days 00:13:34.007968988,1899.3519276430857,0 days 00:34:29.837732577,0 days 01:00:00
153,taxi,weekend,2018-01-13 12:45:00+01:00,7.870135581962528,300,28,"['bev', 'icev']",0 days 00:16:51.874574822,2361.0406745887585,0 days 00:55:05.153970817,0 days 01:00:00
154,taxi,weekend,2018-01-13 13:00:00+01:00,7.464088156114971,300,28,"['bev', 'icev']",0 days 00:15:59.668477214,2239.2264468344915,0 days 00:35:13.613384274,0 days 01:00:00
155,taxi,weekend,2018-01-13 13:00:00+01:00,4.562335050775973,300,28,"['bev', 'icev']",0 days 00:09:46.585935100,1368.7005152327918,0 days 00:31:22.216228010,0 days 01:00:00
156,taxi,weekend,2018-01-13 14:00:00+01:00,4.110188392404256,300,28,"['bev', 'icev']",0 days 00:08:48.452793309,1233.0565177212768,0 days 00:30:17.531210502,0 days 01:00:00
157,taxi,weekend,2018-01-13 14:30:00+01:00,11.738080864300615,300,28,"['bev', 'icev']",0 days 00:25:09.181825410,3521.4242592901846,0 days 00:32:26.856266665,0 days 01:00:00
158,taxi,weekend,2018-01-13 15:00:00+01:00,18.072476959625682,300,28,"['bev', 'icev']",0 days 00:38:43.604180523,5421.743087887705,0 days 01:46:19.387447896,0 days 01:00:00
159,taxi,weekend,2018-01-13 15:15:00+01:00,3.9883501225518256,300,28,"['bev', 'icev']",0 days 00:08:32.787872898,1196.5050367655476,0 days 01:04:22.465171808,0 days 01:00:00
160,taxi,weekend,2018-01-13 15:30:00+01:00,7.047310980999964,300,28,"['bev', 'icev']",0 days 00:15:06.082840414,2114.1932942999892,0 days 01:13:05.787032059,0 days 01:00:00
161,taxi,weekend,2018-01-13 15:45:00+01:00,5.8166909968923965,300,28,"['bev', 'icev']",0 days 00:12:27.860271030,1745.007299067719,0 days 00:42:28.502894354,0 days 01:00:00
162,taxi,weekend,2018-01-13 16:00:00+01:00,4.321378067923441,300,28,"['bev', 'icev']",0 days 00:09:15.605751589,1296.4134203770325,0 days 01:06:49.990664318,0 days 01:00:00
163,taxi,weekend,2018-01-13 16:00:00+01:00,3.3576494852583374,300,28,"['bev', 'icev']",0 days 00:07:11.697790962,1007.2948455775012,0 days 00:39:11.124220021,0 days 01:00:00
164,taxi,weekend,2018-01-14 08:15:00+01:00,4.303314745966439,300,28,"['bev', 'icev']",0 days 00:09:13.283324481,1290.9944237899317,0 days 00:30:12.697812500,0 days 01:00:00
165,taxi,weekend,2018-01-14 08:45:00+01:00,10.269281066707173,300,28,"['bev', 'icev']",0 days 00:22:00.336137149,3080.784320012152,0 days 01:39:14.244716253,0 days 01:00:00
166,taxi,weekend,2018-01-14 11:30:00+01:00,5.2553361982446845,300,28,"['bev', 'icev']",0 days 00:11:15.686082632,1576.6008594734053,0 days 01:00:22.793558310,0 days 01:00:00
167,taxi,weekend,2018-01-14 12:30:00+01:00,12.329042376666221,300,28,"['bev', 'icev']",0 days 00:26:25.162591286,3698.712712999866,0 days 01:10:59.848497109,0 days 01:00:00
168,taxi,weekend,2018-01-14 12:30:00+01:00,8.862762625387443,300,28,"['bev', 'icev']",0 days 00:18:59.498051835,2658.828787616233,0 days 00:45:27.115449832,0 days 01:00:00
169,taxi,weekend,2018-01-14 13:15:00+01:00,3.696624868953122,300,28,"['bev', 'icev']",0 days 00:07:55.280340292,1108.9874606859366,0 days 00:31:20.336672935,0 days 01:00:00
170,taxi,weekend,2018-01-14 13:45:00+01:00,15.540232265395439,300,28,"['bev', 'icev']",0 days 00:33:18.029862694,4662.069679618631,0 days 00:33:23.774273924,0 days 01:00:00
171,taxi,weekend,2018-01-14 14:15:00+01:00,9.541888908423061,300,28,"['bev', 'icev']",0 days 00:20:26.814288224,2862.5666725269184,0 days 00:30:26.097717682,0 days 01:00:00
172,taxi,weekend,2018-01-14 14:15:00+01:00,7.913655823863284,300,28,"['bev', 'icev']",0 days 00:16:57.470034496,2374.096747158985,0 days 00:44:06.478626746,0 days 01:00:00
173,taxi,weekend,2018-01-14 15:30:00+01:00,6.255616608127292,300,28,"['bev', 'icev']",0 days 00:13:24.293563903,1876.6849824381877,0 days 00:32:32.478887155,0 days 01:00:00
174,taxi,weekend,2018-01-14 15:30:00+01:00,3.1263205095649207,300,28,"['bev', 'icev']",0 days 00:06:41.955494086,937.8961528694762,0 days 00:36:38.552720756,0 days 01:00:00
175,goods,weekday,2018-01-15 04:45:00+01:00,2.700125088278945,300,22,"['bev', 'icev']",0 days 00:07:21.838650808,810.0375264836835,0 days 00:30:54.390511803,0 days 01:00:00
176,taxi,weekday,2018-01-15 10:15:00+01:00,14.225243370739662,250,28,"['bev', 'icev']",0 days 00:30:28.959861952,3556.3108426849153,0 days 00:30:02.923581772,0 days 01:00:00
177,taxi,weekday,2018-01-15 10:30:00+01:00,4.031354811437277,250,28,"['bev', 'icev']",0 days 00:08:38.317047183,1007.8387028593193,0 days 01:12:58.541502366,0 days 01:00:00
178,taxi,weekday,2018-01-15 11:15:00+01:00,10.740083821824623,250,28,"['bev', 'icev']",0 days 00:23:00.867919948,2685.0209554561557,0 days 00:32:44.916853412,0 days 01:00:00
179,taxi,weekday,2018-01-15 12:30:00+01:00,4.0064513329313085,250,28,"['bev', 'icev']",0 days 00:08:35.115171378,1001.6128332328271,0 days 00:47:36.013022426,0 days 01:00:00
180,taxi,weekday,2018-01-15 12:45:00+01:00,7.267787258340964,250,28,"['bev', 'icev']",0 days 00:15:34.429790358,1816.946814585241,0 days 00:31:57.973008525,0 days 01:00:00
181,taxi,weekday,2018-01-15 13:00:00+01:00,13.319072588589389,250,28,"['bev', 'icev']",0 days 00:28:32.452189960,3329.7681471473475,0 days 00:32:40.097925427,0 days 01:00:00
182,taxi,weekday,2018-01-15 13:00:00+01:00,6.842196350867421,250,28,"['bev', 'icev']",0 days 00:14:39.710959396,1710.5490877168552,0 days 00:39:32.034923046,0 days 01:00:00
183,taxi,weekday,2018-01-15 13:15:00+01:00,6.723278216942061,250,28,"['bev', 'icev']",0 days 00:14:24.421485037,1680.8195542355154,0 days 00:34:45.072424973,0 days 01:00:00
184,taxi,weekday,2018-01-15 13:15:00+01:00,2.821755098250833,250,28,"['bev', 'icev']",0 days 00:06:02.797084062,705.4387745627082,0 days 00:41:44.882176671,0 days 01:00:00
185,taxi,weekday,2018-01-15 13:30:00+01:00,9.867973995438247,250,28,"['bev', 'icev']",0 days 00:21:08.739513698,2466.9934988595614,0 days 00:32:13.304556160,0 days 01:00:00
186,goods,weekday,2018-01-16 06:15:00+01:00,4.8294922687794735,300,22,"['bev', 'icev']",0 days 00:13:10.280553074,1448.847680633842,0 days 00:33:30.507823846,0 days 01:00:00
187,goods,weekday,2018-01-16 07:30:00+01:00,5.425108763918531,300,22,"['bev', 'icev']",0 days 00:14:47.745070458,1627.5326291755594,0 days 00:32:11.768984728,0 days 01:00:00
188,taxi,weekday,2018-01-16 09:00:00+01:00,5.825266947169607,250,28,"['bev', 'icev']",0 days 00:12:28.962893206,1456.3167367924018,0 days 01:16:40.828428123,0 days 01:00:00
189,taxi,weekday,2018-01-16 10:15:00+01:00,11.131699495442671,250,28,"['bev', 'icev']",0 days 00:23:51.218506557,2782.924873860668,0 days 00:42:34.460227756,0 days 01:00:00
190,taxi,weekday,2018-01-16 11:30:00+01:00,3.239517183967735,250,28,"['bev', 'icev']",0 days 00:06:56.509352226,809.8792959919338,0 days 01:04:32.129643093,0 days 01:00:00
191,taxi,weekday,2018-01-16 11:30:00+01:00,8.33293393982249,250,28,"['bev', 'icev']",0 days 00:17:51.377220833,2083.2334849556228,0 days 01:00:36.472241574,0 days 01:00:00
192,taxi,weekday,2018-01-16 12:30:00+01:00,4.36997564866105,250,28,"['bev', 'icev']",0 days 00:09:21.854011971,1092.4939121652626,0 days 00:30:23.395279352,0 days 01:00:00
193,taxi,weekday,2018-01-16 12:30:00+01:00,4.256382614806307,250,28,"['bev', 'icev']",0 days 00:09:07.249193334,1064.0956537015766,0 days 01:11:23.465661111,0 days 01:00:00
194,taxi,weekday,2018-01-16 14:15:00+01:00,8.37277785352973,250,28,"['bev', 'icev']",0 days 00:17:56.500009738,2093.1944633824323,0 days 04:10:50.205737488,0 days 01:00:00
195,goods,weekday,2018-01-17 04:45:00+01:00,4.8501982360116855,300,22,"['bev', 'icev']",0 days 00:13:13.668802255,1455.0594708035057,0 days 00:35:16.983225344,0 days 01:00:00
196,goods,weekday,2018-01-17 04:45:00+01:00,6.250560929601824,300,22,"['bev', 'icev']",0 days 00:17:02.819061207,1875.1682788805472,0 days 00:39:50.368205847,0 days 01:00:00
197,goods,weekday,2018-01-17 05:15:00+01:00,6.020255613381232,300,22,"['bev', 'icev']",0 days 00:16:25.132736733,1806.0766840143694,0 days 00:35:15.132121339,0 days 01:00:00
198,taxi,weekday,2018-01-17 05:45:00+01:00,1.9005020667930193,250,28,"['bev', 'icev']",0 days 00:04:04.350265730,475.1255166982548,0 days 00:31:35.499421498,0 days 01:00:00
199,goods,weekday,2018-01-17 06:00:00+01:00,3.2078195175024242,300,22,"['bev', 'icev']",0 days 00:08:44.915921044,962.3458552507273,0 days 00:30:46.316694434,0 days 01:00:00
200,taxi,weekday,2018-01-17 06:45:00+01:00,6.073762018422591,250,28,"['bev', 'icev']",0 days 00:13:00.912259513,1518.4405046056477,0 days 00:31:47.503547565,0 days 01:00:00
201,taxi,weekday,2018-01-17 06:45:00+01:00,5.273924233134038,250,28,"['bev', 'icev']",0 days 00:11:18.075972832,1318.4810582835096,0 days 00:31:40.567737226,0 days 01:00:00
202,taxi,weekday,2018-01-17 08:15:00+01:00,7.164061971099116,250,28,"['bev', 'icev']",0 days 00:15:21.093681999,1791.015492774779,0 days 00:30:06.857704803,0 days 01:00:00
203,taxi,weekday,2018-01-17 08:30:00+01:00,10.927599693430748,250,28,"['bev', 'icev']",0 days 00:23:24.977103442,2731.899923357687,0 days 00:30:39.586709037,0 days 01:00:00
204,goods,weekday,2018-01-17 08:45:00+01:00,2.495336202291954,300,22,"['bev', 'icev']",0 days 00:06:48.327742191,748.6008606875862,0 days 00:31:21.433426100,0 days 01:00:00
205,taxi,weekday,2018-01-17 12:00:00+01:00,7.125163569616843,250,28,"['bev', 'icev']",0 days 00:15:16.092458949,1781.2908924042108,0 days 00:31:41.775964492,0 days 01:00:00
206,taxi,weekday,2018-01-17 13:15:00+01:00,3.2466387274339743,250,28,"['bev', 'icev']",0 days 00:06:57.424979242,811.6596818584936,0 days 00:32:55.532522464,0 days 01:00:00
207,goods,weekday,2018-01-17 13:30:00+01:00,8.156592576967462,300,22,"['bev', 'icev']",0 days 00:22:14.715148958,2446.9777730902388,0 days 00:30:04.328617834,0 days 01:00:00
208,taxi,weekday,2018-01-17 14:00:00+01:00,9.495556140285062,250,28,"['bev', 'icev']",0 days 00:20:20.857218036,2373.8890350712654,0 days 00:33:36.580546058,0 days 01:00:00
209,taxi,weekday,2018-01-17 14:15:00+01:00,12.918006571051148,250,28,"['bev', 'icev']",0 days 00:27:40.886559136,3229.501642762787,0 days 00:36:51.714164455,0 days 01:00:00
210,taxi,weekday,2018-01-17 15:30:00+01:00,3.8999373696887494,250,28,"['bev', 'icev']",0 days 00:08:21.420518960,974.9843424221873,0 days 00:30:23.499959274,0 days 01:00:00
211,goods,weekday,2018-01-18 04:00:00+01:00,3.3735625357463728,300,22,"['bev', 'icev']",0 days 00:09:12.037505850,1012.0687607239119,0 days 00:30:48.713344707,0 days 01:00:00
212,goods,weekday,2018-01-18 05:00:00+01:00,7.0282491305507095,300,22,"['bev', 'icev']",0 days 00:19:10.077130452,2108.4747391652127,0 days 00:30:13.151940361,0 days 01:00:00
213,goods,weekday,2018-01-18 05:45:00+01:00,13.180610252695995,300,22,"['bev', 'icev']",0 days 00:35:56.827132260,3954.1830758087985,0 days 00:49:13.727124037,0 days 01:00:00
214,taxi,weekday,2018-01-18 07:00:00+01:00,7.859523082280265,250,28,"['bev', 'icev']",0 days 00:16:50.510110580,1964.8807705700663,0 days 00:51:44.376809900,0 days 01:00:00
215,taxi,weekday,2018-01-18 08:15:00+01:00,5.923312043112004,250,28,"['bev', 'icev']",0 days 00:12:41.568691258,1480.828010778001,0 days 00:30:52.879498228,0 days 01:00:00
216,taxi,weekday,2018-01-18 08:15:00+01:00,6.363093224050571,250,28,"['bev', 'icev']",0 days 00:13:38.111985948,1590.7733060126427,0 days 00:30:24.690639067,0 days 01:00:00
217,taxi,weekday,2018-01-18 09:00:00+01:00,4.949526694704495,250,28,"['bev', 'icev']",0 days 00:10:36.367717890,1237.381673676124,0 days 00:42:18.979264173,0 days 01:00:00
218,taxi,weekday,2018-01-18 11:30:00+01:00,3.609841535198867,250,28,"['bev', 'icev']",0 days 00:07:44.122483095,902.4603837997167,0 days 00:30:04.920124410,0 days 01:00:00
219,taxi,weekday,2018-01-18 11:30:00+01:00,8.983003883246697,250,28,"['bev', 'icev']",0 days 00:19:14.957642132,2245.7509708116745,0 days 01:11:36.668505210,0 days 01:00:00
220,taxi,weekday,2018-01-18 14:00:00+01:00,9.401524191411049,250,28,"['bev', 'icev']",0 days 00:20:08.767396039,2350.381047852762,0 days 02:52:31.204813224,0 days 01:00:00
221,taxi,weekday,2018-01-18 14:00:00+01:00,4.639347703138019,250,28,"['bev', 'icev']",0 days 00:09:56.487561832,1159.8369257845047,0 days 00:50:06.761859345,0 days 01:00:00
222,goods,weekday,2018-01-18 14:15:00+01:00,2.350715190906615,300,22,"['bev', 'icev']",0 days 00:06:24.662485785,705.2145572719845,0 days 02:10:10.312259592,0 days 01:00:00
223,goods,weekday,2018-01-19 03:45:00+01:00,8.583231918080578,300,22,"['bev', 'icev']",0 days 00:23:24.528859321,2574.9695754241734,0 days 00:43:49.684989489,0 days 01:00:00
224,goods,weekday,2018-01-19 05:15:00+01:00,7.28305381874645,300,22,"['bev', 'icev']",0 days 00:19:51.772443067,2184.916145623935,0 days 01:14:05.786345158,0 days 01:00:00
225,goods,weekday,2018-01-19 05:15:00+01:00,4.4239558213722185,300,22,"['bev', 'icev']",0 days 00:12:03.920043495,1327.1867464116656,0 days 00:31:43.313893165,0 days 01:00:00
226,goods,weekday,2018-01-19 05:45:00+01:00,2.8525638572894247,300,22,"['bev', 'icev']",0 days 00:07:46.783176646,855.7691571868274,0 days 00:37:57.407621721,0 days 01:00:00
227,goods,weekday,2018-01-19 05:45:00+01:00,6.639242454873149,300,22,"['bev', 'icev']",0 days 00:18:06.421492616,1991.7727364619448,0 days 00:57:00.245030871,0 days 01:00:00
228,goods,weekday,2018-01-19 06:30:00+01:00,9.331692791515207,300,22,"['bev', 'icev']",0 days 00:25:27.004274976,2799.5078374545624,0 days 00:35:00.829199839,0 days 01:00:00
229,taxi,weekday,2018-01-19 07:30:00+01:00,6.0372925553437415,250,28,"['bev', 'icev']",0 days 00:12:56.223328543,1509.3231388359354,0 days 01:25:52.746515742,0 days 01:00:00
230,taxi,weekday,2018-01-19 09:00:00+01:00,7.89570925018939,250,28,"['bev', 'icev']",0 days 00:16:55.162617880,1973.9273125473476,0 days 01:24:10.402532352,0 days 01:00:00
231,taxi,weekday,2018-01-19 11:45:00+01:00,1.5736737077960676,250,28,"['bev', 'icev']",0 days 00:03:22.329476715,393.4184269490169,0 days 00:31:58.615071592,0 days 01:00:00
232,taxi,weekday,2018-01-19 12:15:00+01:00,8.922534484574765,250,28,"['bev', 'icev']",0 days 00:19:07.183005160,2230.633621143691,0 days 00:35:12.675748992,0 days 01:00:00
233,taxi,weekday,2018-01-19 12:45:00+01:00,6.863614904309519,250,28,"['bev', 'icev']",0 days 00:14:42.464773410,1715.9037260773798,0 days 00:34:14.112846822,0 days 01:00:00
234,taxi,weekday,2018-01-19 13:00:00+01:00,4.313989533424103,250,28,"['bev', 'icev']",0 days 00:09:14.655797154,1078.497383356026,0 days 00:30:05.492123715,0 days 01:00:00
235,goods,weekday,2018-01-19 17:30:00+01:00,4.452001126900121,300,22,"['bev', 'icev']",0 days 00:12:08.509275309,1335.6003380700363,0 days 00:56:59.765890545,0 days 01:00:00
236,taxi,weekend,2018-01-20 07:00:00+01:00,6.711727313218165,300,28,"['bev', 'icev']",0 days 00:14:22.936368843,2013.5181939654494,0 days 00:36:27.424408334,0 days 01:00:00
237,taxi,weekend,2018-01-20 10:15:00+01:00,3.9964324704870213,300,28,"['bev', 'icev']",0 days 00:08:33.827031920,1198.9297411461064,0 days 01:10:18.505154182,0 days 01:00:00
238,taxi,weekend,2018-01-20 11:15:00+01:00,11.348588046789093,300,28,"['bev', 'icev']",0 days 00:24:19.104177445,3404.576414036728,0 days 00:56:42.033139051,0 days 01:00:00
239,taxi,weekend,2018-01-20 12:15:00+01:00,5.629395090148122,300,28,"['bev', 'icev']",0 days 00:12:03.779368732,1688.8185270444365,0 days 00:33:41.237637966,0 days 01:00:00
240,taxi,weekend,2018-01-21 07:30:00+01:00,13.68570780449178,300,28,"['bev', 'icev']",0 days 00:29:19.591003435,4105.712341347534,0 days 00:41:36.868830428,0 days 01:00:00
241,taxi,weekend,2018-01-21 08:45:00+01:00,2.9072699524143215,300,28,"['bev', 'icev']",0 days 00:06:13.791851024,872.1809857242964,0 days 00:33:05.805199749,0 days 01:00:00
242,taxi,weekend,2018-01-21 09:00:00+01:00,15.594354612307846,300,28,"['bev', 'icev']",0 days 00:33:24.988450154,4678.306383692354,0 days 00:45:39.144739914,0 days 01:00:00
243,taxi,weekend,2018-01-21 11:15:00+01:00,2.4394251904135804,300,28,"['bev', 'icev']",0 days 00:05:13.640381624,731.8275571240741,0 days 01:26:02.060526825,0 days 01:00:00
244,taxi,weekend,2018-01-21 12:30:00+01:00,5.149087006345523,300,28,"['bev', 'icev']",0 days 00:11:02.025472243,1544.7261019036569,0 days 00:33:47.329630527,0 days 01:00:00
245,taxi,weekend,2018-01-21 12:30:00+01:00,13.089451010837912,300,28,"['bev', 'icev']",0 days 00:28:02.929415678,3926.8353032513737,0 days 00:32:02.954186775,0 days 01:00:00
246,taxi,weekend,2018-01-21 13:00:00+01:00,6.034942877989845,300,28,"['bev', 'icev']",0 days 00:12:55.921227170,1810.4828633969537,0 days 01:45:40.636664866,0 days 01:00:00
247,taxi,weekend,2018-01-21 13:15:00+01:00,8.489827919693488,300,28,"['bev', 'icev']",0 days 00:18:11.549303960,2546.9483759080463,0 days 00:30:14.187699622,0 days 01:00:00
248,taxi,weekend,2018-01-21 13:30:00+01:00,3.2972319061435478,300,28,"['bev', 'icev']",0 days 00:07:03.929816503,989.1695718430643,0 days 00:30:34.859537690,0 days 01:00:00
249,taxi,weekend,2018-01-21 13:45:00+01:00,4.97996944314841,300,28,"['bev', 'icev']",0 days 00:10:40.281785547,1493.990832944523,0 days 01:07:35.019454580,0 days 01:00:00
250,taxi,weekend,2018-01-21 14:15:00+01:00,8.642606437013363,300,28,"['bev', 'icev']",0 days 00:18:31.192256188,2592.781931104009,0 days 01:22:09.869035713,0 days 01:00:00
251,taxi,weekend,2018-01-21 15:00:00+01:00,10.126521472631673,300,28,"['bev', 'icev']",0 days 00:21:41.981332194,3037.9564417895017,0 days 00:30:09.390577658,0 days 01:00:00
252,taxi,weekday,2018-01-22 05:00:00+01:00,4.515049354996816,250,28,"['bev', 'icev']",0 days 00:09:40.506345640,1128.762338749204,0 days 00:31:11.513475685,0 days 01:00:00
253,taxi,weekday,2018-01-22 07:15:00+01:00,13.517657690966624,250,28,"['bev', 'icev']",0 days 00:28:57.984560266,3379.414422741656,0 days 02:12:26.084907622,0 days 01:00:00
254,taxi,weekday,2018-01-22 10:00:00+01:00,4.847270387770384,250,28,"['bev', 'icev']",0 days 00:10:23.220478426,1211.8175969425959,0 days 03:49:03.939660699,0 days 01:00:00
255,taxi,weekday,2018-01-22 11:00:00+01:00,7.980393016261697,250,28,"['bev', 'icev']",0 days 00:17:06.050530662,1995.0982540654243,0 days 01:03:05.250996878,0 days 01:00:00
256,taxi,weekday,2018-01-22 11:45:00+01:00,6.949550560502623,250,28,"['bev', 'icev']",0 days 00:14:53.513643494,1737.387640125656,0 days 00:58:43.140378370,0 days 01:00:00
257,taxi,weekday,2018-01-22 12:15:00+01:00,11.889670987374794,250,28,"['bev', 'icev']",0 days 00:25:28.671984091,2972.4177468436988,0 days 00:30:07.126993378,0 days 01:00:00
258,taxi,weekday,2018-01-22 12:30:00+01:00,6.693775327486059,250,28,"['bev', 'icev']",0 days 00:14:20.628256390,1673.4438318715147,0 days 01:15:23.394268335,0 days 01:00:00
259,taxi,weekday,2018-01-22 13:00:00+01:00,9.923349882656591,250,28,"['bev', 'icev']",0 days 00:21:15.859270627,2480.837470664148,0 days 00:56:32.176982738,0 days 01:00:00
260,taxi,weekday,2018-01-22 13:15:00+01:00,5.299169773400245,250,28,"['bev', 'icev']",0 days 00:11:21.321828009,1324.7924433500614,0 days 00:47:33.004395999,0 days 01:00:00
261,taxi,weekday,2018-01-22 14:15:00+01:00,9.93521713020879,250,28,"['bev', 'icev']",0 days 00:21:17.385059599,2483.8042825521975,0 days 01:04:39.376394162,0 days 01:00:00
262,taxi,weekday,2018-01-22 15:30:00+01:00,4.4703622982755915,250,28,"['bev', 'icev']",0 days 00:09:34.760866921,1117.5905745688979,0 days 00:47:58.960985370,0 days 01:00:00
263,taxi,weekday,2018-01-22 17:15:00+01:00,4.325202297074809,250,28,"['bev', 'icev']",0 days 00:09:16.097438196,1081.3005742687023,0 days 00:36:01.797250636,0 days 01:00:00
264,goods,weekday,2018-01-22 17:15:00+01:00,2.7730310591478786,300,22,"['bev', 'icev']",0 days 00:07:33.768718770,831.9093177443635,0 days 00:31:33.745821758,0 days 01:00:00
265,taxi,weekday,2018-01-23 07:45:00+01:00,3.897381932612197,250,28,"['bev', 'icev']",0 days 00:08:21.091962764,974.3454831530493,0 days 00:36:30.973164620,0 days 01:00:00
266,taxi,weekday,2018-01-23 08:00:00+01:00,5.294434177047947,250,28,"['bev', 'icev']",0 days 00:11:20.712965622,1323.6085442619867,0 days 00:39:51.016370673,0 days 01:00:00
267,taxi,weekday,2018-01-23 12:00:00+01:00,10.187762362941136,250,28,"['bev', 'icev']",0 days 00:21:49.855160948,2546.940590735284,0 days 00:31:21.726340356,0 days 01:00:00
268,taxi,weekday,2018-01-23 12:00:00+01:00,4.994762992211586,250,28,"['bev', 'icev']",0 days 00:10:42.183813284,1248.6907480528967,0 days 01:32:08.651664121,0 days 01:00:00
269,taxi,weekday,2018-01-23 15:00:00+01:00,5.7443022330597895,250,28,"['bev', 'icev']",0 days 00:12:18.553144251,1436.0755582649474,0 days 00:33:51.798222464,0 days 01:00:00
270,taxi,weekday,2018-01-23 15:30:00+01:00,4.070181690858055,250,28,"['bev', 'icev']",0 days 00:08:43.309074537,1017.5454227145137,0 days 00:31:29.437560613,0 days 01:00:00
271,goods,weekday,2018-01-24 05:00:00+01:00,5.73094362814365,300,22,"['bev', 'icev']",0 days 00:15:37.790775514,1719.283088443095,0 days 00:52:41.467619614,0 days 01:00:00
272,goods,weekday,2018-01-24 05:15:00+01:00,6.54514144748852,300,22,"['bev', 'icev']",0 days 00:17:51.023145951,1963.542434246556,0 days 00:56:07.896008295,0 days 01:00:00
273,taxi,weekday,2018-01-24 06:30:00+01:00,6.932716801424224,250,28,"['bev', 'icev']",0 days 00:14:51.349303039,1733.179200356056,0 days 03:06:24.524861580,0 days 01:00:00
274,goods,weekday,2018-01-24 06:45:00+01:00,3.933537201929368,300,22,"['bev', 'icev']",0 days 00:10:43.669723951,1180.0611605788104,0 days 00:31:32.797842556,0 days 01:00:00
275,taxi,weekday,2018-01-24 08:30:00+01:00,4.462085733513196,250,28,"['bev', 'icev']",0 days 00:09:33.696737164,1115.521433378299,0 days 00:41:48.207736060,0 days 01:00:00
276,taxi,weekday,2018-01-24 08:45:00+01:00,10.245888181900876,250,28,"['bev', 'icev']",0 days 00:21:57.328480530,2561.4720454752187,0 days 01:39:01.912387669,0 days 01:00:00
277,taxi,weekday,2018-01-24 10:00:00+01:00,5.66638943551284,250,28,"['bev', 'icev']",0 days 00:12:08.535784564,1416.59735887821,0 days 01:00:36.050481554,0 days 01:00:00
278,taxi,weekday,2018-01-24 14:00:00+01:00,8.177183846179615,250,28,"['bev', 'icev']",0 days 00:17:31.352208795,2044.2959615449038,0 days 01:02:26.925499885,0 days 01:00:00
279,taxi,weekday,2018-01-24 14:15:00+01:00,4.558197560082992,250,28,"['bev', 'icev']",0 days 00:09:46.053972010,1139.549390020748,0 days 00:36:37.011702520,0 days 01:00:00
280,taxi,weekday,2018-01-24 15:00:00+01:00,12.374591076310017,250,28,"['bev', 'icev']",0 days 00:26:31.018852669,3093.647769077504,0 days 01:37:15.642810865,0 days 01:00:00
281,taxi,weekday,2018-01-24 15:00:00+01:00,5.772974561013049,250,28,"['bev', 'icev']",0 days 00:12:22.239586414,1443.2436402532621,0 days 01:27:50.899563014,0 days 01:00:00
282,taxi,weekday,2018-01-25 05:45:00+01:00,4.9447576013489,250,28,"['bev', 'icev']",0 days 00:10:35.754548743,1236.189400337225,0 days 00:31:45.539520898,0 days 01:00:00
283,taxi,weekday,2018-01-25 06:00:00+01:00,7.327366871006016,250,28,"['bev', 'icev']",0 days 00:15:42.090026273,1831.8417177515041,0 days 01:37:43.742728624,0 days 01:00:00
284,taxi,weekday,2018-01-25 07:15:00+01:00,6.0253015099427545,250,28,"['bev', 'icev']",0 days 00:12:54.681622707,1506.3253774856887,0 days 00:30:26.325700797,0 days 01:00:00
285,taxi,weekday,2018-01-25 09:00:00+01:00,5.354156803753355,250,28,"['bev', 'icev']",0 days 00:11:28.391589052,1338.5392009383388,0 days 00:36:46.879911133,0 days 01:00:00
286,taxi,weekday,2018-01-25 09:00:00+01:00,3.592167260060206,250,28,"['bev', 'icev']",0 days 00:07:41.850076292,898.0418150150515,0 days 00:31:56.442818431,0 days 01:00:00
287,taxi,weekday,2018-01-25 09:00:00+01:00,3.202848010049267,250,28,"['bev', 'icev']",0 days 00:06:51.794744148,800.7120025123168,0 days 00:30:12.701771380,0 days 01:00:00
