,timeframe,usecase,time_req,distance,consumption,speed_avg,dtime_idle,dtime_active,energy_req,dtime_patience
470,A,taxi,2018-03-30 13:45:00+02:00,23.97698093845929,300,25,0 days 01:48:39.655954389,0 days 00:57:32.685255136,7193.094281537787,0 days 01:00:00
471,A,taxi,2018-03-30 14:15:00+02:00,30.34318170187145,300,25,0 days 01:15:16.316337794,0 days 01:12:49.418165070,9102.954510561436,0 days 01:00:00
472,A,taxi,2018-03-30 09:15:00+02:00,34.87736473208419,300,25,0 days 01:22:43.790800922,0 days 01:23:42.340521418,10463.209419625256,0 days 01:00:00
473,A,taxi,2018-03-30 08:15:00+02:00,28.198537352495244,300,25,0 days 01:27:06.129203724,0 days 01:07:40.589378760,8459.561205748572,0 days 01:00:00
474,A,taxi,2018-03-30 06:45:00+02:00,35.75315829634166,300,25,0 days 02:02:51.516521250,0 days 01:25:48.454794674,10725.947488902499,0 days 01:00:00
475,A,taxi,2018-03-31 12:15:00+02:00,49.10301155727506,300,25,0 days 01:05:24.865594947,0 days 01:57:50.833664247,14730.903467182517,0 days 01:00:00
476,A,taxi,2018-03-31 14:00:00+02:00,35.25694536219629,300,25,0 days 00:51:42.807387866,0 days 01:24:37.000132156,10577.083608658888,0 days 01:00:00
477,A,taxi,2018-03-31 06:45:00+02:00,27.326675345736827,300,25,0 days 01:05:57.980302418,0 days 01:05:35.041249784,8198.002603721048,0 days 01:00:00
478,A,taxi,2018-03-31 10:45:00+02:00,23.17747673019169,300,25,0 days 01:07:16.712733446,0 days 00:55:37.556649148,6953.243019057507,0 days 01:00:00
479,A,taxi,2018-03-31 14:45:00+02:00,41.448470866132745,300,25,0 days 01:35:31.355643919,0 days 01:39:28.579804722,12434.541259839823,0 days 01:00:00
480,A,taxi,2018-04-01 12:00:00+02:00,22.551101175565535,300,25,0 days 01:32:41.016672877,0 days 00:54:07.358569282,6765.33035266966,0 days 01:00:00
481,A,taxi,2018-04-01 07:45:00+02:00,46.68427901698034,300,25,0 days 00:55:49.121136688,0 days 01:52:02.536178444,14005.283705094102,0 days 01:00:00
482,A,taxi,2018-04-01 12:15:00+02:00,35.07428445337436,300,25,0 days 01:18:11.743155766,0 days 01:24:10.696961286,10522.285336012308,0 days 01:00:00
483,A,dummy,2018-04-01 01:00:00+02:00,24.78355548063304,300,25,0 days 02:38:34.613240672,0 days 00:59:28.831989210,7435.066644189912,0 days 01:00:00
484,A,taxi,2018-04-02 07:00:00+02:00,45.96178845811273,300,25,0 days 01:42:49.564389891,0 days 01:50:18.497537970,13788.536537433818,0 days 01:00:00
485,A,taxi,2018-04-02 08:00:00+02:00,29.20116920272675,300,25,0 days 01:42:50.677860366,0 days 01:10:04.968365192,8760.350760818024,0 days 01:00:00
486,A,taxi,2018-04-02 07:45:00+02:00,21.21229196188351,300,25,0 days 01:33:52.584197662,0 days 00:50:54.570042510,6363.6875885650525,0 days 01:00:00
487,A,taxi,2018-04-03 14:00:00+02:00,20.438778163585326,300,25,0 days 02:09:38.895392772,0 days 00:49:03.184055554,6131.633449075598,0 days 01:00:00
488,A,taxi,2018-04-03 11:45:00+02:00,23.00868302057217,300,25,0 days 01:52:46.076392020,0 days 00:55:13.250354962,6902.604906171651,0 days 01:00:00
489,A,taxi,2018-04-03 15:45:00+02:00,36.22474865268321,300,25,0 days 01:59:31.336585522,0 days 01:26:56.363805985,10867.424595804963,0 days 01:00:00
490,A,taxi,2018-04-03 09:15:00+02:00,38.14591325330704,300,25,0 days 01:28:36.061411692,0 days 01:31:33.011508475,11443.773975992113,0 days 01:00:00
491,A,taxi,2018-04-03 12:30:00+02:00,27.623084491374232,300,25,0 days 01:24:36.800153398,0 days 01:06:17.724166758,8286.925347412269,0 days 01:00:00
492,A,taxi,2018-04-03 07:30:00+02:00,26.784421460819242,300,25,0 days 01:34:23.814452532,0 days 01:04:16.956690358,8035.326438245773,0 days 01:00:00
493,A,taxi,2018-04-04 12:15:00+02:00,20.201692482678684,300,25,0 days 01:04:29.540833183,0 days 00:48:29.043717505,6060.507744803605,0 days 01:00:00
494,A,taxi,2018-04-04 11:45:00+02:00,22.218937103219083,300,25,0 days 01:13:42.868532938,0 days 00:53:19.526942864,6665.681130965725,0 days 01:00:00
495,A,taxi,2018-04-04 09:45:00+02:00,23.81832024524345,300,25,0 days 01:55:48.378680835,0 days 00:57:09.838115316,7145.496073573035,0 days 01:00:00
496,A,taxi,2018-04-04 13:15:00+02:00,13.219500010083099,300,25,0 days 02:16:07.368125271,0 days 00:31:43.608001450,3965.8500030249297,0 days 01:00:00
497,A,taxi,2018-04-04 08:00:00+02:00,29.949725812100333,300,25,0 days 01:05:04.934985079,0 days 01:11:52.760516942,8984.9177436301,0 days 01:00:00
498,A,taxi,2018-04-04 08:15:00+02:00,74.6734466030544,300,25,0 days 01:23:26.917162058,0 days 02:59:12.976310839,22402.03398091632,0 days 01:00:00
499,A,taxi,2018-04-04 08:00:00+02:00,30.180993174888307,300,25,0 days 01:28:20.591130226,0 days 01:12:26.063017185,9054.297952466492,0 days 01:00:00
500,A,taxi,2018-04-05 09:30:00+02:00,22.9434016466945,300,25,0 days 01:58:13.854407296,0 days 00:55:03.849837124,6883.02049400835,0 days 01:00:00
501,A,taxi,2018-04-05 06:30:00+02:00,30.79440090982946,300,25,0 days 01:08:18.079756378,0 days 01:13:54.393731014,9238.320272948838,0 days 01:00:00
502,A,taxi,2018-04-05 06:30:00+02:00,22.758040995488756,300,25,0 days 01:36:45.040414647,0 days 00:54:37.157903352,6827.412298646626,0 days 01:00:00
503,A,taxi,2018-04-05 07:30:00+02:00,21.44885537551283,300,25,0 days 01:24:25.263071146,0 days 00:51:28.635174075,6434.656612653849,0 days 01:00:00
504,A,taxi,2018-04-05 08:45:00+02:00,19.562856879758666,300,25,0 days 01:30:26.516853442,0 days 00:46:57.051390684,5868.8570639275995,0 days 01:00:00
505,A,taxi,2018-04-05 13:30:00+02:00,62.54665993142088,300,25,0 days 01:07:59.933428273,0 days 02:30:06.719030125,18763.997979426265,0 days 01:00:00
506,A,taxi,2018-04-06 12:30:00+02:00,20.39256547777097,300,25,0 days 01:13:37.140241454,0 days 00:48:56.529428799,6117.76964333129,0 days 01:00:00
507,A,taxi,2018-04-06 17:00:00+02:00,29.779716028789636,300,25,0 days 01:21:31.128546873,0 days 01:11:28.279108147,8933.914808636891,0 days 01:00:00
508,A,taxi,2018-04-06 09:45:00+02:00,27.061373516162938,300,25,0 days 01:24:34.007803221,0 days 01:04:56.837786329,8118.412054848882,0 days 01:00:00
509,A,taxi,2018-04-06 13:00:00+02:00,38.94875282921669,300,25,0 days 01:13:55.091382416,0 days 01:33:28.620407408,11684.625848765007,0 days 01:00:00
510,A,taxi,2018-04-07 09:45:00+02:00,23.95893830306284,300,25,0 days 01:32:29.036304603,0 days 00:57:30.087115642,7187.681490918852,0 days 01:00:00
511,A,taxi,2018-04-07 08:00:00+02:00,42.217130683010346,300,25,0 days 01:37:19.094907583,0 days 01:41:19.266818352,12665.139204903104,0 days 01:00:00
512,A,taxi,2018-04-07 10:00:00+02:00,22.005468801196756,300,25,0 days 00:54:58.995455378,0 days 00:52:48.787507372,6601.640640359026,0 days 01:00:00
513,A,taxi,2018-04-07 13:30:00+02:00,13.791232215916882,300,25,0 days 01:57:45.800533656,0 days 00:33:05.937439093,4137.369664775065,0 days 01:00:00
514,A,taxi,2018-04-07 12:00:00+02:00,38.57895739690513,300,25,0 days 01:13:37.369190380,0 days 01:32:35.369865153,11573.68721907154,0 days 01:00:00
515,A,taxi,2018-04-07 12:30:00+02:00,27.563401729342274,300,25,0 days 01:41:17.822587498,0 days 01:06:09.129849026,8269.020518802683,0 days 01:00:00
516,A,taxi,2018-04-08 07:30:00+02:00,21.72108366179376,300,25,0 days 01:32:31.596227890,0 days 00:52:07.836047299,6516.325098538128,0 days 01:00:00
517,A,taxi,2018-04-08 09:45:00+02:00,26.968155484312575,300,25,0 days 01:36:27.242052516,0 days 01:04:43.414389742,8090.446645293772,0 days 01:00:00
518,A,taxi,2018-04-08 10:45:00+02:00,25.72304492969332,300,25,0 days 01:06:50.197822898,0 days 01:01:44.118469876,7716.913478907996,0 days 01:00:00
519,A,dummy,2018-04-08 00:15:00+02:00,22.249173230083212,300,25,0 days 01:33:32.833602734,0 days 00:53:23.880945130,6674.751969024964,0 days 01:00:00
520,A,taxi,2018-04-08 12:30:00+02:00,31.183279788119535,300,25,0 days 01:39:47.020672321,0 days 01:14:50.392289490,9354.98393643586,0 days 01:00:00
521,A,taxi,2018-04-09 14:00:00+02:00,29.852534869335624,300,25,0 days 01:38:12.707442754,0 days 01:11:38.765021182,8955.760460800688,0 days 01:00:00
522,A,taxi,2018-04-09 14:30:00+02:00,28.504771703372263,300,25,0 days 03:30:41.387615510,0 days 01:08:24.687125286,8551.431511011679,0 days 01:00:00
523,A,taxi,2018-04-09 07:00:00+02:00,41.0101563371723,300,25,0 days 00:50:34.199577218,0 days 01:38:25.462512553,12303.046901151689,0 days 01:00:00
524,A,taxi,2018-04-10 13:45:00+02:00,66.48512718979094,300,25,0 days 02:00:01.850863374,0 days 02:39:33.858315331,19945.538156937284,0 days 01:00:00
525,A,taxi,2018-04-10 11:00:00+02:00,31.41987591927427,300,25,0 days 01:23:56.150009790,0 days 01:15:24.462132375,9425.96277578228,0 days 01:00:00
526,A,taxi,2018-04-10 14:00:00+02:00,26.03495437969412,300,25,0 days 01:06:21.441914175,0 days 01:02:29.033430676,7810.486313908236,0 days 01:00:00
527,A,taxi,2018-04-10 05:30:00+02:00,42.99596235133917,300,25,0 days 01:28:22.928572246,0 days 01:43:11.418578594,12898.788705401752,0 days 01:00:00
528,A,taxi,2018-04-11 09:45:00+02:00,35.59861939232755,300,25,0 days 01:51:44.183853504,0 days 01:25:26.201192494,10679.585817698266,0 days 01:00:00
529,A,taxi,2018-04-11 10:00:00+02:00,40.63385277479567,300,25,0 days 01:37:13.211465746,0 days 01:37:31.274799571,12190.1558324387,0 days 01:00:00
530,A,taxi,2018-04-11 12:45:00+02:00,28.14846495250281,300,25,0 days 01:23:23.593402176,0 days 01:07:33.378953160,8444.539485750844,0 days 01:00:00
531,A,taxi,2018-04-11 06:15:00+02:00,41.87391187522959,300,25,0 days 00:50:00.862626685,0 days 01:40:29.843310032,12562.173562568876,0 days 01:00:00
532,A,taxi,2018-04-11 09:00:00+02:00,26.68230203487708,300,25,0 days 01:11:53.867385553,0 days 01:04:02.251493021,8004.690610463123,0 days 01:00:00
533,A,taxi,2018-04-11 05:15:00+02:00,39.943954577630414,300,25,0 days 01:17:31.190645619,0 days 01:35:51.929459177,11983.186373289125,0 days 01:00:00
534,A,dummy,2018-04-12 00:15:00+02:00,38.43026306936034,300,25,0 days 01:10:10.659088362,0 days 01:32:13.957881986,11529.078920808102,0 days 01:00:00
535,A,taxi,2018-04-12 09:15:00+02:00,51.88462711854554,300,25,0 days 01:01:57.471262287,0 days 02:04:31.386305071,15565.388135563662,0 days 01:00:00
536,A,taxi,2018-04-12 06:15:00+02:00,39.752568259078984,300,25,0 days 01:15:17.142343452,0 days 01:35:24.369829306,11925.770477723696,0 days 01:00:00
537,A,taxi,2018-04-13 15:30:00+02:00,25.403079208087068,300,25,0 days 01:27:18.490583790,0 days 01:00:58.043405962,7620.92376242612,0 days 01:00:00
538,A,taxi,2018-04-13 12:45:00+02:00,23.156667459814532,300,25,0 days 01:32:12.563136934,0 days 00:55:34.560114214,6947.0002379443595,0 days 01:00:00
539,A,taxi,2018-04-13 07:00:00+02:00,26.14596441799836,300,25,0 days 01:04:36.943663616,0 days 01:02:45.018876192,7843.789325399508,0 days 01:00:00
540,A,taxi,2018-04-13 06:00:00+02:00,50.711610624740686,300,25,0 days 02:43:32.043462153,0 days 02:01:42.471929964,15213.483187422205,0 days 01:00:00
541,A,taxi,2018-04-14 13:00:00+02:00,36.28047264695381,300,25,0 days 01:25:48.801533667,0 days 01:27:04.388061160,10884.141794086143,0 days 01:00:00
542,A,dummy,2018-04-14 00:45:00+02:00,16.502410114638902,300,25,0 days 01:31:04.988581661,0 days 00:39:36.347056509,4950.723034391671,0 days 01:00:00
543,A,taxi,2018-04-14 07:45:00+02:00,29.508583726818113,300,25,0 days 01:13:46.444064804,0 days 01:10:49.236056662,8852.575118045434,0 days 01:00:00
544,A,dummy,2018-04-14 00:00:00+02:00,26.24589620145258,300,25,0 days 02:38:25.740523579,0 days 01:02:59.409053008,7873.7688604357745,0 days 01:00:00
545,A,taxi,2018-04-14 11:15:00+02:00,20.773032272460654,300,25,0 days 03:05:32.445938137,0 days 00:49:51.316647232,6231.909681738196,0 days 01:00:00
546,A,taxi,2018-04-15 08:45:00+02:00,41.47931334928088,300,25,0 days 02:16:13.156206996,0 days 01:39:33.021122295,12443.794004784264,0 days 01:00:00
547,A,taxi,2018-04-15 07:45:00+02:00,31.00585814841183,300,25,0 days 02:44:56.449020832,0 days 01:14:24.843573369,9301.757444523548,0 days 01:00:00
548,A,taxi,2018-04-15 07:45:00+02:00,20.594925264131867,300,25,0 days 01:30:17.378708648,0 days 00:49:25.669238034,6178.47757923956,0 days 01:00:00
549,A,taxi,2018-04-15 05:45:00+02:00,31.940943925311977,300,25,0 days 01:01:39.269515180,0 days 01:16:39.495925243,9582.283177593594,0 days 01:00:00
550,A,taxi,2018-04-15 04:45:00+02:00,29.35355185482423,300,25,0 days 01:32:37.448761189,0 days 01:10:26.911467094,8806.065556447269,0 days 01:00:00
551,A,taxi,2018-04-16 07:30:00+02:00,25.23909329983374,300,25,0 days 01:36:50.726666952,0 days 01:00:34.429435174,7571.727989950122,0 days 01:00:00
552,A,taxi,2018-04-16 08:00:00+02:00,16.021604137704184,300,25,0 days 00:47:09.285026060,0 days 00:38:27.110995828,4806.481241311255,0 days 01:00:00
553,A,taxi,2018-04-16 07:00:00+02:00,22.235996079632592,300,25,0 days 01:19:17.262767841,0 days 00:53:21.983435466,6670.798823889778,0 days 01:00:00
554,A,dummy,2018-04-16 00:45:00+02:00,49.046414634921696,300,25,0 days 02:02:29.410878177,0 days 01:57:42.683707429,14713.924390476508,0 days 01:00:00
555,A,taxi,2018-04-16 10:15:00+02:00,25.441302031127602,300,25,0 days 01:18:51.516619470,0 days 01:01:03.547492482,7632.39060933828,0 days 01:00:00
556,A,taxi,2018-04-16 13:00:00+02:00,48.29245540620036,300,25,0 days 01:14:07.004268175,0 days 01:55:54.113578492,14487.73662186011,0 days 01:00:00
557,A,taxi,2018-04-17 13:15:00+02:00,26.35784015939074,300,25,0 days 01:39:15.070945777,0 days 01:03:15.528982953,7907.352047817222,0 days 01:00:00
558,A,taxi,2018-04-17 11:15:00+02:00,28.37648330110042,300,25,0 days 00:32:04.976389964,0 days 01:08:06.213595358,8512.944990330127,0 days 01:00:00
559,A,dummy,2018-04-17 00:00:00+02:00,21.493540053879673,300,25,0 days 01:15:01.619815028,0 days 00:51:35.069767758,6448.062016163902,0 days 01:00:00
560,A,taxi,2018-04-17 08:30:00+02:00,20.421571131626923,300,25,0 days 01:11:40.802422246,0 days 00:49:00.706242954,6126.471339488076,0 days 01:00:00
561,A,taxi,2018-04-17 09:45:00+02:00,32.4882999790914,300,25,0 days 01:24:17.870085360,0 days 01:17:58.315196990,9746.48999372742,0 days 01:00:00
562,A,taxi,2018-04-18 12:15:00+02:00,11.275511037601259,300,25,0 days 00:59:36.477889742,0 days 00:27:03.673589414,3382.6533112803777,0 days 01:00:00
563,A,taxi,2018-04-18 14:00:00+02:00,26.269017389549333,300,25,0 days 01:47:26.310194386,0 days 01:03:02.738504095,7880.7052168648,0 days 01:00:00
564,A,taxi,2018-04-18 05:45:00+02:00,40.32777318333499,300,25,0 days 01:39:21.052053921,0 days 01:36:47.199338398,12098.331955000496,0 days 01:00:00
565,A,dummy,2018-04-18 00:00:00+02:00,20.55679793236861,300,25,0 days 02:25:42.353599152,0 days 00:49:20.178902262,6167.0393797105835,0 days 01:00:00
566,A,taxi,2018-04-19 04:30:00+02:00,23.13796088039012,300,25,0 days 00:49:32.218232782,0 days 00:55:31.866366777,6941.388264117037,0 days 01:00:00
567,A,taxi,2018-04-19 16:15:00+02:00,38.281178538840024,300,25,0 days 00:55:29.169792908,0 days 01:31:52.489709594,11484.353561652008,0 days 01:00:00
568,A,taxi,2018-04-20 13:45:00+02:00,32.12797754546084,300,25,0 days 01:02:49.648507767,0 days 01:17:06.428766544,9638.39326363825,0 days 01:00:00
569,A,taxi,2018-04-20 14:15:00+02:00,14.899311130382623,300,25,0 days 01:24:15.241217824,0 days 00:35:45.500802774,4469.793339114787,0 days 01:00:00
570,A,taxi,2018-04-20 13:00:00+02:00,54.610798351608196,300,25,0 days 01:41:21.734194491,0 days 02:11:03.954962630,16383.23950548246,0 days 01:00:00
571,A,taxi,2018-04-20 12:45:00+02:00,20.482327887958107,300,25,0 days 01:07:24.062757668,0 days 00:49:09.455215864,6144.698366387432,0 days 01:00:00
572,A,taxi,2018-04-20 06:15:00+02:00,33.91729199343197,300,25,0 days 01:45:21.859743632,0 days 01:21:24.090047053,10175.18759802959,0 days 01:00:00
573,A,taxi,2018-04-21 14:30:00+02:00,24.60627106377209,300,25,0 days 01:50:51.099203720,0 days 00:59:03.303033183,7381.881319131628,0 days 01:00:00
574,A,taxi,2018-04-21 06:45:00+02:00,17.29515088333773,300,25,0 days 01:11:12.204994405,0 days 00:41:30.501727202,5188.5452650013185,0 days 01:00:00
575,A,taxi,2018-04-21 06:30:00+02:00,15.558811745585528,300,25,0 days 01:34:37.735884354,0 days 00:37:20.468891362,4667.643523675659,0 days 01:00:00
576,A,taxi,2018-04-21 14:15:00+02:00,22.586192964238915,300,25,0 days 01:46:33.678019596,0 days 00:54:12.411786852,6775.857889271674,0 days 01:00:00
577,A,taxi,2018-04-21 08:15:00+02:00,19.6593679619622,300,25,0 days 00:58:18.195931549,0 days 00:47:10.948986520,5897.81038858866,0 days 01:00:00
578,A,dummy,2018-04-22 00:00:00+02:00,24.36238745401784,300,25,0 days 01:48:04.145055278,0 days 00:58:28.183793379,7308.716236205351,0 days 01:00:00
579,A,dummy,2018-04-22 01:30:00+02:00,24.43871952950317,300,25,0 days 01:46:30.171880120,0 days 00:58:39.175612248,7331.615858850952,0 days 01:00:00
580,A,taxi,2018-04-22 09:30:00+02:00,31.713190068823522,300,25,0 days 02:19:18.820126902,0 days 01:16:06.699369910,9513.957020647056,0 days 01:00:00
581,A,taxi,2018-04-22 13:00:00+02:00,27.068684163104592,300,25,0 days 01:00:07.175090566,0 days 01:04:57.890519486,8120.605248931378,0 days 01:00:00
582,A,taxi,2018-04-22 07:45:00+02:00,19.303168519250665,300,25,0 days 01:31:44.650128720,0 days 00:46:19.656266772,5790.950555775199,0 days 01:00:00
583,A,taxi,2018-04-22 09:30:00+02:00,50.175417420588445,300,25,0 days 01:08:13.043147564,0 days 02:00:25.260108566,15052.625226176533,0 days 01:00:00
584,A,taxi,2018-04-22 07:30:00+02:00,26.604619604980304,300,25,0 days 01:13:00.316765012,0 days 01:03:51.065223116,7981.385881494091,0 days 01:00:00
585,A,taxi,2018-04-23 14:45:00+02:00,23.31961425319584,300,25,0 days 01:23:05.976356211,0 days 00:55:58.024452460,6995.884275958752,0 days 01:00:00
586,A,taxi,2018-04-23 09:15:00+02:00,36.121539763967114,300,25,0 days 01:45:19.609196133,0 days 01:26:41.501726012,10836.461929190134,0 days 01:00:00
587,A,taxi,2018-04-23 07:00:00+02:00,38.075483631349684,300,25,0 days 01:16:23.921072983,0 days 01:31:22.869642914,11422.645089404905,0 days 01:00:00
588,A,taxi,2018-04-23 09:15:00+02:00,22.155771955644745,300,25,0 days 01:05:14.202622554,0 days 00:53:10.431161613,6646.731586693423,0 days 01:00:00
589,A,taxi,2018-04-23 08:15:00+02:00,40.67863120988404,300,25,0 days 01:39:38.206781514,0 days 01:37:37.722894222,12203.589362965211,0 days 01:00:00
590,A,taxi,2018-04-24 06:15:00+02:00,42.026539016161166,300,25,0 days 01:21:49.933779573,0 days 01:40:51.821618325,12607.96170484835,0 days 01:00:00
591,A,taxi,2018-04-24 11:15:00+02:00,47.75311339286019,300,25,0 days 01:49:10.152189944,0 days 01:54:36.448328570,14325.934017858059,0 days 01:00:00
592,A,taxi,2018-04-24 07:45:00+02:00,39.1597685643159,300,25,0 days 01:31:36.027306879,0 days 01:33:59.006673262,11747.93056929477,0 days 01:00:00
593,A,taxi,2018-04-24 11:30:00+02:00,19.19937337716367,300,25,0 days 01:46:56.749366290,0 days 00:46:04.709766313,5759.812013149101,0 days 01:00:00
594,A,dummy,2018-04-24 00:45:00+02:00,29.280632724116487,300,25,0 days 01:06:58.496189259,0 days 01:10:16.411112274,8784.189817234947,0 days 01:00:00
595,A,taxi,2018-04-24 08:45:00+02:00,39.13656055377444,300,25,0 days 01:16:08.085898509,0 days 01:33:55.664719743,11740.968166132332,0 days 01:00:00
596,A,taxi,2018-04-25 15:00:00+02:00,42.99454517963381,300,25,0 days 01:00:24.535264226,0 days 01:43:11.214505866,12898.363553890144,0 days 01:00:00
597,A,dummy,2018-04-25 00:00:00+02:00,15.969754648383018,300,25,0 days 01:28:47.195422604,0 days 00:38:19.644669366,4790.926394514906,0 days 01:00:00
598,A,taxi,2018-04-25 13:30:00+02:00,31.02934824155327,300,25,0 days 02:30:37.657011671,0 days 01:14:28.226146783,9308.804472465981,0 days 01:00:00
599,A,taxi,2018-04-25 14:00:00+02:00,34.28246685527767,300,25,0 days 01:41:11.084274664,0 days 01:22:16.675227159,10284.740056583301,0 days 01:00:00
600,A,taxi,2018-04-25 08:45:00+02:00,26.604758860421896,300,25,0 days 01:57:54.693503521,0 days 01:03:51.085275901,7981.4276581265685,0 days 01:00:00
601,A,taxi,2018-04-25 13:30:00+02:00,36.20983331884883,300,25,0 days 01:10:12.887446533,0 days 01:26:54.215997914,10862.94999565465,0 days 01:00:00
602,A,taxi,2018-04-25 05:30:00+02:00,25.058242622432477,300,25,0 days 01:54:22.704108609,0 days 01:00:08.386937629,7517.472786729743,0 days 01:00:00
603,A,taxi,2018-04-25 13:45:00+02:00,28.812653320541806,300,25,0 days 01:13:29.205558400,0 days 01:09:09.022078159,8643.795996162542,0 days 01:00:00
604,A,taxi,2018-04-26 12:00:00+02:00,50.744181870083196,300,25,0 days 01:21:00.757991430,0 days 02:01:47.162189290,15223.254561024958,0 days 01:00:00
605,A,taxi,2018-04-26 16:00:00+02:00,39.364843075533685,300,25,0 days 01:11:36.307921365,0 days 01:34:28.537402875,11809.452922660106,0 days 01:00:00
606,A,taxi,2018-04-27 10:00:00+02:00,42.44540260534498,300,25,0 days 02:43:40.283398768,0 days 01:41:52.137975170,12733.620781603495,0 days 01:00:00
607,A,taxi,2018-04-27 14:00:00+02:00,31.467857438362316,300,25,0 days 00:59:19.491976172,0 days 01:15:31.371471122,9440.357231508695,0 days 01:00:00
608,A,taxi,2018-04-27 08:45:00+02:00,49.590002166321455,300,25,0 days 01:45:52.856202636,0 days 01:59:00.960311950,14877.000649896436,0 days 01:00:00
609,A,taxi,2018-04-27 07:45:00+02:00,14.802976807780954,300,25,0 days 01:26:35.095251422,0 days 00:35:31.628660319,4440.893042334286,0 days 01:00:00
610,A,taxi,2018-04-28 08:45:00+02:00,39.247541912230304,300,25,0 days 00:57:49.408226704,0 days 01:34:11.646035360,11774.262573669092,0 days 01:00:00
611,A,taxi,2018-04-28 08:00:00+02:00,18.992044020571846,300,25,0 days 01:10:21.338687640,0 days 00:45:34.854338962,5697.613206171554,0 days 01:00:00
612,A,taxi,2018-04-28 10:15:00+02:00,42.31557811513478,300,25,0 days 00:46:31.380633631,0 days 01:41:33.443248578,12694.673434540433,0 days 01:00:00
613,A,taxi,2018-04-28 07:15:00+02:00,52.93436014066771,300,25,0 days 01:19:40.048234150,0 days 02:07:02.547860257,15880.308042200311,0 days 01:00:00
614,A,taxi,2018-04-29 13:30:00+02:00,40.57663245798251,300,25,0 days 01:10:54.933605414,0 days 01:37:23.035073948,12172.989737394753,0 days 01:00:00
615,A,taxi,2018-04-29 12:45:00+02:00,29.346931611940015,300,25,0 days 02:22:54.191572298,0 days 01:10:25.958152120,8804.079483582005,0 days 01:00:00
616,A,taxi,2018-04-29 14:30:00+02:00,33.545713761873024,300,25,0 days 00:50:11.034797402,0 days 01:20:30.582781710,10063.714128561907,0 days 01:00:00
617,A,taxi,2018-04-29 07:30:00+02:00,49.77266649281372,300,25,0 days 02:21:36.755135960,0 days 01:59:27.263974966,14931.799947844116,0 days 01:00:00
618,A,taxi,2018-04-30 11:45:00+02:00,20.09747941762533,300,25,0 days 01:41:42.734616687,0 days 00:48:14.037036138,6029.243825287599,0 days 01:00:00
619,A,taxi,2018-04-30 12:00:00+02:00,32.874612081828744,300,25,0 days 02:31:37.437439922,0 days 01:18:53.944139782,9862.383624548624,0 days 01:00:00
620,A,taxi,2018-04-30 13:30:00+02:00,21.152131968920155,300,25,0 days 01:04:07.706261521,0 days 00:50:45.907003525,6345.639590676046,0 days 01:00:00
621,A,taxi,2018-04-30 11:15:00+02:00,19.130468734372737,300,25,0 days 02:05:22.437165566,0 days 00:45:54.787497750,5739.140620311821,0 days 01:00:00
622,A,taxi,2018-05-01 15:30:00+02:00,28.467264138100962,300,25,0 days 01:07:10.068743416,0 days 01:08:19.286035886,8540.179241430289,0 days 01:00:00
623,A,taxi,2018-05-01 11:30:00+02:00,33.40072150869714,300,25,0 days 01:17:26.499845932,0 days 01:20:09.703897252,10020.216452609142,0 days 01:00:00
624,A,taxi,2018-05-01 07:45:00+02:00,24.24339470652697,300,25,0 days 01:22:38.816354920,0 days 00:58:11.048837739,7273.018411958091,0 days 01:00:00
625,A,taxi,2018-05-02 05:15:00+02:00,29.294134767465856,300,25,0 days 02:32:25.831162161,0 days 01:10:18.355406516,8788.240430239757,0 days 01:00:00
626,A,taxi,2018-05-02 12:00:00+02:00,29.027868624205528,300,25,0 days 00:58:27.296192096,0 days 01:09:40.013081884,8708.360587261659,0 days 01:00:00
627,A,taxi,2018-05-02 12:30:00+02:00,34.918249066042534,300,25,0 days 01:21:20.967516385,0 days 01:23:48.227865511,10475.47471981276,0 days 01:00:00
628,A,taxi,2018-05-02 07:45:00+02:00,27.374354115735226,300,25,0 days 01:07:25.545636440,0 days 01:05:41.906992664,8212.306234720569,0 days 01:00:00
629,A,dummy,2018-05-03 01:30:00+02:00,25.508940872545764,300,25,0 days 01:43:17.070492543,0 days 01:01:13.287485647,7652.682261763729,0 days 01:00:00
630,A,taxi,2018-05-03 07:00:00+02:00,21.71427168363409,300,25,0 days 01:34:23.886241651,0 days 00:52:06.855122442,6514.281505090227,0 days 01:00:00
631,A,taxi,2018-05-03 14:15:00+02:00,24.9014777371826,300,25,0 days 01:31:43.443384970,0 days 00:59:45.812794153,7470.443321154779,0 days 01:00:00
632,A,taxi,2018-05-04 10:30:00+02:00,29.181567294122093,300,25,0 days 01:46:36.795548164,0 days 01:10:02.145690354,8754.470188236628,0 days 01:00:00
633,A,taxi,2018-05-04 12:45:00+02:00,28.85719413517388,300,25,0 days 01:04:52.443795457,0 days 01:09:15.435955465,8657.158240552164,0 days 01:00:00
634,A,taxi,2018-05-04 10:45:00+02:00,28.079353751697177,300,25,0 days 01:56:40.846655936,0 days 01:07:23.426940244,8423.806125509152,0 days 01:00:00
635,A,taxi,2018-05-04 05:30:00+02:00,29.09595906406711,300,25,0 days 01:52:06.849856635,0 days 01:09:49.818105226,8728.787719220132,0 days 01:00:00
636,A,taxi,2018-05-04 08:00:00+02:00,30.43504122071826,300,25,0 days 01:12:26.213181688,0 days 01:13:02.645935784,9130.512366215478,0 days 01:00:00
