time,power_w
2008-10-13 20:15:00+02:00,6458
2008-10-13 20:30:00+02:00,5635
2008-10-13 20:45:00+02:00,5721
2008-10-13 21:00:00+02:00,5186
2008-10-13 21:15:00+02:00,3702
2008-10-13 21:30:00+02:00,5613
2008-10-13 21:45:00+02:00,4839
2008-10-13 22:00:00+02:00,5062
2008-10-13 22:15:00+02:00,3772
2008-10-13 22:30:00+02:00,4930
2008-10-13 22:45:00+02:00,4791
2008-10-13 23:00:00+02:00,3939
2008-10-13 23:15:00+02:00,2939
2008-10-13 23:30:00+02:00,2707
2008-10-13 23:45:00+02:00,2955
2008-10-14 00:00:00+02:00,3938
2008-10-14 00:15:00+02:00,2952
2008-10-14 00:30:00+02:00,2756
2008-10-14 00:45:00+02:00,3316
2008-10-14 01:00:00+02:00,839
2008-10-14 01:15:00+02:00,2949
2008-10-14 01:30:00+02:00,3719
2008-10-14 01:45:00+02:00,1980
2008-10-14 02:00:00+02:00,6492
2008-10-14 02:15:00+02:00,2244
2008-10-14 02:30:00+02:00,1355
2008-10-14 02:45:00+02:00,1749
2008-10-14 03:00:00+02:00,2619
2008-10-14 03:15:00+02:00,1538
2008-10-14 03:30:00+02:00,3828
2008-10-14 03:45:00+02:00,2053
2008-10-14 04:00:00+02:00,2636
2008-10-14 04:15:00+02:00,1789
2008-10-14 04:30:00+02:00,2249
2008-10-14 04:45:00+02:00,2329
2008-10-14 05:00:00+02:00,4425
2008-10-14 05:15:00+02:00,1581
2008-10-14 05:30:00+02:00,1371
2008-10-14 05:45:00+02:00,1771
2008-10-14 06:00:00+02:00,2501
2008-10-14 06:15:00+02:00,2208
2008-10-14 06:30:00+02:00,2235
2008-10-14 06:45:00+02:00,2000
2008-10-14 07:00:00+02:00,1519
2008-10-14 07:15:00+02:00,2240
2008-10-14 07:30:00+02:00,1082
2008-10-14 07:45:00+02:00,2241
2008-10-14 08:00:00+02:00,620
2008-10-14 08:15:00+02:00,65
2008-10-14 08:30:00+02:00,1144
2008-10-14 08:45:00+02:00,1341
2008-10-14 09:00:00+02:00,1013
2008-10-14 09:15:00+02:00,3784
2008-10-14 09:30:00+02:00,2820
2008-10-14 09:45:00+02:00,757
2008-10-14 10:00:00+02:00,757
2008-10-14 10:15:00+02:00,1365
2008-10-14 10:30:00+02:00,2243
2008-10-14 10:45:00+02:00,1890
2008-10-14 11:00:00+02:00,2680
2008-10-14 11:15:00+02:00,1110
2008-10-14 11:30:00+02:00,2387
2008-10-14 11:45:00+02:00,3601
2008-10-14 12:00:00+02:00,1753
2008-10-14 12:15:00+02:00,1248
2008-10-14 12:30:00+02:00,94
2008-10-14 12:45:00+02:00,2881
2008-10-14 13:00:00+02:00,2357
2008-10-14 13:15:00+02:00,2734
2008-10-14 13:30:00+02:00,2204
2008-10-14 13:45:00+02:00,4096
2008-10-14 14:00:00+02:00,3396
2008-10-14 14:15:00+02:00,2495
2008-10-14 14:30:00+02:00,666
2008-10-14 14:45:00+02:00,1219
2008-10-14 15:00:00+02:00,1333
2008-10-14 15:15:00+02:00,410
2008-10-14 15:30:00+02:00,2453
2008-10-14 15:45:00+02:00,290
2008-10-14 16:00:00+02:00,1524
2008-10-14 16:15:00+02:00,3495
2008-10-14 16:30:00+02:00,2977
2008-10-14 16:45:00+02:00,2562
2008-10-14 17:00:00+02:00,0
2008-10-14 17:15:00+02:00,952
2008-10-14 17:30:00+02:00,1814
2008-10-14 17:45:00+02:00,2158
2008-10-14 18:00:00+02:00,1112
2008-10-14 18:15:00+02:00,341
2008-10-14 18:30:00+02:00,2112
2008-10-14 18:45:00+02:00,3202
2008-10-14 19:00:00+02:00,931
2008-10-14 19:15:00+02:00,2827
2008-10-14 19:30:00+02:00,5157
2008-10-14 19:45:00+02:00,4403
2008-10-14 20:00:00+02:00,5349
2008-10-14 20:15:00+02:00,6338
2008-10-14 20:30:00+02:00,6836
2008-10-14 20:45:00+02:00,7774
2008-10-14 21:00:00+02:00,8172
2008-10-14 21:15:00+02:00,5240
2008-10-14 21:30:00+02:00,4595
2008-10-14 21:45:00+02:00,6198
2008-10-14 22:00:00+02:00,3745
2008-10-14 22:15:00+02:00,6192
2008-10-14 22:30:00+02:00,4220
2008-10-14 22:45:00+02:00,6198
2008-10-14 23:00:00+02:00,5234
2008-10-14 23:15:00+02:00,6644
2008-10-14 23:30:00+02:00,5962
2008-10-14 23:45:00+02:00,5095
2008-10-15 00:00:00+02:00,3424
2008-10-15 00:15:00+02:00,1649
2008-10-15 00:30:00+02:00,1457
2008-10-15 00:45:00+02:00,3669
2008-10-15 01:00:00+02:00,3816
2008-10-15 01:15:00+02:00,1987
2008-10-15 01:30:00+02:00,2280
2008-10-15 01:45:00+02:00,4154
2008-10-15 02:00:00+02:00,4432
2008-10-15 02:15:00+02:00,2294
2008-10-15 02:30:00+02:00,2268
2008-10-15 02:45:00+02:00,2371
2008-10-15 03:00:00+02:00,2842
2008-10-15 03:15:00+02:00,1647
2008-10-15 03:30:00+02:00,1737
2008-10-15 03:45:00+02:00,1832
2008-10-15 04:00:00+02:00,1451
2008-10-15 04:15:00+02:00,2009
2008-10-15 04:30:00+02:00,2034
2008-10-15 04:45:00+02:00,2508
2008-10-15 05:00:00+02:00,1806
2008-10-15 05:15:00+02:00,1230
2008-10-15 05:30:00+02:00,2850
2008-10-15 05:45:00+02:00,2242
2008-10-15 06:00:00+02:00,1254
2008-10-15 06:15:00+02:00,3408
2008-10-15 06:30:00+02:00,1006
2008-10-15 06:45:00+02:00,831
2008-10-15 07:00:00+02:00,2929
2008-10-15 07:15:00+02:00,483
2008-10-15 07:30:00+02:00,470
2008-10-15 07:45:00+02:00,1609
2008-10-15 08:00:00+02:00,511
2008-10-15 08:15:00+02:00,1923
2008-10-15 08:30:00+02:00,2091
2008-10-15 08:45:00+02:00,106
2008-10-15 09:00:00+02:00,0
2008-10-15 09:15:00+02:00,3955
2008-10-15 09:30:00+02:00,909
2008-10-15 09:45:00+02:00,1863
2008-10-15 10:00:00+02:00,808
2008-10-15 10:15:00+02:00,308
2008-10-15 10:30:00+02:00,179
2008-10-15 10:45:00+02:00,1046
2008-10-15 11:00:00+02:00,1213
2008-10-15 11:15:00+02:00,2625
2008-10-15 11:30:00+02:00,2128
2008-10-15 11:45:00+02:00,3139
2008-10-15 12:00:00+02:00,1468
2008-10-15 12:15:00+02:00,4453
2008-10-15 12:30:00+02:00,361
2008-10-15 12:45:00+02:00,3210
2008-10-15 13:00:00+02:00,2652
2008-10-15 13:15:00+02:00,0
2008-10-15 13:30:00+02:00,881
2008-10-15 13:45:00+02:00,3129
2008-10-15 14:00:00+02:00,759
2008-10-15 14:15:00+02:00,1477
2008-10-15 14:30:00+02:00,95
2008-10-15 14:45:00+02:00,3075
2008-10-15 15:00:00+02:00,1732
2008-10-15 15:15:00+02:00,2148
2008-10-15 15:30:00+02:00,1072
2008-10-15 15:45:00+02:00,1320
2008-10-15 16:00:00+02:00,2042
2008-10-15 16:15:00+02:00,580
2008-10-15 16:30:00+02:00,664
2008-10-15 16:45:00+02:00,2345
2008-10-15 17:00:00+02:00,1730
2008-10-15 17:15:00+02:00,3596
2008-10-15 17:30:00+02:00,2134
2008-10-15 17:45:00+02:00,2815
2008-10-15 18:00:00+02:00,3040
2008-10-15 18:15:00+02:00,2706
2008-10-15 18:30:00+02:00,2391
2008-10-15 18:45:00+02:00,873
2008-10-15 19:00:00+02:00,1272
2008-10-15 19:15:00+02:00,5071
2008-10-15 19:30:00+02:00,5925
2008-10-15 19:45:00+02:00,8128
2008-10-15 20:00:00+02:00,3099
2008-10-15 20:15:00+02:00,3604
2008-10-15 20:30:00+02:00,4085
2008-10-15 20:45:00+02:00,6134
2008-10-15 21:00:00+02:00,8638
2008-10-15 21:15:00+02:00,5596
2008-10-15 21:30:00+02:00,5336
2008-10-15 21:45:00+02:00,5058
2008-10-15 22:00:00+02:00,5005
2008-10-15 22:15:00+02:00,2584
2008-10-15 22:30:00+02:00,583
2008-10-15 22:45:00+02:00,5184
2008-10-15 23:00:00+02:00,3939
2008-10-15 23:15:00+02:00,2211
2008-10-15 23:30:00+02:00,6852
2008-10-15 23:45:00+02:00,3245
2008-10-16 00:00:00+02:00,3086
2008-10-16 00:15:00+02:00,1081
2008-10-16 00:30:00+02:00,3270
2008-10-16 00:45:00+02:00,3901
2008-10-16 01:00:00+02:00,2767
2008-10-16 01:15:00+02:00,2340
2008-10-16 01:30:00+02:00,4016
2008-10-16 01:45:00+02:00,2223
2008-10-16 02:00:00+02:00,1050
2008-10-16 02:15:00+02:00,2973
2008-10-16 02:30:00+02:00,3340
2008-10-16 02:45:00+02:00,440
2008-10-16 03:00:00+02:00,2909
2008-10-16 03:15:00+02:00,2507
2008-10-16 03:30:00+02:00,2173
2008-10-16 03:45:00+02:00,1690
2008-10-16 04:00:00+02:00,1153
2008-10-16 04:15:00+02:00,176
2008-10-16 04:30:00+02:00,1401
2008-10-16 04:45:00+02:00,1248
2008-10-16 05:00:00+02:00,1681
2008-10-16 05:15:00+02:00,2717
2008-10-16 05:30:00+02:00,1784
2008-10-16 05:45:00+02:00,819
2008-10-16 06:00:00+02:00,1710
2008-10-16 06:15:00+02:00,1299
2008-10-16 06:30:00+02:00,1208
2008-10-16 06:45:00+02:00,1684
2008-10-16 07:00:00+02:00,1378
2008-10-16 07:15:00+02:00,810
2008-10-16 07:30:00+02:00,2059
2008-10-16 07:45:00+02:00,882
2008-10-16 08:00:00+02:00,1918
2008-10-16 08:15:00+02:00,1316
2008-10-16 08:30:00+02:00,1478
2008-10-16 08:45:00+02:00,1730
2008-10-16 09:00:00+02:00,1458
2008-10-16 09:15:00+02:00,840
2008-10-16 09:30:00+02:00,914
2008-10-16 09:45:00+02:00,1720
2008-10-16 10:00:00+02:00,1342
2008-10-16 10:15:00+02:00,1154
2008-10-16 10:30:00+02:00,1432
2008-10-16 10:45:00+02:00,656
2008-10-16 11:00:00+02:00,1395
2008-10-16 11:15:00+02:00,1473
2008-10-16 11:30:00+02:00,2202
2008-10-16 11:45:00+02:00,1859
2008-10-16 12:00:00+02:00,1854
2008-10-16 12:15:00+02:00,933
2008-10-16 12:30:00+02:00,1430
2008-10-16 12:45:00+02:00,258
2008-10-16 13:00:00+02:00,25
2008-10-16 13:15:00+02:00,0
2008-10-16 13:30:00+02:00,1137
2008-10-16 13:45:00+02:00,2402
2008-10-16 14:00:00+02:00,2390
2008-10-16 14:15:00+02:00,2581
2008-10-16 14:30:00+02:00,518
2008-10-16 14:45:00+02:00,510
2008-10-16 15:00:00+02:00,220
2008-10-16 15:15:00+02:00,2690
2008-10-16 15:30:00+02:00,1840
2008-10-16 15:45:00+02:00,1405
2008-10-16 16:00:00+02:00,1488
2008-10-16 16:15:00+02:00,1785
2008-10-16 16:30:00+02:00,0
2008-10-16 16:45:00+02:00,513
2008-10-16 17:00:00+02:00,2760
2008-10-16 17:15:00+02:00,760
2008-10-16 17:30:00+02:00,1375
2008-10-16 17:45:00+02:00,1570
2008-10-16 18:00:00+02:00,2923
2008-10-16 18:15:00+02:00,1510
2008-10-16 18:30:00+02:00,1826
2008-10-16 18:45:00+02:00,2384
2008-10-16 19:00:00+02:00,1117
2008-10-16 19:15:00+02:00,4858
2008-10-16 19:30:00+02:00,1866
2008-10-16 19:45:00+02:00,2468
2008-10-16 20:00:00+02:00,3822
2008-10-16 20:15:00+02:00,5392
2008-10-16 20:30:00+02:00,4632
2008-10-16 20:45:00+02:00,6000
2008-10-16 21:00:00+02:00,4625
2008-10-16 21:15:00+02:00,4467
2008-10-16 21:30:00+02:00,3691
2008-10-16 21:45:00+02:00,6596
2008-10-16 22:00:00+02:00,5057
2008-10-16 22:15:00+02:00,5580
2008-10-16 22:30:00+02:00,4387
2008-10-16 22:45:00+02:00,3863
2008-10-16 23:00:00+02:00,3054
2008-10-16 23:15:00+02:00,3704
2008-10-16 23:30:00+02:00,3432
2008-10-16 23:45:00+02:00,3130
2008-10-17 00:00:00+02:00,1625
2008-10-17 00:15:00+02:00,2141
2008-10-17 00:30:00+02:00,1755
2008-10-17 00:45:00+02:00,3815
2008-10-17 01:00:00+02:00,3856
2008-10-17 01:15:00+02:00,3039
2008-10-17 01:30:00+02:00,6067
2008-10-17 01:45:00+02:00,7052
2008-10-17 02:00:00+02:00,6281
2008-10-17 02:15:00+02:00,1994
2008-10-17 02:30:00+02:00,4057
2008-10-17 02:45:00+02:00,2747
2008-10-17 03:00:00+02:00,3845
2008-10-17 03:15:00+02:00,3427
2008-10-17 03:30:00+02:00,1795
2008-10-17 03:45:00+02:00,4279
2008-10-17 04:00:00+02:00,3295
2008-10-17 04:15:00+02:00,2138
2008-10-17 04:30:00+02:00,2880
2008-10-17 04:45:00+02:00,4189
2008-10-17 05:00:00+02:00,2708
2008-10-17 05:15:00+02:00,4678
2008-10-17 05:30:00+02:00,4467
2008-10-17 05:45:00+02:00,3394
2008-10-17 06:00:00+02:00,3523
2008-10-17 06:15:00+02:00,3249
2008-10-17 06:30:00+02:00,4675
2008-10-17 06:45:00+02:00,2780
2008-10-17 07:00:00+02:00,3761
2008-10-17 07:15:00+02:00,1757
2008-10-17 07:30:00+02:00,2390
2008-10-17 07:45:00+02:00,1398
2008-10-17 08:00:00+02:00,2186
2008-10-17 08:15:00+02:00,1381
2008-10-17 08:30:00+02:00,1132
2008-10-17 08:45:00+02:00,1695
2008-10-17 09:00:00+02:00,2373
2008-10-17 09:15:00+02:00,3207
2008-10-17 09:30:00+02:00,0
2008-10-17 09:45:00+02:00,786
2008-10-17 10:00:00+02:00,1985
2008-10-17 10:15:00+02:00,4542
2008-10-17 10:30:00+02:00,3335
2008-10-17 10:45:00+02:00,2138
2008-10-17 11:00:00+02:00,1251
2008-10-17 11:15:00+02:00,6416
2008-10-17 11:30:00+02:00,2656
2008-10-17 11:45:00+02:00,4313
2008-10-17 12:00:00+02:00,930
2008-10-17 12:15:00+02:00,465
2008-10-17 12:30:00+02:00,3598
2008-10-17 12:45:00+02:00,4966
2008-10-17 13:00:00+02:00,245
2008-10-17 13:15:00+02:00,3484
2008-10-17 13:30:00+02:00,3944
2008-10-17 13:45:00+02:00,2526
2008-10-17 14:00:00+02:00,1670
2008-10-17 14:15:00+02:00,1020
2008-10-17 14:30:00+02:00,0
2008-10-17 14:45:00+02:00,4859
2008-10-17 15:00:00+02:00,840
2008-10-17 15:15:00+02:00,2949
2008-10-17 15:30:00+02:00,560
2008-10-17 15:45:00+02:00,3165
2008-10-17 16:00:00+02:00,4529
2008-10-17 16:15:00+02:00,5536
2008-10-17 16:30:00+02:00,1472
2008-10-17 16:45:00+02:00,1685
2008-10-17 17:00:00+02:00,2207
2008-10-17 17:15:00+02:00,2976
2008-10-17 17:30:00+02:00,493
2008-10-17 17:45:00+02:00,3872
2008-10-17 18:00:00+02:00,3951
2008-10-17 18:15:00+02:00,4242
2008-10-17 18:30:00+02:00,5181
2008-10-17 18:45:00+02:00,2905
2008-10-17 19:00:00+02:00,4287
2008-10-17 19:15:00+02:00,9989
2008-10-17 19:30:00+02:00,4997
2008-10-17 19:45:00+02:00,5711
2008-10-17 20:00:00+02:00,10226
2008-10-17 20:15:00+02:00,5860
2008-10-17 20:30:00+02:00,8260
2008-10-17 20:45:00+02:00,8605
2008-10-17 21:00:00+02:00,8248
2008-10-17 21:15:00+02:00,5918
2008-10-17 21:30:00+02:00,8294
2008-10-17 21:45:00+02:00,11740
2008-10-17 22:00:00+02:00,12265
2008-10-17 22:15:00+02:00,8768
2008-10-17 22:30:00+02:00,9314
2008-10-17 22:45:00+02:00,4310
2008-10-17 23:00:00+02:00,9574
2008-10-17 23:15:00+02:00,4985
2008-10-17 23:30:00+02:00,2853
2008-10-17 23:45:00+02:00,6752
2008-10-18 00:00:00+02:00,10894
2008-10-18 00:15:00+02:00,3231
2008-10-18 00:30:00+02:00,3834
2008-10-18 00:45:00+02:00,2386
2008-10-18 01:00:00+02:00,3398
2008-10-18 01:15:00+02:00,2541
2008-10-18 01:30:00+02:00,3998
2008-10-18 01:45:00+02:00,3326
2008-10-18 02:00:00+02:00,2933
2008-10-18 02:15:00+02:00,962
2008-10-18 02:30:00+02:00,4634
2008-10-18 02:45:00+02:00,2976
2008-10-18 03:00:00+02:00,4021
2008-10-18 03:15:00+02:00,2868
2008-10-18 03:30:00+02:00,3875
2008-10-18 03:45:00+02:00,2606
2008-10-18 04:00:00+02:00,2020
2008-10-18 04:15:00+02:00,565
2008-10-18 04:30:00+02:00,493
2008-10-18 04:45:00+02:00,2591
2008-10-18 05:00:00+02:00,2763
2008-10-18 05:15:00+02:00,3140
2008-10-18 05:30:00+02:00,2952
2008-10-18 05:45:00+02:00,3261
2008-10-18 06:00:00+02:00,1681
2008-10-18 06:15:00+02:00,3131
2008-10-18 06:30:00+02:00,2717
2008-10-18 06:45:00+02:00,4657
2008-10-18 07:00:00+02:00,3107
2008-10-18 07:15:00+02:00,173
2008-10-18 07:30:00+02:00,1778
2008-10-18 07:45:00+02:00,1151
2008-10-18 08:00:00+02:00,981
2008-10-18 08:15:00+02:00,1075
2008-10-18 08:30:00+02:00,534
2008-10-18 08:45:00+02:00,1984
2008-10-18 09:00:00+02:00,2007
2008-10-18 09:15:00+02:00,2474
2008-10-18 09:30:00+02:00,182
2008-10-18 09:45:00+02:00,2964
2008-10-18 10:00:00+02:00,732
2008-10-18 10:15:00+02:00,1240
2008-10-18 10:30:00+02:00,1475
2008-10-18 10:45:00+02:00,2931
2008-10-18 11:00:00+02:00,1292
2008-10-18 11:15:00+02:00,1937
2008-10-18 11:30:00+02:00,835
2008-10-18 11:45:00+02:00,424
2008-10-18 12:00:00+02:00,1235
2008-10-18 12:15:00+02:00,0
2008-10-18 12:30:00+02:00,2687
2008-10-18 12:45:00+02:00,1893
2008-10-18 13:00:00+02:00,1976
2008-10-18 13:15:00+02:00,3131
2008-10-18 13:30:00+02:00,2630
2008-10-18 13:45:00+02:00,2283
2008-10-18 14:00:00+02:00,836
2008-10-18 14:15:00+02:00,2110
2008-10-18 14:30:00+02:00,3754
2008-10-18 14:45:00+02:00,889
2008-10-18 15:00:00+02:00,678
2008-10-18 15:15:00+02:00,1247
2008-10-18 15:30:00+02:00,1872
2008-10-18 15:45:00+02:00,1859
2008-10-18 16:00:00+02:00,3017
2008-10-18 16:15:00+02:00,936
2008-10-18 16:30:00+02:00,1265
2008-10-18 16:45:00+02:00,2554
2008-10-18 17:00:00+02:00,3198
2008-10-18 17:15:00+02:00,1906
2008-10-18 17:30:00+02:00,1887
2008-10-18 17:45:00+02:00,3325
2008-10-18 18:00:00+02:00,431
2008-10-18 18:15:00+02:00,2451
2008-10-18 18:30:00+02:00,2503
2008-10-18 18:45:00+02:00,0
2008-10-18 19:00:00+02:00,2586
2008-10-18 19:15:00+02:00,6247
2008-10-18 19:30:00+02:00,6389
2008-10-18 19:45:00+02:00,5975
2008-10-18 20:00:00+02:00,5813
2008-10-18 20:15:00+02:00,4615
2008-10-18 20:30:00+02:00,9198
2008-10-18 20:45:00+02:00,5637
2008-10-18 21:00:00+02:00,6714
2008-10-18 21:15:00+02:00,7863
2008-10-18 21:30:00+02:00,6254
2008-10-18 21:45:00+02:00,9212
2008-10-18 22:00:00+02:00,8525
2008-10-18 22:15:00+02:00,4686
2008-10-18 22:30:00+02:00,8654
2008-10-18 22:45:00+02:00,5239
2008-10-18 23:00:00+02:00,7203
2008-10-18 23:15:00+02:00,2866
2008-10-18 23:30:00+02:00,3131
2008-10-18 23:45:00+02:00,3692
2008-10-19 00:00:00+02:00,5567
2008-10-19 00:15:00+02:00,2283
2008-10-19 00:30:00+02:00,3319
2008-10-19 00:45:00+02:00,5209
2008-10-19 01:00:00+02:00,5156
2008-10-19 01:15:00+02:00,2785
2008-10-19 01:30:00+02:00,5387
2008-10-19 01:45:00+02:00,4055
2008-10-19 02:00:00+02:00,4572
2008-10-19 02:15:00+02:00,5995
2008-10-19 02:30:00+02:00,4805
2008-10-19 02:45:00+02:00,3539
2008-10-19 03:00:00+02:00,3586
2008-10-19 03:15:00+02:00,4386
2008-10-19 03:30:00+02:00,5321
2008-10-19 03:45:00+02:00,3728
2008-10-19 04:00:00+02:00,3562
2008-10-19 04:15:00+02:00,4150
2008-10-19 04:30:00+02:00,2169
2008-10-19 04:45:00+02:00,1358
2008-10-19 05:00:00+02:00,4166
2008-10-19 05:15:00+02:00,2137
2008-10-19 05:30:00+02:00,1962
2008-10-19 05:45:00+02:00,2369
2008-10-19 06:00:00+02:00,4514
2008-10-19 06:15:00+02:00,2709
2008-10-19 06:30:00+02:00,4461
2008-10-19 06:45:00+02:00,5436
2008-10-19 07:00:00+02:00,3183
2008-10-19 07:15:00+02:00,3028
2008-10-19 07:30:00+02:00,1897
2008-10-19 07:45:00+02:00,722
2008-10-19 08:00:00+02:00,1927
2008-10-19 08:15:00+02:00,1082
2008-10-19 08:30:00+02:00,2080
2008-10-19 08:45:00+02:00,334
2008-10-19 09:00:00+02:00,2534
2008-10-19 09:15:00+02:00,1194
2008-10-19 09:30:00+02:00,2018
2008-10-19 09:45:00+02:00,611
2008-10-19 10:00:00+02:00,398
2008-10-19 10:15:00+02:00,967
2008-10-19 10:30:00+02:00,4667
2008-10-19 10:45:00+02:00,1836
2008-10-19 11:00:00+02:00,2426
2008-10-19 11:15:00+02:00,4254
2008-10-19 11:30:00+02:00,3513
2008-10-19 11:45:00+02:00,2959
2008-10-19 12:00:00+02:00,3791
2008-10-19 12:15:00+02:00,1761
2008-10-19 12:30:00+02:00,2328
2008-10-19 12:45:00+02:00,2237
2008-10-19 13:00:00+02:00,1773
2008-10-19 13:15:00+02:00,2608
2008-10-19 13:30:00+02:00,0
2008-10-19 13:45:00+02:00,872
2008-10-19 14:00:00+02:00,2639
2008-10-19 14:15:00+02:00,19
2008-10-19 14:30:00+02:00,384
2008-10-19 14:45:00+02:00,3504
2008-10-19 15:00:00+02:00,2322
2008-10-19 15:15:00+02:00,2937
2008-10-19 15:30:00+02:00,3111
2008-10-19 15:45:00+02:00,1867
2008-10-19 16:00:00+02:00,1164
2008-10-19 16:15:00+02:00,2246
2008-10-19 16:30:00+02:00,2859
2008-10-19 16:45:00+02:00,4525
2008-10-19 17:00:00+02:00,4828
2008-10-19 17:15:00+02:00,2825
2008-10-19 17:30:00+02:00,2194
2008-10-19 17:45:00+02:00,2517
2008-10-19 18:00:00+02:00,0
2008-10-19 18:15:00+02:00,2604
2008-10-19 18:30:00+02:00,3111
2008-10-19 18:45:00+02:00,3929
2008-10-19 19:00:00+02:00,7032
2008-10-19 19:15:00+02:00,5614
2008-10-19 19:30:00+02:00,8667
2008-10-19 19:45:00+02:00,3895
2008-10-19 20:00:00+02:00,8878
2008-10-19 20:15:00+02:00,4929
2008-10-19 20:30:00+02:00,8137
2008-10-19 20:45:00+02:00,3840
2008-10-19 21:00:00+02:00,7774
2008-10-19 21:15:00+02:00,6512
2008-10-19 21:30:00+02:00,7898
2008-10-19 21:45:00+02:00,8952
2008-10-19 22:00:00+02:00,6292
2008-10-19 22:15:00+02:00,7047
2008-10-19 22:30:00+02:00,8217
2008-10-19 22:45:00+02:00,7558
2008-10-19 23:00:00+02:00,6094
2008-10-19 23:15:00+02:00,3103
2008-10-19 23:30:00+02:00,10518
2008-10-19 23:45:00+02:00,7473
2008-10-20 00:00:00+02:00,3278
2008-10-20 00:15:00+02:00,6215
2008-10-20 00:30:00+02:00,5514
2008-10-20 00:45:00+02:00,6739
2008-10-20 01:00:00+02:00,5092
2008-10-20 01:15:00+02:00,3893
2008-10-20 01:30:00+02:00,1911
2008-10-20 01:45:00+02:00,94
2008-10-20 02:00:00+02:00,4193
2008-10-20 02:15:00+02:00,2747
2008-10-20 02:30:00+02:00,3266
2008-10-20 02:45:00+02:00,3255
2008-10-20 03:00:00+02:00,1409
2008-10-20 03:15:00+02:00,1927
2008-10-20 03:30:00+02:00,2119
2008-10-20 03:45:00+02:00,2637
2008-10-20 04:00:00+02:00,3971
2008-10-20 04:15:00+02:00,3104
2008-10-20 04:30:00+02:00,1644
2008-10-20 04:45:00+02:00,2077
2008-10-20 05:00:00+02:00,2085
2008-10-20 05:15:00+02:00,3164
2008-10-20 05:30:00+02:00,3246
2008-10-20 05:45:00+02:00,2635
2008-10-20 06:00:00+02:00,3993
2008-10-20 06:15:00+02:00,4911
2008-10-20 06:30:00+02:00,2601
2008-10-20 06:45:00+02:00,3040
2008-10-20 07:00:00+02:00,1124
2008-10-20 07:15:00+02:00,1563
2008-10-20 07:30:00+02:00,301
2008-10-20 07:45:00+02:00,562
2008-10-20 08:00:00+02:00,2416
2008-10-20 08:15:00+02:00,130
2008-10-20 08:30:00+02:00,0
2008-10-20 08:45:00+02:00,1110
2008-10-20 09:00:00+02:00,1206
2008-10-20 09:15:00+02:00,2050
2008-10-20 09:30:00+02:00,312
2008-10-20 09:45:00+02:00,633
2008-10-20 10:00:00+02:00,1684
2008-10-20 10:15:00+02:00,1220
2008-10-20 10:30:00+02:00,675
2008-10-20 10:45:00+02:00,674
2008-10-20 11:00:00+02:00,1226
2008-10-20 11:15:00+02:00,675
2008-10-20 11:30:00+02:00,2180
2008-10-20 11:45:00+02:00,1317
2008-10-20 12:00:00+02:00,1900
2008-10-20 12:15:00+02:00,490
2008-10-20 12:30:00+02:00,2542
2008-10-20 12:45:00+02:00,2446
2008-10-20 13:00:00+02:00,1954
2008-10-20 13:15:00+02:00,728
2008-10-20 13:30:00+02:00,3006
2008-10-20 13:45:00+02:00,2049
2008-10-20 14:00:00+02:00,1826
2008-10-20 14:15:00+02:00,1238
2008-10-20 14:30:00+02:00,3189
2008-10-20 14:45:00+02:00,2406
2008-10-20 15:00:00+02:00,2987
2008-10-20 15:15:00+02:00,136
2008-10-20 15:30:00+02:00,1593
2008-10-20 15:45:00+02:00,1051
2008-10-20 16:00:00+02:00,1629
2008-10-20 16:15:00+02:00,1536
2008-10-20 16:30:00+02:00,1800
2008-10-20 16:45:00+02:00,2649
2008-10-20 17:00:00+02:00,1793
2008-10-20 17:15:00+02:00,2429
2008-10-20 17:30:00+02:00,2075
2008-10-20 17:45:00+02:00,2069
2008-10-20 18:00:00+02:00,764
2008-10-20 18:15:00+02:00,3106
2008-10-20 18:30:00+02:00,2567
2008-10-20 18:45:00+02:00,2623
2008-10-20 19:00:00+02:00,435
2008-10-20 19:15:00+02:00,4640
2008-10-20 19:30:00+02:00,4322
2008-10-20 19:45:00+02:00,6054
2008-10-20 20:00:00+02:00,5830
2008-10-20 20:15:00+02:00,7033
2008-10-20 20:30:00+02:00,9390
2008-10-20 20:45:00+02:00,7607
2008-10-20 21:00:00+02:00,9192
2008-10-20 21:15:00+02:00,1986
2008-10-20 21:30:00+02:00,6399
2008-10-20 21:45:00+02:00,5758
2008-10-20 22:00:00+02:00,3848
2008-10-20 22:15:00+02:00,4196
2008-10-20 22:30:00+02:00,6360
2008-10-20 22:45:00+02:00,3844
2008-10-20 23:00:00+02:00,3062
2008-10-20 23:15:00+02:00,3310
2008-10-20 23:30:00+02:00,4404
2008-10-20 23:45:00+02:00,4110
2008-10-21 00:00:00+02:00,3602
2008-10-21 00:15:00+02:00,157
2008-10-21 00:30:00+02:00,1226
2008-10-21 00:45:00+02:00,2217
2008-10-21 01:00:00+02:00,5431
2008-10-21 01:15:00+02:00,2049
2008-10-21 01:30:00+02:00,2680
2008-10-21 01:45:00+02:00,4354
2008-10-21 02:00:00+02:00,3822
2008-10-21 02:15:00+02:00,3301
2008-10-21 02:30:00+02:00,4624
2008-10-21 02:45:00+02:00,2713
2008-10-21 03:00:00+02:00,3336
2008-10-21 03:15:00+02:00,1321
2008-10-21 03:30:00+02:00,3174
2008-10-21 03:45:00+02:00,1162
2008-10-21 04:00:00+02:00,2496
