profile,period,day,time,power
G6,Transition,Sunday,20:15,230.1
G6,Transition,Sunday,20:30,224.3
G6,Transition,Sunday,20:45,217.1
G6,Transition,Sunday,21:00,208.0
G6,Transition,Sunday,21:15,197.2
G6,Transition,Sunday,21:30,184.8
G6,Transition,Sunday,21:45,170.9
G6,Transition,Sunday,22:00,155.9
G6,Transition,Sunday,22:15,140.2
G6,Transition,Sunday,22:30,124.6
G6,Transition,Sunday,22:45,109.7
G6,Transition,Sunday,23:00,96.0
G6,Transition,Sunday,23:15,83.9
G6,Transition,Sunday,23:30,73.4
G6,Transition,Sunday,23:45,64.7
L0,Summer,Workday,00:00,66.1
L0,Summer,Workday,00:15,63.1
L0,Summer,Workday,00:30,60.5
L0,Summer,Workday,00:45,58.4
L0,Summer,Workday,01:00,56.7
L0,Summer,Workday,01:15,55.4
L0,Summer,Workday,01:30,54.4
L0,Summer,Workday,01:45,53.7
L0,Summer,Workday,02:00,53.2
L0,Summer,Workday,02:15,52.7
L0,Summer,Workday,02:30,52.3
L0,Summer,Workday,02:45,51.9
L0,Summer,Workday,03:00,51.4
L0,Summer,Workday,03:15,51.0
L0,Summer,Workday,03:30,50.5
L0,Summer,Workday,03:45,50.0
L0,Summer,Workday,04:00,49.6
L0,Summer,Workday,04:15,49.4
L0,Summer,Workday,04:30,49.5
L0,Summer,Workday,04:45,50.0
L0,Summer,Workday,05:00,51.2
L0,Summer,Workday,05:15,52.9
L0,Summer,Workday,05:30,55.3
L0,Summer,Workday,05:45,58.4
L0,Summer,Workday,06:00,62.2
L0,Summer,Workday,06:15,67.4
L0,Summer,Workday,06:30,74.8
L0,Summer,Workday,06:45,85.2
L0,Summer,Workday,07:00,98.9
L0,Summer,Workday,07:15,114.9
L0,Summer,Workday,07:30,131.8
L0,Summer,Workday,07:45,148.2
L0,Summer,Workday,08:00,162.6
L0,Summer,Workday,08:15,173.9
L0,Summer,Workday,08:30,180.6
L0,Summer,Workday,08:45,181.6
L0,Summer,Workday,09:00,176.1
L0,Summer,Workday,09:15,166.1
L0,Summer,Workday,09:30,154.1
L0,Summer,Workday,09:45,142.6
L0,Summer,Workday,10:00,133.8
L0,Summer,Workday,10:15,128.2
L0,Summer,Workday,10:30,125.8
L0,Summer,Workday,10:45,126.9
L0,Summer,Workday,11:00,131.2
L0,Summer,Workday,11:15,136.6
L0,Summer,Workday,11:30,140.9
L0,Summer,Workday,11:45,141.7
L0,Summer,Workday,12:00,137.4
L0,Summer,Workday,12:15,129.4
L0,Summer,Workday,12:30,119.9
L0,Summer,Workday,12:45,111.2
L0,Summer,Workday,13:00,104.8
L0,Summer,Workday,13:15,100.8
L0,Summer,Workday,13:30,98.5
L0,Summer,Workday,13:45,97.3
L0,Summer,Workday,14:00,96.5
L0,Summer,Workday,14:15,96.2
L0,Summer,Workday,14:30,96.2
L0,Summer,Workday,14:45,96.3
L0,Summer,Workday,15:00,96.7
L0,Summer,Workday,15:15,97.0
L0,Summer,Workday,15:30,97.2
L0,Summer,Workday,15:45,97.3
L0,Summer,Workday,16:00,97.0
L0,Summer,Workday,16:15,96.8
L0,Summer,Workday,16:30,97.1
L0,Summer,Workday,16:45,98.2
L0,Summer,Workday,17:00,100.6
L0,Summer,Workday,17:15,104.8
L0,Summer,Workday,17:30,111.5
L0,Summer,Workday,17:45,121.3
L0,Summer,Workday,18:00,134.4
L0,Summer,Workday,18:15,148.9
L0,Summer,Workday,18:30,162.6
L0,Summer,Workday,18:45,173.2
L0,Summer,Workday,19:00,178.9
L0,Summer,Workday,19:15,179.8
L0,Summer,Workday,19:30,176.5
L0,Summer,Workday,19:45,169.5
L0,Summer,Workday,20:00,159.6
L0,Summer,Workday,20:15,148.1
L0,Summer,Workday,20:30,136.4
L0,Summer,Workday,20:45,126.0
L0,Summer,Workday,21:00,117.9
L0,Summer,Workday,21:15,111.9
L0,Summer,Workday,21:30,107.1
L0,Summer,Workday,21:45,102.8
L0,Summer,Workday,22:00,98.5
L0,Summer,Workday,22:15,94.1
L0,Summer,Workday,22:30,89.6
L0,Summer,Workday,22:45,85.2
L0,Summer,Workday,23:00,81.0
L0,Summer,Workday,23:15,76.9
L0,Summer,Workday,23:30,73.1
L0,Summer,Workday,23:45,69.5
L0,Summer,Saturday,00:00,67.2
L0,Summer,Saturday,00:15,65.6
L0,Summer,Saturday,00:30,64.3
L0,Summer,Saturday,00:45,63.0
L0,Summer,Saturday,01:00,61.4
L0,Summer,Saturday,01:15,59.7
L0,Summer,Saturday,01:30,58.0
L0,Summer,Saturday,01:45,56.5
L0,Summer,Saturday,02:00,55.2
L0,Summer,Saturday,02:15,54.2
L0,Summer,Saturday,02:30,53.4
L0,Summer,Saturday,02:45,52.8
L0,Summer,Saturday,03:00,52.3
L0,Summer,Saturday,03:15,51.8
L0,Summer,Saturday,03:30,51.4
L0,Summer,Saturday,03:45,50.9
L0,Summer,Saturday,04:00,50.5
L0,Summer,Saturday,04:15,50.2
L0,Summer,Saturday,04:30,50.0
L0,Summer,Saturday,04:45,50.0
L0,Summer,Saturday,05:00,50.3
L0,Summer,Saturday,05:15,50.9
L0,Summer,Saturday,05:30,51.7
L0,Summer,Saturday,05:45,52.8
L0,Summer,Saturday,06:00,54.4
L0,Summer,Saturday,06:15,57.2
L0,Summer,Saturday,06:30,62.2
L0,Summer,Saturday,06:45,70.4
L0,Summer,Saturday,07:00,82.4
L0,Summer,Saturday,07:15,97.4
L0,Summer,Saturday,07:30,114.2
L0,Summer,Saturday,07:45,131.5
L0,Summer,Saturday,08:00,148.2
L0,Summer,Saturday,08:15,162.8
L0,Summer,Saturday,08:30,173.8
L0,Summer,Saturday,08:45,179.7
L0,Summer,Saturday,09:00,179.6
L0,Summer,Saturday,09:15,174.9
L0,Summer,Saturday,09:30,167.2
L0,Summer,Saturday,09:45,158.4
L0,Summer,Saturday,10:00,150.1
L0,Summer,Saturday,10:15,143.4
L0,Summer,Saturday,10:30,139.1
L0,Summer,Saturday,10:45,138.0
L0,Summer,Saturday,11:00,140.4
L0,Summer,Saturday,11:15,144.4
L0,Summer,Saturday,11:30,147.5
L0,Summer,Saturday,11:45,147.3
L0,Summer,Saturday,12:00,142.0
L0,Summer,Saturday,12:15,133.1
L0,Summer,Saturday,12:30,122.7
L0,Summer,Saturday,12:45,113.0
L0,Summer,Saturday,13:00,105.7
L0,Summer,Saturday,13:15,100.6
L0,Summer,Saturday,13:30,96.8
L0,Summer,Saturday,13:45,93.6
L0,Summer,Saturday,14:00,90.3
L0,Summer,Saturday,14:15,87.1
L0,Summer,Saturday,14:30,84.4
L0,Summer,Saturday,14:45,82.4
L0,Summer,Saturday,15:00,81.5
L0,Summer,Saturday,15:15,81.3
L0,Summer,Saturday,15:30,81.4
L0,Summer,Saturday,15:45,81.5
L0,Summer,Saturday,16:00,81.3
L0,Summer,Saturday,16:15,81.3
L0,Summer,Saturday,16:30,81.8
L0,Summer,Saturday,16:45,83.4
L0,Summer,Saturday,17:00,86.6
L0,Summer,Saturday,17:15,91.7
L0,Summer,Saturday,17:30,99.2
L0,Summer,Saturday,17:45,109.3
L0,Summer,Saturday,18:00,122.1
L0,Summer,Saturday,18:15,135.8
L0,Summer,Saturday,18:30,148.6
L0,Summer,Saturday,18:45,158.4
L0,Summer,Saturday,19:00,163.6
L0,Summer,Saturday,19:15,164.4
L0,Summer,Saturday,19:30,161.5
L0,Summer,Saturday,19:45,155.6
L0,Summer,Saturday,20:00,147.4
L0,Summer,Saturday,20:15,137.8
L0,Summer,Saturday,20:30,127.9
L0,Summer,Saturday,20:45,118.6
L0,Summer,Saturday,21:00,110.7
L0,Summer,Saturday,21:15,104.1
L0,Summer,Saturday,21:30,98.5
L0,Summer,Saturday,21:45,93.6
L0,Summer,Saturday,22:00,88.9
L0,Summer,Saturday,22:15,84.6
L0,Summer,Saturday,22:30,80.6
L0,Summer,Saturday,22:45,76.9
L0,Summer,Saturday,23:00,73.4
L0,Summer,Saturday,23:15,70.3
L0,Summer,Saturday,23:30,67.4
L0,Summer,Saturday,23:45,64.8
L0,Summer,Sunday,00:00,62.6
L0,Summer,Sunday,00:15,60.6
L0,Summer,Sunday,00:30,58.9
L0,Summer,Sunday,00:45,57.4
L0,Summer,Sunday,01:00,56.2
L0,Summer,Sunday,01:15,55.2
L0,Summer,Sunday,01:30,54.4
L0,Summer,Sunday,01:45,53.7
L0,Summer,Sunday,02:00,53.2
L0,Summer,Sunday,02:15,52.7
L0,Summer,Sunday,02:30,52.3
L0,Summer,Sunday,02:45,51.9
L0,Summer,Sunday,03:00,51.4
L0,Summer,Sunday,03:15,50.9
L0,Summer,Sunday,03:30,50.5
L0,Summer,Sunday,03:45,50.0
L0,Summer,Sunday,04:00,49.6
L0,Summer,Sunday,04:15,49.4
L0,Summer,Sunday,04:30,49.5
L0,Summer,Sunday,04:45,50.0
L0,Summer,Sunday,05:00,51.2
L0,Summer,Sunday,05:15,53.1
L0,Summer,Sunday,05:30,56.0
L0,Summer,Sunday,05:45,60.2
L0,Summer,Sunday,06:00,65.8
L0,Summer,Sunday,06:15,73.2
L0,Summer,Sunday,06:30,82.6
L0,Summer,Sunday,06:45,94.5
L0,Summer,Sunday,07:00,108.8
L0,Summer,Sunday,07:15,124.7
L0,Summer,Sunday,07:30,141.0
L0,Summer,Sunday,07:45,156.5
L0,Summer,Sunday,08:00,170.1
L0,Summer,Sunday,08:15,180.5
L0,Summer,Sunday,08:30,186.6
L0,Summer,Sunday,08:45,187.1
L0,Summer,Sunday,09:00,181.6
L0,Summer,Sunday,09:15,171.8
L0,Summer,Sunday,09:30,160.1
L0,Summer,Sunday,09:45,149.1
L0,Summer,Sunday,10:00,140.8
L0,Summer,Sunday,10:15,135.6
L0,Summer,Sunday,10:30,133.7
L0,Summer,Sunday,10:45,135.2
L0,Summer,Sunday,11:00,139.9
L0,Summer,Sunday,11:15,145.6
L0,Summer,Sunday,11:30,149.8
L0,Summer,Sunday,11:45,150.1
L0,Summer,Sunday,12:00,144.6
L0,Summer,Sunday,12:15,135.3
L0,Summer,Sunday,12:30,124.5
L0,Summer,Sunday,12:45,114.9
L0,Summer,Sunday,13:00,108.4
L0,Summer,Sunday,13:15,104.7
L0,Summer,Sunday,13:30,102.8
L0,Summer,Sunday,13:45,101.9
L0,Summer,Sunday,14:00,101.1
L0,Summer,Sunday,14:15,100.4
L0,Summer,Sunday,14:30,99.7
L0,Summer,Sunday,14:45,99.1
L0,Summer,Sunday,15:00,98.6
L0,Summer,Sunday,15:15,98.1
L0,Summer,Sunday,15:30,97.7
L0,Summer,Sunday,15:45,97.3
L0,Summer,Sunday,16:00,96.9
L0,Summer,Sunday,16:15,96.9
L0,Summer,Sunday,16:30,97.5
L0,Summer,Sunday,16:45,99.1
L0,Summer,Sunday,17:00,102.1
L0,Summer,Sunday,17:15,106.8
L0,Summer,Sunday,17:30,113.7
L0,Summer,Sunday,17:45,123.2
L0,Summer,Sunday,18:00,135.4
L0,Summer,Sunday,18:15,148.9
L0,Summer,Sunday,18:30,161.8
L0,Summer,Sunday,18:45,172.3
L0,Summer,Sunday,19:00,178.8
L0,Summer,Sunday,19:15,181.1
L0,Summer,Sunday,19:30,179.2
L0,Summer,Sunday,19:45,173.2
L0,Summer,Sunday,20:00,163.4
L0,Summer,Sunday,20:15,151.4
L0,Summer,Sunday,20:30,138.9
L0,Summer,Sunday,20:45,127.8
L0,Summer,Sunday,21:00,119.5
L0,Summer,Sunday,21:15,113.5
L0,Summer,Sunday,21:30,108.8
L0,Summer,Sunday,21:45,104.7
L0,Summer,Sunday,22:00,100.2
L0,Summer,Sunday,22:15,95.4
L0,Summer,Sunday,22:30,90.4
L0,Summer,Sunday,22:45,85.2
L0,Summer,Sunday,23:00,80.0
L0,Summer,Sunday,23:15,75.0
L0,Summer,Sunday,23:30,70.5
L0,Summer,Sunday,23:45,66.7
L0,Winter,Workday,00:00,72.4
L0,Winter,Workday,00:15,69.4
L0,Winter,Workday,00:30,66.9
L0,Winter,Workday,00:45,64.8
L0,Winter,Workday,01:00,63.2
L0,Winter,Workday,01:15,61.9
L0,Winter,Workday,01:30,61.0
L0,Winter,Workday,01:45,60.2
L0,Winter,Workday,02:00,59.6
L0,Winter,Workday,02:15,59.2
L0,Winter,Workday,02:30,58.8
L0,Winter,Workday,02:45,58.4
L0,Winter,Workday,03:00,57.9
L0,Winter,Workday,03:15,57.4
L0,Winter,Workday,03:30,56.9
L0,Winter,Workday,03:45,56.5
L0,Winter,Workday,04:00,56.3
L0,Winter,Workday,04:15,56.3
L0,Winter,Workday,04:30,56.6
L0,Winter,Workday,04:45,57.4
L0,Winter,Workday,05:00,58.8
L0,Winter,Workday,05:15,60.9
L0,Winter,Workday,05:30,63.8
L0,Winter,Workday,05:45,67.6
L0,Winter,Workday,06:00,72.5
L0,Winter,Workday,06:15,79.0
L0,Winter,Workday,06:30,87.7
L0,Winter,Workday,06:45,99.1
L0,Winter,Workday,07:00,113.6
L0,Winter,Workday,07:15,130.5
L0,Winter,Workday,07:30,148.9
L0,Winter,Workday,07:45,167.7
L0,Winter,Workday,08:00,185.8
L0,Winter,Workday,08:15,201.7
L0,Winter,Workday,08:30,213.6
L0,Winter,Workday,08:45,219.5
L0,Winter,Workday,09:00,218.5
L0,Winter,Workday,09:15,211.6
L0,Winter,Workday,09:30,200.8
L0,Winter,Workday,09:45,188.0
L0,Winter,Workday,10:00,175.0
L0,Winter,Workday,10:15,163.4
L0,Winter,Workday,10:30,154.5
L0,Winter,Workday,10:45,150.1
L0,Winter,Workday,11:00,150.7
L0,Winter,Workday,11:15,154.1
L0,Winter,Workday,11:30,157.4
L0,Winter,Workday,11:45,157.5
L0,Winter,Workday,12:00,152.2
L0,Winter,Workday,12:15,143.2
L0,Winter,Workday,12:30,132.7
L0,Winter,Workday,12:45,123.2
L0,Winter,Workday,13:00,116.5
L0,Winter,Workday,13:15,112.5
L0,Winter,Workday,13:30,110.3
L0,Winter,Workday,13:45,109.3
L0,Winter,Workday,14:00,108.8
L0,Winter,Workday,14:15,108.5
L0,Winter,Workday,14:30,108.4
L0,Winter,Workday,14:45,108.4
L0,Winter,Workday,15:00,108.3
L0,Winter,Workday,15:15,108.3
L0,Winter,Workday,15:30,108.6
L0,Winter,Workday,15:45,109.3
L0,Winter,Workday,16:00,110.6
L0,Winter,Workday,16:15,113.1
L0,Winter,Workday,16:30,117.4
L0,Winter,Workday,16:45,124.1
L0,Winter,Workday,17:00,133.7
L0,Winter,Workday,17:15,146.0
L0,Winter,Workday,17:30,160.5
L0,Winter,Workday,17:45,176.9
L0,Winter,Workday,18:00,194.5
L0,Winter,Workday,18:15,211.5
L0,Winter,Workday,18:30,226.1
L0,Winter,Workday,18:45,236.2
L0,Winter,Workday,19:00,240.4
L0,Winter,Workday,19:15,238.7
L0,Winter,Workday,19:30,231.5
L0,Winter,Workday,19:45,219.5
L0,Winter,Workday,20:00,203.4
L0,Winter,Workday,20:15,184.9
L0,Winter,Workday,20:30,166.1
L0,Winter,Workday,20:45,149.1
L0,Winter,Workday,21:00,135.6
L0,Winter,Workday,21:15,125.2
L0,Winter,Workday,21:30,117.3
L0,Winter,Workday,21:45,111.2
L0,Winter,Workday,22:00,106.1
L0,Winter,Workday,22:15,101.7
L0,Winter,Workday,22:30,97.7
L0,Winter,Workday,22:45,93.6
L0,Winter,Workday,23:00,89.1
L0,Winter,Workday,23:15,84.6
L0,Winter,Workday,23:30,80.1
L0,Winter,Workday,23:45,76.0
L0,Winter,Saturday,00:00,73.9
L0,Winter,Saturday,00:15,73.0
L0,Winter,Saturday,00:30,72.6
L0,Winter,Saturday,00:45,72.3
L0,Winter,Saturday,01:00,71.5
L0,Winter,Saturday,01:15,70.4
L0,Winter,Saturday,01:30,69.1
L0,Winter,Saturday,01:45,67.6
L0,Winter,Saturday,02:00,66.2
L0,Winter,Saturday,02:15,64.8
L0,Winter,Saturday,02:30,63.4
L0,Winter,Saturday,02:45,62.1
L0,Winter,Saturday,03:00,60.7
L0,Winter,Saturday,03:15,59.4
L0,Winter,Saturday,03:30,58.3
L0,Winter,Saturday,03:45,57.4
L0,Winter,Saturday,04:00,56.9
L0,Winter,Saturday,04:15,56.8
L0,Winter,Saturday,04:30,57.0
L0,Winter,Saturday,04:45,57.4
L0,Winter,Saturday,05:00,58.2
L0,Winter,Saturday,05:15,59.2
L0,Winter,Saturday,05:30,60.5
L0,Winter,Saturday,05:45,62.1
L0,Winter,Saturday,06:00,64.1
L0,Winter,Saturday,06:15,67.4
L0,Winter,Saturday,06:30,72.9
L0,Winter,Saturday,06:45,81.5
L0,Winter,Saturday,07:00,93.9
L0,Winter,Saturday,07:15,109.4
L0,Winter,Saturday,07:30,126.9
L0,Winter,Saturday,07:45,145.4
L0,Winter,Saturday,08:00,163.8
L0,Winter,Saturday,08:15,181.0
L0,Winter,Saturday,08:30,195.6
L0,Winter,Saturday,08:45,206.6
L0,Winter,Saturday,09:00,212.9
L0,Winter,Saturday,09:15,214.6
L0,Winter,Saturday,09:30,212.1
L0,Winter,Saturday,09:45,205.6
L0,Winter,Saturday,10:00,195.9
L0,Winter,Saturday,10:15,185.0
L0,Winter,Saturday,10:30,175.4
L0,Winter,Saturday,10:45,169.5
L0,Winter,Saturday,11:00,168.9
L0,Winter,Saturday,11:15,171.3
L0,Winter,Saturday,11:30,173.5
L0,Winter,Saturday,11:45,172.3
L0,Winter,Saturday,12:00,165.4
L0,Winter,Saturday,12:15,154.5
L0,Winter,Saturday,12:30,142.0
L0,Winter,Saturday,12:45,130.6
L0,Winter,Saturday,13:00,122.1
L0,Winter,Saturday,13:15,116.1
L0,Winter,Saturday,13:30,111.6
L0,Winter,Saturday,13:45,107.4
L0,Winter,Saturday,14:00,102.9
L0,Winter,Saturday,14:15,98.2
L0,Winter,Saturday,14:30,94.0
L0,Winter,Saturday,14:45,90.8
L0,Winter,Saturday,15:00,88.9
L0,Winter,Saturday,15:15,88.2
L0,Winter,Saturday,15:30,88.0
L0,Winter,Saturday,15:45,88.0
L0,Winter,Saturday,16:00,87.9
L0,Winter,Saturday,16:15,88.5
L0,Winter,Saturday,16:30,90.9
L0,Winter,Saturday,16:45,96.3
L0,Winter,Saturday,17:00,105.5
L0,Winter,Saturday,17:15,117.8
L0,Winter,Saturday,17:30,132.7
L0,Winter,Saturday,17:45,149.1
L0,Winter,Saturday,18:00,166.4
L0,Winter,Saturday,18:15,183.4
L0,Winter,Saturday,18:30,199.0
L0,Winter,Saturday,18:45,212.1
L0,Winter,Saturday,19:00,221.5
L0,Winter,Saturday,19:15,226.2
L0,Winter,Saturday,19:30,224.9
L0,Winter,Saturday,19:45,216.8
L0,Winter,Saturday,20:00,201.3
L0,Winter,Saturday,20:15,181.3
L0,Winter,Saturday,20:30,160.3
L0,Winter,Saturday,20:45,141.7
L0,Winter,Saturday,21:00,128.3
L0,Winter,Saturday,21:15,119.3
L0,Winter,Saturday,21:30,113.2
L0,Winter,Saturday,21:45,108.4
L0,Winter,Saturday,22:00,103.7
L0,Winter,Saturday,22:15,98.8
L0,Winter,Saturday,22:30,93.9
L0,Winter,Saturday,22:45,88.9
L0,Winter,Saturday,23:00,84.0
L0,Winter,Saturday,23:15,79.3
L0,Winter,Saturday,23:30,75.0
L0,Winter,Saturday,23:45,71.3
L0,Winter,Sunday,00:00,68.3
L0,Winter,Sunday,00:15,66.0
L0,Winter,Sunday,00:30,64.3
L0,Winter,Sunday,00:45,63.0
L0,Winter,Sunday,01:00,62.1
L0,Winter,Sunday,01:15,61.4
L0,Winter,Sunday,01:30,60.8
L0,Winter,Sunday,01:45,60.2
L0,Winter,Sunday,02:00,59.5
L0,Winter,Sunday,02:15,58.8
L0,Winter,Sunday,02:30,58.0
L0,Winter,Sunday,02:45,57.4
L0,Winter,Sunday,03:00,57.0
L0,Winter,Sunday,03:15,56.7
L0,Winter,Sunday,03:30,56.6
L0,Winter,Sunday,03:45,56.5
L0,Winter,Sunday,04:00,56.4
L0,Winter,Sunday,04:15,56.5
L0,Winter,Sunday,04:30,56.8
L0,Winter,Sunday,04:45,57.4
L0,Winter,Sunday,05:00,58.5
L0,Winter,Sunday,05:15,60.5
L0,Winter,Sunday,05:30,63.7
L0,Winter,Sunday,05:45,68.5
L0,Winter,Sunday,06:00,75.3
L0,Winter,Sunday,06:15,84.1
L0,Winter,Sunday,06:30,94.8
L0,Winter,Sunday,06:45,107.4
L0,Winter,Sunday,07:00,121.9
L0,Winter,Sunday,07:15,137.8
L0,Winter,Sunday,07:30,155.0
L0,Winter,Sunday,07:45,173.2
L0,Winter,Sunday,08:00,191.7
L0,Winter,Sunday,08:15,208.6
L0,Winter,Sunday,08:30,221.4
L0,Winter,Sunday,08:45,227.9
L0,Winter,Sunday,09:00,226.4
L0,Winter,Sunday,09:15,218.6
L0,Winter,Sunday,09:30,206.6
L0,Winter,Sunday,09:45,192.7
L0,Winter,Sunday,10:00,178.9
L0,Winter,Sunday,10:15,167.0
L0,Winter,Sunday,10:30,158.1
L0,Winter,Sunday,10:45,153.8
L0,Winter,Sunday,11:00,154.6
L0,Winter,Sunday,11:15,158.2
L0,Winter,Sunday,11:30,161.5
L0,Winter,Sunday,11:45,161.2
L0,Winter,Sunday,12:00,155.2
L0,Winter,Sunday,12:15,145.4
L0,Winter,Sunday,12:30,134.4
L0,Winter,Sunday,12:45,125.0
L0,Winter,Sunday,13:00,119.4
L0,Winter,Sunday,13:15,116.9
L0,Winter,Sunday,13:30,116.1
L0,Winter,Sunday,13:45,115.8
L0,Winter,Sunday,14:00,114.8
L0,Winter,Sunday,14:15,113.2
L0,Winter,Sunday,14:30,111.3
L0,Winter,Sunday,14:45,109.3
L0,Winter,Sunday,15:00,107.5
L0,Winter,Sunday,15:15,106.1
L0,Winter,Sunday,15:30,105.4
L0,Winter,Sunday,15:45,105.6
L0,Winter,Sunday,16:00,106.9
L0,Winter,Sunday,16:15,109.8
L0,Winter,Sunday,16:30,114.4
L0,Winter,Sunday,16:45,121.3
L0,Winter,Sunday,17:00,130.7
L0,Winter,Sunday,17:15,142.4
L0,Winter,Sunday,17:30,156.1
L0,Winter,Sunday,17:45,171.4
L0,Winter,Sunday,18:00,187.8
L0,Winter,Sunday,18:15,204.1
L0,Winter,Sunday,18:30,218.5
L0,Winter,Sunday,18:45,229.7
L0,Winter,Sunday,19:00,236.2
L0,Winter,Sunday,19:15,237.4
L0,Winter,Sunday,19:30,232.9
L0,Winter,Sunday,19:45,222.3
L0,Winter,Sunday,20:00,205.7
L0,Winter,Sunday,20:15,185.5
L0,Winter,Sunday,20:30,164.7
L0,Winter,Sunday,20:45,146.4
L0,Winter,Sunday,21:00,132.6
L0,Winter,Sunday,21:15,123.0
L0,Winter,Sunday,21:30,116.3
L0,Winter,Sunday,21:45,111.2
L0,Winter,Sunday,22:00,106.6
L0,Winter,Sunday,22:15,102.1
L0,Winter,Sunday,22:30,97.6
L0,Winter,Sunday,22:45,92.6
L0,Winter,Sunday,23:00,87.2
L0,Winter,Sunday,23:15,81.6
L0,Winter,Sunday,23:30,76.5
L0,Winter,Sunday,23:45,72.3
L0,Transition,Workday,00:00,70.3
L0,Transition,Workday,00:15,67.1
L0,Transition,Workday,00:30,64.3
L0,Transition,Workday,00:45,62.1
L0,Transition,Workday,01:00,60.3
L0,Transition,Workday,01:15,59.1
L0,Transition,Workday,01:30,58.1
L0,Transition,Workday,01:45,57.4
L0,Transition,Workday,02:00,56.9
L0,Transition,Workday,02:15,56.4
L0,Transition,Workday,02:30,56.0
L0,Transition,Workday,02:45,55.6
L0,Transition,Workday,03:00,55.1
L0,Transition,Workday,03:15,54.5
L0,Transition,Workday,03:30,54.1
L0,Transition,Workday,03:45,53.7
L0,Transition,Workday,04:00,53.6
L0,Transition,Workday,04:15,53.7
L0,Transition,Workday,04:30,54.0
L0,Transition,Workday,04:45,54.7
L0,Transition,Workday,05:00,55.6
L0,Transition,Workday,05:15,57.2
L0,Transition,Workday,05:30,59.8
L0,Transition,Workday,05:45,63.9
L0,Transition,Workday,06:00,69.8
L0,Transition,Workday,06:15,77.6
L0,Transition,Workday,06:30,87.6
L0,Transition,Workday,06:45,100.0
L0,Transition,Workday,07:00,114.8
L0,Transition,Workday,07:15,131.3
L0,Transition,Workday,07:30,148.6
L0,Transition,Workday,07:45,165.8
L0,Transition,Workday,08:00,181.9
L0,Transition,Workday,08:15,195.1
L0,Transition,Workday,08:30,203.4
L0,Transition,Workday,08:45,204.7
L0,Transition,Workday,09:00,198.0
L0,Transition,Workday,09:15,185.5
L0,Transition,Workday,09:30,170.6
L0,Transition,Workday,09:45,156.5
L0,Transition,Workday,10:00,145.9
L0,Transition,Workday,10:15,139.0
L0,Transition,Workday,10:30,135.5
L0,Transition,Workday,10:45,135.2
L0,Transition,Workday,11:00,137.5
L0,Transition,Workday,11:15,140.7
L0,Transition,Workday,11:30,143.1
L0,Transition,Workday,11:45,142.6
L0,Transition,Workday,12:00,138.2
L0,Transition,Workday,12:15,130.9
L0,Transition,Workday,12:30,122.5
L0,Transition,Workday,12:45,114.9
L0,Transition,Workday,13:00,109.4
L0,Transition,Workday,13:15,105.9
L0,Transition,Workday,13:30,103.9
L0,Transition,Workday,13:45,102.8
L0,Transition,Workday,14:00,102.1
L0,Transition,Workday,14:15,101.7
L0,Transition,Workday,14:30,101.4
L0,Transition,Workday,14:45,101.0
L0,Transition,Workday,15:00,100.4
L0,Transition,Workday,15:15,99.9
L0,Transition,Workday,15:30,99.4
L0,Transition,Workday,15:45,99.1
L0,Transition,Workday,16:00,99.2
L0,Transition,Workday,16:15,99.9
L0,Transition,Workday,16:30,101.6
L0,Transition,Workday,16:45,104.7
L0,Transition,Workday,17:00,109.4
L0,Transition,Workday,17:15,116.2
L0,Transition,Workday,17:30,125.6
L0,Transition,Workday,17:45,138.0
L0,Transition,Workday,18:00,153.5
L0,Transition,Workday,18:15,170.2
L0,Transition,Workday,18:30,185.8
L0,Transition,Workday,18:45,198.2
L0,Transition,Workday,19:00,205.5
L0,Transition,Workday,19:15,207.5
L0,Transition,Workday,19:30,204.7
L0,Transition,Workday,19:45,197.3
L0,Transition,Workday,20:00,185.9
L0,Transition,Workday,20:15,172.1
L0,Transition,Workday,20:30,157.7
L0,Transition,Workday,20:45,144.5
L0,Transition,Workday,21:00,133.8
L0,Transition,Workday,21:15,125.5
L0,Transition,Workday,21:30,118.8
L0,Transition,Workday,21:45,113.0
L0,Transition,Workday,22:00,107.7
L0,Transition,Workday,22:15,102.5
L0,Transition,Workday,22:30,97.6
L0,Transition,Workday,22:45,92.6
L0,Transition,Workday,23:00,87.7
L0,Transition,Workday,23:15,82.9
L0,Transition,Workday,23:30,78.3
L0,Transition,Workday,23:45,74.1
L0,Transition,Saturday,00:00,71.4
L0,Transition,Saturday,00:15,69.4
L0,Transition,Saturday,00:30,68.0
L0,Transition,Saturday,00:45,66.7
L0,Transition,Saturday,01:00,65.3
L0,Transition,Saturday,01:15,63.9
L0,Transition,Saturday,01:30,62.4
L0,Transition,Saturday,01:45,61.1
L0,Transition,Saturday,02:00,60.0
L0,Transition,Saturday,02:15,59.1
L0,Transition,Saturday,02:30,58.3
L0,Transition,Saturday,02:45,57.4
L0,Transition,Saturday,03:00,56.6
L0,Transition,Saturday,03:15,55.7
L0,Transition,Saturday,03:30,55.1
L0,Transition,Saturday,03:45,54.7
L0,Transition,Saturday,04:00,54.6
L0,Transition,Saturday,04:15,54.7
L0,Transition,Saturday,04:30,55.1
L0,Transition,Saturday,04:45,55.6
L0,Transition,Saturday,05:00,56.1
L0,Transition,Saturday,05:15,56.6
L0,Transition,Saturday,05:30,57.4
L0,Transition,Saturday,05:45,58.4
L0,Transition,Saturday,06:00,59.9
L0,Transition,Saturday,06:15,62.9
