timestep;demand;pv_radiation;wind_speed;wind_energy
1938;61000;0.1029532;6.871444;0.322620333
1939;77500;0.07392441;3.954627;0.07955225
1940;99000;0;6.119967;0.25999725
1941;112000;0;10.07079;0.5892325
1942;84000;0;7.654742;0.387895167
1943;56000;0;7.36642;0.363868333
1944;43000;0;6.703879;0.308656583
1945;41000;0;7.2011;0.350091667
1946;41000;0;4.718638;0.143219833
1947;41000;0;5.260232;0.188352667
1948;51000;0;6.296508;0.274709
1949;61000;0;6.631154;0.302596167
1950;76000;0;7.779158;0.398263167
1951;62400;0;6.924653;0.327054417
1952;62400;0.03143527;5.832003;0.23600025
1953;114100;0.02476099;5.634615;0.21955125
1954;118800;0.06453825;7.365674;0.363806167
1955;123800;0.1477586;7.836217;0.403018083
1956;120800;0.1446545;8.024389;0.418699083
1957;115800;0.1201474;7.645307;0.387108917
1958;116800;0.2627292;8.495887;0.457990583
1959;95800;0.1481094;9.333163;0.527763583
1960;94800;0.1140481;9.28345;0.523620833
1961;91000;0.03156354;9.01971;0.5016425
1962;61000;0.04157446;9.295271;0.524605917
1963;77500;0.07045097;7.945783;0.412148583
1964;99000;0;9.150406;0.512533833
1965;112000;0;10.57636;0.631363333
1966;84000;0;8.39286;0.449405
1967;56000;0;8.908489;0.492374083
1968;43000;0;6.224848;0.268737333
1969;41000;0;6.814454;0.317871167
1970;41000;0;5.231689;0.185974083
1971;41000;0;8.707908;0.475659
1972;51000;0;8.567955;0.46399625
1973;61000;0;6.370037;0.280836417
1974;76000;0;6.810901;0.317575083
1975;62400;0;6.54322;0.295268333
1976;62400;0.04986433;5.416655;0.201387917
1977;114100;0.08837878;6.690924;0.307577
1978;118800;0.08855361;9.069571;0.505797583
1979;123800;0.1908462;11.14358;0.678631667
1980;120800;0.263278;10.55573;0.629644167
1981;115800;0.2819479;11.60489;0.717074167
1982;116800;0.3405361;10.90424;0.658686667
1983;95800;0.1026577;12.92914;0.827428333
1984;94800;0.110694;9.438604;0.536550333
1985;91000;0.282664;12.37908;0.78159
1986;61000;0.07294138;8.3586;0.44655
1987;77500;0.07053869;8.524279;0.460356583
1988;99000;0;7.091947;0.340995583
1989;112000;0;5.889239;0.240769917
1990;84000;0;4.209394;0.100782833
1991;56000;0;2.687919;0
1992;43000;0;2.574657;0
1993;41000;0;1.100144;0
1994;41000;0;1.36922;0
1995;41000;0;1.364498;0
1996;51000;0;1.592635;0
1997;61000;0;2.405555;0
1998;76000;0;1.673262;0
1999;62400;0;1.184899;0
2000;62400;0.07633384;1.638578;0
2001;114100;0.1893274;1.169848;0
2002;118800;0.5150164;2.698371;0
2003;123800;0.3925599;4.572926;0.131077167
2004;120800;0.0565661;3.377078;0.031423167
2005;115800;0.2558259;3.766919;0.063909917
2006;116800;0.4516808;4.945942;0.162161833
2007;95800;0.3094522;2.319844;0
2008;94800;0.2869319;2.244907;0
2009;91000;0.09536108;3.124097;0.010341417
2010;61000;0.1287257;2.497735;0
2011;77500;0.05900315;1.824604;0
2012;99000;0;2.287843;0
2013;112000;0;2.875171;0
2014;84000;0;2.864425;0
2015;56000;0;2.508977;0
2016;43000;0;2.061222;0
2017;41000;0;1.042752;0
2018;41000;0;0.6657758;0
2019;41000;0;0.5261163;0
2020;51000;0;0.5664246;0
2021;61000;0;0.4997126;0
2022;76000;0;1.454374;0
2023;62400;0;0.9373353;0
2024;62400;0.0142625;0.3291554;0
2025;114100;0.1069659;0.1750631;0
2026;118800;0.1551841;0.8009772;0
2027;123800;0.1992252;1.237861;0
2028;120800;0.1663211;0.9855854;0
2029;115800;0.3562351;1.773187;0
2030;116800;0.164958;2.627569;0
2031;95800;0.2830608;2.833518;0
2032;94800;0.1223914;5.329504;0.194125333
2033;91000;0.196999;4.236981;0.10308175
2034;61000;0.07362365;3.219727;0.018310583
2035;77500;0.06336582;2.104223;0
2036;99000;0;2.440095;0
2037;112000;0;3.095049;0.00792075
2038;84000;0;3.237673;0.019806083
2039;56000;0;5.890017;0.24083475
2040;43000;0;5.176571;0.181380917
2041;41000;0;4.773234;0.1477695
2042;41000;0;3.328391;0.027365917
2043;41000;0;3.237468;0.019789
2044;51000;0;4.399151;0.116595917
2045;61000;0;3.603622;0.050301833
2046;76000;0;3.509528;0.042460667
2047;62400;0;4.876341;0.15636175
2048;62400;0.01128538;6.420842;0.285070167
2049;114100;0.02827259;5.151344;0.179278667
2050;118800;0.08583094;7.111646;0.342637167
2051;123800;0.0545448;4.803219;0.15026825
2052;120800;0.1924849;5.086157;0.173846417
2053;115800;0.05939718;3.926758;0.077229833
2054;116800;0.0108981;5.62364;0.218636667
2055;95800;0.02142624;7.599662;0.383305167
2056;94800;0.0072996;12.21195;0.7676625
2057;91000;0.03237597;8.748017;0.479001417
2058;61000;0.04557343;7.5196;0.376633333
2059;77500;0.06301338;6.507999;0.29233325
2060;99000;0;5.998919;0.249909917
2061;112000;0;5.396896;0.199741333
2062;84000;0;4.182459;0.09853825
2063;56000;0;5.879283;0.23994025
2064;43000;0;6.206515;0.267209583
2065;41000;0;6.807474;0.3172895
2066;41000;0;10.0331;0.586091667
2067;41000;0;10.37405;0.614504167
2068;51000;0;12.26378;0.771981667
2069;61000;0;10.14968;0.595806667
2070;76000;0;9.89476;0.574563333
2071;62400;0;9.969702;0.5808085
2072;62400;0.1593777;9.576656;0.548054667
2073;114100;0.4428843;8.76606;0.480505
2074;118800;0.489317;9.384933;0.53207775
2075;123800;0.8717049;10.41358;0.617798333
2076;120800;0.9076648;9.134924;0.511243667
2077;115800;0.7824346;8.773351;0.481112583
2078;116800;0.9367336;7.017301;0.334775083
2079;95800;0.9751446;7.912859;0.409404917
2080;94800;0.7868445;6.985866;0.3321555
2081;91000;0.4545814;6.576761;0.298063417
2082;61000;0.2036608;6.181011;0.26508425
2083;77500;0.0341197;5.138997;0.17824975
2084;99000;0;6.071559;0.25596325
2085;112000;0;5.299448;0.191620667
2086;84000;0;3.949369;0.079114083
2087;56000;0;2.878714;0
2088;43000;0;2.599598;0
2089;41000;0;1.947107;0
2090;41000;0;1.932476;0
2091;41000;0;3.136235;0.011352917
2092;51000;0;2.625851;0
2093;61000;0;2.272292;0
2094;76000;0;3.213522;0.0177935
2095;62400;0;2.937209;0
2096;62400;0.1498692;2.449473;0
2097;114100;0.359864;2.6846;0
2098;118800;0.6745976;2.967469;0
2099;123800;0.8442939;2.559715;0
2100;120800;1.055473;5.643381;0.22028175
2101;115800;0.9718875;5.273443;0.189453583
2102;116800;0.9500485;4.64224;0.136853333
2103;95800;0.9200982;6.52131;0.2934425
2104;94800;0.6889785;6.515672;0.292972667
2105;91000;0.5753272;8.529328;0.460777333
2106;61000;0.2979571;8.53767;0.4614725
2107;77500;0.08206941;5.332895;0.194407917
2108;99000;0;4.33197;0.1109975
2109;112000;0;4.063026;0.0885855
2110;84000;0;4.291308;0.107609
2111;56000;0;3.002805;0.00023375
2112;43000;0;4.87982;0.156651667
2113;41000;0;4.749075;0.14575625
2114;41000;0;3.465785;0.038815417
2115;41000;0;4.872093;0.15600775
2116;51000;0;4.054142;0.087845167
2117;61000;0;3.781366;0.065113833
2118;76000;0;3.458244;0.038187
2119;62400;0;3.581902;0.048491833
2120;62400;0.1589403;4.492959;0.12441325
2121;114100;0.4598964;5.591897;0.215991417
2122;118800;0.6923137;3.861427;0.071785583
2123;123800;0.7242165;4.553196;0.129433
2124;120800;0.7873403;4.654842;0.1379035
2125;115800;0.7524911;3.49072;0.040893333
2126;116800;0.6657432;3.804915;0.06707625
2127;95800;0.8167763;3.850371;0.07086425
2128;94800;0.6371258;5.327134;0.193927833
2129;91000;0.397049;6.317591;0.276465917
2130;61000;0.3273337;9.246972;0.520581
2131;77500;0.0678783;8.040336;0.420028
2132;99000;0;7.967943;0.41399525
2133;112000;0;7.177898;0.348158167
2134;84000;0;7.050792;0.337566
2135;56000;0;5.492591;0.207715917
2136;43000;0;6.130184;0.260848667
2137;41000;0;5.882705;0.240225417
2138;41000;0;2.652198;0
2139;41000;0;1.715217;0
2140;51000;0;0.8676378;0
2141;61000;0;1.079473;0
2142;76000;0;0.8317174;0
2143;62400;0;1.303336;0
2144;62400;0.09655311;2.460179;0
2145;114100;0.2789387;1.98737;0
2146;118800;0.5749003;1.90764;0
2147;123800;0.6900386;1.485532;0
2148;120800;0.8332796;1.586033;0
2149;115800;0.5687889;1.201885;0
2150;116800;0.4750326;1.791777;0
2151;95800;0.8550156;2.497353;0
2152;94800;0.5796;1.810157;0
2153;91000;0.2593634;0.7698746;0
2154;61000;0.1184745;1.963659;0
2155;77500;0.06122401;2.178694;0
2156;99000;0;1.543623;0
2157;112000;0;1.716136;0
2158;84000;0;1.994992;0
2159;56000;0;1.511208;0
2160;43000;0;2.819243;0
2161;41000;0;1.987921;0
2162;41000;0;2.589011;0
2163;41000;0;2.746797;0
2164;51000;0;4.328349;0.11069575
2165;61000;0;3.143029;0.011919083
2166;76000;0;2.973179;0
2167;62400;0;4.902548;0.158545667
2168;62400;0.08750966;4.944291;0.16202425
2169;114100;0.1212168;5.305692;0.192141
2170;118800;0.2124923;7.056161;0.338013417
2171;123800;0.1839167;9.547528;0.545627333
2172;120800;0.3379297;11.62769;0.718974167
2173;115800;0.4541661;13.94108;0.911756667
2174;116800;0.5828918;12.528;0.794
2175;95800;0.4302365;13.39805;0.866504167
2176;94800;0.09243925;11.22789;0.6856575
2177;91000;0.06089404;9.392272;0.532689333
2178;61000;0.08970919;6.875866;0.322988833
2179;77500;0.06471826;5.460993;0.20508275
2180;99000;0;4.332869;0.111072417
2181;112000;0;3.591758;0.049313167
2182;84000;0;4.084653;0.09038775
2183;56000;0;2.708623;0
2184;43000;0;1.57479;0
2185;41000;0;1.888755;0
2186;41000;0;0.6870403;0
2187;41000;0;1.601217;0
2188;51000;0;1.317415;0
2189;61000;0;1.248803;0
2190;76000;0;3.333465;0.02778875
2191;62400;0;2.40129;0
2192;62400;0.07860145;3.405303;0.03377525
2193;114100;0.2244008;2.891266;0
2194;118800;0.3274148;4.202236;0.100186333
2195;123800;0.5120934;3.974527;0.081210583
2196;120800;0.6854921;3.716424;0.059702
2197;115800;0.7726059;4.673952;0.139496
2198;116800;0.3809991;3.883823;0.073651917
2199;95800;0.3085512;4.653174;0.1377645
2200;94800;0.4939027;7.422214;0.368517833
2201;91000;0.3516764;6.291887;0.274323917
2202;61000;0.05818243;8.905717;0.492143083
2203;77500;0.05356244;7.128668;0.344055667
2204;99000;0;8.168976;0.430748
2205;112000;0;10.5435;0.628625
2206;84000;0;6.206718;0.2672265
2207;56000;0;7.20737;0.350614167
2208;43000;0;7.374722;0.364560167
2209;41000;0;5.776154;0.231346167
2210;41000;0;3.881181;0.07343175
2211;41000;0;4.263903;0.10532525
2212;51000;0;2.605642;0
2213;61000;0;3.523746;0.0436455
2214;76000;0;3.380005;0.031667083
2215;62400;0;3.369604;0.030800333
2216;62400;0.1404033;3.076082;0.006340167
2217;114100;0.2659787;3.15212;0.012676667
2218;118800;0.6452165;2.188131;0
2219;123800;0.8129509;2.774891;0
2220;120800;0.7583108;3.018151;0.001512583
2221;115800;0.8579348;4.45159;0.120965833
2222;116800;1.006209;5.539742;0.211645167
2223;95800;0.8004301;4.940342;0.161695167
2224;94800;0.5922127;6.632493;0.30270775
2225;91000;0.4192283;5.828785;0.235732083
2226;61000;0.1666368;5.384656;0.198721333
2227;77500;0.06794246;5.192201;0.182683417
2228;99000;0;6.248471;0.270705917
2229;112000;0;6.46258;0.288548333
2230;84000;0;5.706559;0.225546583
2231;56000;0;4.332358;0.111029833
2232;43000;0;3.945459;0.07878825
2233;41000;0;3.967185;0.08059875
2234;41000;0;2.983603;0
2235;41000;0;1.897678;0
2236;51000;0;2.715997;0
2237;61000;0;3.428013;0.03566775
2238;76000;0;3.945466;0.078788833
2239;62400;0;3.984883;0.082073583
2240;62400;0.07515513;3.253354;0.021112833
2241;114100;0.2115371;5.325845;0.193820417
2242;118800;0.3775951;4.885367;0.157113917
2243;123800;0.359326;4.695996;0.141333
2244;120800;0.3904889;2.386989;0
2245;115800;0.8362313;1.558292;0
2246;116800;1.006481;2.512498;0
2247;95800;0.7854779;1.475708;0
2248;94800;0.3455966;1.519004;0
2249;91000;0.1890474;3.611057;0.050921417
2250;61000;0.2318029;4.198032;0.099836
2251;77500;0.07046644;5.107614;0.1756345
2252;99000;0;5.693971;0.224497583
2253;112000;0;8.015983;0.417998583
2254;84000;0;7.690494;0.3908745
2255;56000;0;7.989644;0.415803667
2256;43000;0;5.750478;0.2292065
2257;41000;0;5.429373;0.20244775
2258;41000;0;3.873169;0.072764083
2259;41000;0;4.185157;0.098763083
2260;51000;0;4.390287;0.11585725
2261;61000;0;4.427699;0.118974917
2262;76000;0;5.13259;0.177715833
2263;62400;0;3.541292;0.045107667
2264;62400;0.1362297;4.598633;0.133219417
2265;114100;0.4141485;6.771389;0.314282417
2266;118800;0.6333405;7.67755;0.389795833
2267;123800;0.8263789;6.996936;0.333078
2268;120800;0.7100298;7.282239;0.35685325
2269;115800;0.7028458;10.03808;0.586506667
2270;116800;0.9104385;9.608649;0.55072075
2271;95800;0.7165016;7.734477;0.39453975
2272;94800;0.668256;9.667069;0.555589083
2273;91000;0.5003292;7.609991;0.384165917
2274;61000;0.2422483;6.443696;0.286974667
2275;77500;0.07104893;8.1871;0.432258333
2276;99000;0;7.699787;0.391648917
2277;112000;0;6.948267;0.32902225
2278;84000;0;8.239205;0.436600417
2279;56000;0;8.572721;0.464393417
2280;43000;0;8.289209;0.440767417
2281;41000;0;7.095069;0.34125575
2282;41000;0;5.308227;0.19235225
2283;41000;0;6.54258;0.295215
2284;51000;0;5.390082;0.1991735
2285;61000;0;5.99669;0.249724167
2286;76000;0;5.197815;0.18315125
2287;62400;0;4.234911;0.10290925
2288;62400;0.1440356;4.056358;0.088029833
2289;114100;0.2854934;3.698544;0.058212
2290;118800;0.4061915;8.277072;0.439756
2291;123800;0.2949033;9.069266;0.505772167
2292;120800;0.233181;11.33792;0.694826667
2293;115800;0.1801599;11.43973;0.703310833
2294;116800;0.2476048;11.01065;0.667554167
2295;95800;0.1753991;9.610641;0.55088675
2296;94800;0.4835625;9.162696;0.513558
2297;91000;0.3434216;6.831964;0.319330333
2298;61000;0.1356744;6.866801;0.322233417
2299;77500;0.03889811;7.940031;0.41166925
2300;99000;0;8.511951;0.45932925
2301;112000;0;6.674855;0.306237917
2302;84000;0;3.657842;0.054820167
2303;56000;0;2.884193;0
2304;43000;0;3.103707;0.00864225
2305;41000;0;2.498033;0
2306;41000;0;3.338827;0.028235583
2307;41000;0;4.688231;0.140685917
2308;51000;0;4.53046;0.127538333
2309;61000;0;5.502445;0.208537083
2310;76000;0;5.882568;0.240214
2311;62400;0;6.196485;0.26637375
2312;62400;0.08486937;4.870225;0.155852083
2313;114100;0.3489909;4.964181;0.16368175
2314;118800;0.3993559;5.044349;0.170362417
2315;123800;0.650398;4.027126;0.085593833
2316;120800;0.6513568;3.801027;0.06675225
2317;115800;0.4258723;5.573734;0.214477833
2318;116800;0.4801274;6.079364;0.256613667
2319;95800;0.5039643;7.388579;0.365714917
2320;94800;0.594714;5.622401;0.218533417
2321;91000;0.2808098;2.28903;0
2322;61000;0.1446434;2.648671;0
2323;77500;0.06279832;2.693305;0
2324;99000;0;2.646584;0
2325;112000;0;2.593737;0
2326;84000;0;2.889258;0
2327;56000;0;2.995848;0
2328;43000;0;3.552789;0.04606575
2329;41000;0;3.449948;0.037495667
2330;41000;0;1.66725;0
2331;41000;0;1.786824;0
2332;51000;0;3.791665;0.065972083
2333;61000;0;6.283855;0.273654583
2334;76000;0;4.620761;0.135063417
2335;62400;0;4.737336;0.144778
2336;62400;0.03381852;3.951293;0.079274417
2337;114100;0.02810671;2.601432;0
2338;118800;0.01665471;3.242782;0.020231833
2339;123800;0.1195702;5.132165;0.177680417
2340;120800;0.01397827;5.611464;0.217622
2341;115800;0.02771159;6.457855;0.288154583
2342;116800;0.1799709;7.80691;0.400575833
2343;95800;0.4513603;6.822871;0.318572583
2344;94800;0.2950714;8.983206;0.4986005
2345;91000;0.05248122;7.027373;0.335614417
2346;61000;0.06309095;2.657875;0
2347;77500;0.05665965;3.606813;0.05056775
2348;99000;0;4.138186;0.094848833
2349;112000;0;4.145068;0.095422333
2350;84000;0;5.20733;0.183944167
2351;56000;0;4.138671;0.09488925
2352;43000;0;2.4235;0
2353;41000;0;2.958749;0
2354;41000;0;2.395454;0
2355;41000;0;1.641665;0
2356;51000;0;1.450558;0
2357;61000;0;1.870317;0
2358;76000;0;2.060796;0
2359;62400;0;2.128125;0
2360;62400;0.1196483;2.133754;0
2361;114100;0.2166892;1.97531;0
2362;118800;0.2674306;2.075053;0
2363;123800;0.3324837;1.78139;0
2364;120800;0.5816397;4.288852;0.107404333
2365;115800;0.6863895;4.571267;0.130938917
2366;116800;0.5700425;6.89643;0.3247025
2367;95800;0.3449596;8.252846;0.437737167
2368;94800;0.4600706;9.45656;0.538046667
2369;91000;0.4812851;7.672684;0.389390333
2370;61000;0.08864025;7.222879;0.351906583
2371;77500;0.05789126;8.422841;0.451903417
2372;99000;0;6.894509;0.324542417
2373;112000;0;7.096654;0.341387833
2374;84000;0;4.203361;0.100280083
2375;56000;0;3.574426;0.047868833
2376;43000;0;3.093037;0.007753083
2377;41000;0;3.248508;0.020709
2378;41000;0;4.256928;0.104744
2379;41000;0;3.815762;0.067980167
2380;51000;0;4.363751;0.113645917
2381;61000;0;4.784857;0.148738083
2382;76000;0;5.114616;0.176218
2383;62400;0;4.326279;0.11052325
2384;62400;0.1604467;7.396193;0.366349417
2385;114100;0.1576921;10.03066;0.585888333
2386;118800;0.1154666;9.499738;0.541644833
2387;123800;0.6351264;9.149065;0.512422083
2388;120800;0.6358625;10.8598;0.654983333
2389;115800;0.7986417;8.356645;0.446387083
2390;116800;0.4365623;7.86629;0.405524167
2391;95800;0.1765539;8.429215;0.452434583
2392;94800;0.07748464;7.862516;0.405209667
2393;91000;0.3738457;9.927651;0.57730425
2394;61000;0.1874723;10.88569;0.657140833
2395;77500;0.06175331;6.975341;0.331278417
2396;99000;0;5.23748;0.186456667
2397;112000;0;7.085327;0.340443917
2398;84000;0;8.600082;0.4666735
2399;56000;0;6.69633;0.3080275
2400;43000;0;6.73665;0.3113875
2401;41000;0;6.484074;0.2903395
2402;41000;0;5.4895;0.207458333
2403;41000;0;3.513561;0.04279675
2404;51000;0;3.723988;0.060332333
2405;61000;0;4.161255;0.09677125
2406;76000;0;5.305641;0.19213675
2407;62400;0;5.312951;0.192745917
2408;62400;0.1461996;6.535357;0.294613083
2409;114100;0.3669141;6.404702;0.283725167
2410;118800;0.657702;7.139117;0.344926417
2411;123800;0.8825299;7.04902;0.337418333
2412;120800;0.8931958;7.581676;0.381806333
2413;115800;0.9244534;7.431618;0.3693015
2414;116800;0.9470519;8.102222;0.425185167
2415;95800;0.7951645;8.166428;0.430535667
2416;94800;0.7382546;5.394798;0.1995665
2417;91000;0.5848773;4.565178;0.1304315
2418;61000;0.3367443;3.47468;0.039556667
2419;77500;0.07624026;2.860471;0
2420;99000;0;4.458317;0.121526417
2421;112000;0;3.46821;0.0390175
2422;84000;0;4.387011;0.11558425
2423;56000;0;2.446813;0
2424;43000;0;2.833552;0
2425;41000;0;4.126091;0.093840917
2426;41000;0;5.70275;0.225229167
2427;41000;0;4.698178;0.141514833
2428;51000;0;5.954769;0.24623075
2429;61000;0;7.80995;0.400829167
2430;76000;0;7.739025;0.39491875
2431;62400;0;5.558561;0.213213417
2432;62400;0.1542872;4.50063;0.1250525
2433;114100;0.3096899;2.694592;0
2434;118800;0.4392651;5.311621;0.192635083
2435;123800;0.5827509;3.200772;0.016731
2436;120800;0.8072569;2.556006;0
2437;115800;0.8741248;2.514948;0
2438;116800;0.7611107;4.528288;0.127357333
2439;95800;0.5550502;6.328936;0.277411333
2440;94800;0.6053424;5.048525;0.170710417
2441;91000;0.4559647;3.725018;0.060418167
2442;61000;0.2566341;4.304848;0.108737333
2443;77500;0.05698693;3.914081;0.076173417
2444;99000;0;3.677919;0.05649325
2445;112000;0;3.164299;0.013691583
2446;84000;0;4.410378;0.1175315
2447;56000;0;4.847981;0.153998417
2448;43000;0;5.279807;0.189983917
2449;41000;0;4.59831;0.1331925
2450;41000;0;6.242775;0.27023125
2451;41000;0;4.801679;0.150139917
2452;51000;0;4.694779;0.141231583
2453;61000;0;3.864146;0.072012167
2454;76000;0;3.351109;0.029259083
2455;62400;0;4.059975;0.08833125
2456;62400;0.1475687;5.000069;0.166672417
2457;114100;0.3884419;5.628232;0.219019333
2458;118800;0.506236;6.48807;0.2906725
2459;123800;0.8973918;6.074763;0.25623025
2460;120800;0.9534436;5.323546;0.193628833
2461;115800;0.9084266;4.83169;0.152640833
2462;116800;0.7982345;5.552645;0.212720417
2463;95800;0.6295498;5.278665;0.18988875
2464;94800;0.6346834;7.622766;0.3852305
2465;91000;0.3966371;6.086687;0.257223917
2466;61000;0.2586678;5.989726;0.249143833
2467;77500;0.05974077;7.089464;0.340788667
2468;99000;0;7.305667;0.358805583
2469;112000;0;9.070178;0.505848167
2470;84000;0;9.28802;0.524001667
2471;56000;0;8.469649;0.455804083
2472;43000;0;9.710614;0.559217833
2473;41000;0;9.466445;0.538870417
2474;41000;0;6.204376;0.267031333
2475;41000;0;5.811628;0.234302333
2476;51000;0;5.40441;0.2003675
2477;61000;0;7.135139;0.344594917
2478;76000;0;7.863707;0.405308917
2479;62400;0;8.919272;0.493272667
2480;62400;0.1581975;8.572299;0.46435825
2481;114100;0.3777562;6.27843;0.2732025
2482;118800;0.6619006;8.319113;0.443259417
2483;123800;0.778008;8.878519;0.489876583
2484;120800;0.7268491;8.426064;0.452172
2485;115800;0.9511759;8.708379;0.47569825
2486;116800;0.9500015;6.003326;0.250277167
2487;95800;0.7171733;6.721786;0.310148833
2488;94800;0.5430028;9.046959;0.50391325
2489;91000;0.4737483;7.430114;0.369176167
2490;61000;0.2322982;6.898649;0.324887417
2491;77500;0.05550672;6.416181;0.28468175
2492;99000;0;5.493896;0.207824667
2493;112000;0;3.941551;0.078462583
2494;84000;0;2.841774;0
2495;56000;0;1.38976;0
2496;43000;0;1.768319;0
2497;41000;0;1.992111;0
2498;41000;0;2.612775;0
2499;41000;0;3.175277;0.014606417
2500;51000;0;3.259353;0.02161275
2501;61000;0;3.431843;0.035986917
2502;76000;0;5.124455;0.177037917
2503;62400;0;6.968893;0.330741083
2504;62400;0.2028386;6.833473;0.319456083
2505;114100;0.3982271;5.793896;0.232824667
2506;118800;0.6729748;6.04326;0.253605
2507;123800;0.6413182;4.211155;0.100929583
2508;120800;0.8132301;3.490928;0.040910667
2509;115800;0.9788597;4.987301;0.165608417
2510;116800;0.9442382;4.872878;0.156073167
2511;95800;0.8260787;5.071982;0.172665167
2512;94800;0.6543704;4.843463;0.153621917
2513;91000;0.5197244;4.99875;0.1665625
2514;61000;0.2726928;4.951188;0.162599
2515;77500;0.05978834;3.955458;0.0796215
2516;99000;0;8.456822;0.454735167
2517;112000;0;7.791851;0.399320917
2518;84000;0;7.546626;0.3788855
2519;56000;0;7.430552;0.369212667
2520;43000;0;6.223697;0.268641417
2521;41000;0;3.688514;0.057376167
2522;41000;0;4.501791;0.12514925
2523;41000;0;5.617535;0.218127917
2524;51000;0;6.003643;0.250303583
2525;61000;0;6.029789;0.252482417
2526;76000;0;7.126082;0.343840167
2527;62400;0;7.288492;0.357374333
2528;62400;0.08352104;6.530339;0.294194917
2529;114100;0.2781316;7.394512;0.366209333
2530;118800;0.3014207;8.553445;0.462787083
2531;123800;0.4906204;8.118224;0.426518667
2532;120800;0.4650952;9.902055;0.57517125
2533;115800;0.3187777;10.62862;0.635718333
2534;116800;0.5388307;9.47466;0.539555
2535;95800;0.6732445;9.068693;0.505724417
2536;94800;0.5466218;7.80877;0.400730833
2537;91000;0.3395391;6.140384;0.261698667
2538;61000;0.2120347;5.184004;0.182000333
2539;77500;0.04768141;3.652834;0.054402833
2540;99000;0;2.01607;0
2541;112000;0;1.542271;0
2542;84000;0;0.6249496;0
2543;56000;0;1.129539;0
2544;43000;0;1.840447;0
2545;41000;0;1.846197;0
2546;41000;0;0.97582;0
2547;41000;0;1.222996;0
2548;51000;0;1.641866;0
2549;61000;0;0.990131;0
2550;76000;0;1.142923;0
2551;62400;0;0.3121147;0
2552;62400;0.04944806;0.5441865;0
2553;114100;0.1083728;1.217579;0
2554;118800;0.4122711;2.046687;0
2555;123800;0.7981031;3.294742;0.024561833
2556;120800;0.9016324;4.857648;0.154804
2557;115800;1.048222;3.554352;0.046196
2558;116800;0.5449086;4.593731;0.132810917
2559;95800;0.4990332;6.54279;0.2952325
2560;94800;0.3240712;7.36434;0.363695
2561;91000;0.3086161;7.981494;0.4151245
2562;61000;0.2292704;7.500447;0.37503725
2563;77500;0.05022425;6.55303;0.296085833
2564;99000;0;7.525371;0.37711425
2565;112000;0;4.656458;0.138038167
2566;84000;0;4.634009;0.136167417
2567;56000;0;4.04823;0.0873525
2568;43000;0;4.538527;0.128210583
2569;41000;0;5.985276;0.248773
2570;41000;0;5.517368;0.209780667
2571;41000;0;6.134748;0.261229
2572;51000;0;6.84101;0.320084167
2573;61000;0;6.429009;0.28575075
2574;76000;0;8.620623;0.46838525
2575;62400;0;6.949378;0.329114833
2576;62400;0.1341738;6.583198;0.298599833
2577;114100;0.393745;6.704673;0.30872275
2578;118800;0.7227259;10.26848;0.605706667
2579;123800;0.867137;8.994798;0.4995665
2580;120800;0.9377811;8.171966;0.430997167
2581;115800;0.9931411;8.903816;0.491984667
2582;116800;0.8049973;10.2783;0.606525
2583;95800;0.8360802;9.026411;0.502200917
2584;94800;0.7448283;8.281123;0.440093583
2585;91000;0.3840878;7.765521;0.39712675
2586;61000;0.2646303;7.163044;0.346920333
2587;77500;0.05738306;7.75767;0.3964725
2588;99000;0;6.324615;0.27705125
2589;112000;0;5.620847;0.218403917
2590;84000;0;5.028644;0.169053667
2591;56000;0;4.601197;0.133433083
2592;43000;0;5.538522;0.2115435
2593;41000;0;5.809875;0.23415625
2594;41000;0;2.491599;0
2595;41000;0;1.076548;0
2596;51000;0;0.8399062;0
2597;61000;0;1.418693;0
2598;76000;0;1.629817;0
2599;62400;0;2.511073;0
2600;62400;0.1851525;2.281869;0
2601;114100;0.4378858;4.765288;0.147107333
2602;118800;0.6260568;6.03411;0.2528425
2603;123800;0.8302072;4.744245;0.14535375
2604;120800;0.764816;6.687085;0.307257083
2605;115800;0.8090986;8.838193;0.486516083
2606;116800;0.8301834;8.44947;0.4541225
2607;95800;0.8607613;7.338826;0.361568833
2608;94800;0.6089476;10.64594;0.637161667
2609;91000;0.356592;9.264311;0.522025917
2610;61000;0.275456;7.459571;0.371630917
2611;77500;0.05656256;7.131829;0.344319083
2612;99000;0;6.076728;0.256394
2613;112000;0;3.804198;0.0670165
2614;84000;0;3.983148;0.081929
2615;56000;0;1.822856;0
2616;43000;0;1.303028;0
2617;41000;0;1.388572;0
2618;41000;0;0.9672135;0
2619;41000;0;1.578542;0
2620;51000;0;2.795173;0
2621;61000;0;2.296497;0
2622;76000;0;2.466167;0
2623;62400;0;2.23325;0
2624;62400;0.1429903;3.385702;0.032141833
2625;114100;0.4086599;3.33395;0.027829167
2626;118800;0.6493077;3.161171;0.013430917
2627;123800;0.7598121;2.813231;0
2628;120800;0.8612421;2.971535;0
2629;115800;0.8271938;2.254367;0
2630;116800;0.7015896;3.585886;0.048823833
2631;95800;0.793652;3.9059;0.075491667
2632;94800;0.5263496;6.259414;0.271617833
2633;91000;0.4736921;5.56882;0.214068333
2634;61000;0.1902355;7.147236;0.345603
2635;77500;0.04876075;6.791178;0.3159315
2636;99000;0;7.948018;0.412334833
